nome_touro,nome_touro_alta,codigo_touro,raca,data_preco,preco_ajustado_reais,data_prova,fonte_prova_url,TPI,NM$,CM$,Leite,Proteína,Proteína%,Gordura,Gordura%,CGP,Pconf,PTAT,JUI,FLC,Tconf,PL,DPR,SCS,SCE,DCE,NMT,DSB,CCR,HCR,aAa,DMS
"PREFER-RED 2.496 1.587 81 1.24 1.28 -0,42 2.7% GENOMAX SUCCESSOR*FV ALLTIME",PREFER-RED,200HO11574,HOLANDÊS VERMELHO E BRANCO,2022-12-01,58.17,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11574,2515,430,434,1640,48,-0.01,42,-0.07,90,81,1.24,1.27,-0.42,80,1.4,-0.6,2.79,2.8,1.9,6.7,4.9,0.9,0.2,,
"EINSTEIN 2.839 1.182 95 1.01 1.80 -0,71 2.4% SEMEXX / A2A2 / IMMUNITY+ TOPNOTCH DUKE",EINSTEIN,200HO11586,HOLANDÊS PRETO E BRANCO,2022-12-01,231.03,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11586,2847,817,836,1082,53,0.07,82,0.14,135,97,1.1,1.72,-0.35,96,4.8,0.1,2.62,2.4,2.2,6.3,4.9,1.5,0.8,,
"HEATPROOF 2.596 747 82 0.46 1.14 -0,64 2.2% GENOMAX / IMMUNITY+ TOPNOTCH JEDI",HEATPROOF,200HO11609,LEITE IMPORTADO,2022-12-01,58.17,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11609,2584,588,602,739,36,0.05,29,0.0,65,82,0.47,1.11,-0.71,81,5.5,3.0,2.66,2.2,2.1,5.6,4.8,4.9,0.7,,
MAINFRAME 2.520 469 82 1.52 2.12 0.10 2.0% GENOMAX / A2A2 / IMMUNITY+ TOPNOTCH MODESTY,MAINFRAME,200HO11611,LEITE IMPORTADO,2022-12-01,86.78,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11611,2512,546,552,425,20,0.02,36,0.07,56,83,1.45,2.08,0.01,81,4.5,0.7,2.9,2.0,1.8,5.6,4.7,1.7,-0.7,,
SHELBY 2.652 250 87 1.13 2.06 0.04 1.6% GENOMAX / A2A2 MAVERICK DETOUR,SHELBY,200HO11616,LEITE IMPORTADO,2022-12-01,161.84,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11616,2658,652,668,141,23,0.07,54,0.17,77,94,1.05,1.99,0.18,85,3.9,2.7,2.77,1.6,1.9,4.7,4.9,4.6,1.2,,
DARMOUTH 2.732 1.302 81 1.68 2.26 0.00 2.3% GENOMAX CHALLENGER DUKE,DARMOUTH,200HO11627,HOLANDÊS PRETO E BRANCO,2022-12-01,65.67,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11627,2739,666,675,1314,44,0.01,62,0.04,106,82,1.74,2.26,0.2,80,4.0,-0.1,2.68,2.4,2.6,7.2,7.1,1.3,-1.2,,
MEMBERSHIP 2.721 1.109 81 1.48 1.97 0.25 2.2% GENOMAX / A2A2 POSITIVE MODESTY,MEMBERSHIP,200HO11644,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11644,2725,677,681,1123,40,0.02,88,0.15,128,81,1.63,1.95,0.41,80,2.5,-1.5,3.0,2.2,1.9,4.9,4.9,-1.1,0.8,,
"BANKSY 2.858 1.321 82 0.93 1.65 -0,07 2.1% GENOMAX / SEMEXX MARIUS IMAX",BANKSY,200HO11699,HOLANDÊS PRETO E BRANCO,2022-12-01,134.86,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11699,2836,866,883,1346,63,0.07,79,0.09,142,82,0.91,1.55,-0.1,80,4.5,-0.9,2.8,2.1,2.1,6.9,5.8,0.3,-1.0,,
COCKPIT 2.755 478 82 1.69 2.07 0.18 3.2% GENOMAX / A2A2 / SEMMEX POSITIVE DELTA,COCKPIT,200HO11722,HOLANDÊS PRETO E BRANCO,2022-12-01,192.33,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11722,2754,726,739,508,34,0.06,91,0.25,125,83,1.77,2.11,0.36,81,2.9,-1.0,2.85,3.0,2.2,6.6,5.9,-1.1,1.2,,
MAJORDOMO 2.787 1.264 81 1.07 1.80 0.06 1.8% GENOMAX / SEMEXX / FERTILITY MARIUS FRAZZLED,MAJORDOMO,200HO11747,LEITE IMPORTADO,2022-12-01,125.48,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11747,2760,820,833,1286,49,0.03,69,0.07,118,81,1.01,1.73,0.03,80,5.1,-1.7,2.65,1.7,2.2,5.6,4.1,-0.2,-0.6,,
"DARKFLASH 2.640 794 82 1.51 1.68 -0,13 2.5% GENOMAX / ROBOTREADY BLOOMFIELD YODER",DARKFLASH,200HO11761,HOLANDÊS PRETO E BRANCO,2022-12-01,86.78,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11761,2623,584,583,782,18,-0.02,65,0.12,83,82,1.45,1.66,-0.19,81,3.9,1.3,2.91,2.5,2.7,6.0,5.4,2.5,3.7,,
BREVILLE 2.771 987 82 1.14 1.75 0.08 1.9% GENOMAX / A2A2 / SEMEXX CHALLENGER SUPERHERO,BREVILLE,200HO11768,HOLANDÊS PRETO E BRANCO,2022-12-01,64.5,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11768,2794,779,788,1024,38,0.02,69,0.1,107,82,1.17,1.77,0.24,80,4.3,1.7,2.75,2.0,1.6,6.1,5.4,3.2,0.3,,
HANLEY 2.874 670 82 2.45 2.81 0.78 1.6% GENOMAX / ROBOTREADY / SEMEXX CHALLENGER DELTA-LAMBDA,HANLEY,200HO11782,LEITE IMPORTADO,2022-12-01,115.63,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11782,2877,774,785,718,35,0.04,86,0.2,121,82,2.46,2.81,0.89,81,3.6,0.3,2.84,1.6,1.6,5.6,6.0,1.1,-0.5,,
MAXWELL 2.845 1.316 82 1.67 1.85 0.73 2.5% GENOMAX MARIUS EXACTLY,MAXWELL,200HO11800,LEITE IMPORTADO,2022-12-01,86.78,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11800,2833,716,731,1355,63,0.07,87,0.12,150,82,1.61,1.8,0.7,80,1.9,-1.7,2.83,2.5,2.6,6.3,5.3,-0.4,-0.3,,
REVERE-RED 2.207 235 82 2.50 2.29 1.37 2.7% GENOMAX / FERTILITY UNSTOPABULL BAILEY*RC,REVERE-RED,200HO11819,HOLANDÊS VERMELHO E BRANCO,2022-12-01,170.05,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11819,2211,-2,-3,215,7,0.0,2,-0.02,9,82,2.41,2.25,1.25,80,0.8,-0.1,3.06,2.7,2.7,7.8,6.2,-0.2,0.8,,
REDEYE-P 2.647 798 82 2.47 2.11 1.60 2.0% GENOMAX / MOCHO / ROBOTREADY / FERTILITY / A2A2 / SEMEXX WEBSTER KINGBOY,REDEYE-P RED,200HO11828,HOLANDÊS VERMELHO E BRANCO,2022-12-01,100.85,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11828,2640,492,498,795,27,0.01,43,0.04,70,82,2.45,2.13,1.61,81,3.4,0.3,2.83,2.1,2.2,5.9,5.8,-0.7,0.1,,
EASTBOUND 2.789 824 81 0.64 1.54 0.55 1.3% GENOMAX / IMMUNITY+ MARIUS ACHIEVER,EASTBOUND,200HO11841,HOLANDÊS PRETO E BRANCO,2022-12-01,53.95,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11841,2766,835,849,835,38,0.04,82,0.17,120,81,0.6,1.48,0.43,80,5.1,-1.1,2.63,1.3,1.2,6.1,4.7,0.1,-1.0,,
"SEAPORT 2.647 -195 81 1.61 2.33 -0,16 2.2% GENOMAX / IMMUNITY+ DISCJOCKEY RESOLVE",SEAPORT,200HO11845,LEITE IMPORTADO,2022-12-01,96.75,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11845,2629,534,556,-277,19,0.1,36,0.17,55,81,1.63,2.31,-0.08,80,4.3,2.2,2.69,2.2,2.1,5.2,4.1,4.1,2.0,,
RAINBOW-RED 2.475 812 82 1.00 1.33 1.09 2.1% GENOMAX / ROBOTREADY SIMPLICITY*FV APPRENTICE*FV,RAINBOW-RED,200HO11875,HOLANDÊS VERMELHO E BRANCO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11875,2481,508,511,850,27,0.0,54,0.07,81,82,0.94,1.37,1.03,81,2.0,-1.9,2.91,2.2,2.0,5.3,4.5,-2.6,-1.4,,
HELIUM-RED 2.682 1.078 82 0.87 1.09 0.21 1.4% GENOMAX / FERTILITY / SEMEXX SWINGMAN SALVATORE,HELIUM-RED,200HO11884,HOLANDÊS VERMELHO E BRANCO,2022-12-01,100.85,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11884,2660,797,803,1100,32,-0.01,49,0.02,81,82,0.9,0.95,0.19,81,6.8,0.8,2.69,1.5,2.2,5.4,4.6,2.0,1.2,,
NETFLIX 2.746 1.392 81 1.40 1.40 0.41 1.9% GENOMAX / ROBOTREADY / A2A2 PURSUIT TOPNOTCH,NETFLIX,200HO11899,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11899,2745,757,767,1421,54,0.03,51,-0.01,105,81,1.47,1.47,0.38,80,4.9,-0.2,2.82,2.0,1.5,5.8,4.0,1.4,2.0,,
BONAPARTE 2.570 1.122 81 2.58 2.36 0.33 2.5% GENOMAX DISCJOCKEY FABULOUS,BONAPARTE,200HO11932,HOLANDÊS PRETO E BRANCO,2022-12-01,80.92,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11932,2539,313,319,1059,35,0.01,28,-0.04,63,81,2.54,2.33,0.36,80,2.0,0.1,2.81,2.4,2.3,6.6,5.9,0.4,-0.4,,
BRUCHNER 2.690 687 81 1.32 1.54 0.69 2.1% GENOMAX / ROBOTREADY ROBERT FABULOUS,BRUCHNER,200HO11939,HOLANDÊS PRETO E BRANCO,2022-12-01,64.5,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11939,2662,615,630,708,40,0.06,54,0.09,94,81,1.25,1.47,0.65,80,4.5,0.3,2.77,2.1,1.9,6.4,4.4,0.8,0.9,,
VITALSIGNS 2.811 59 81 0.87 1.19 0.50 1.4% GENOMAX / SEMEXX / A2A2 / IMMUNITY+ SOHOT ACHIEVER,VITALSIGNS,200HO11943,LEITE IMPORTADO,2022-12-01,77.4,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11943,2830,829,852,144,30,0.09,112,0.38,142,82,0.74,1.12,0.33,79,4.2,-0.6,2.6,1.4,1.6,5.3,4.5,-0.3,-0.4,,
BOSA 2.955 1.553 82 0.94 2.02 0.00 1.9% GENOMAX TIMBERLAKE ACHIEVER,BOSA,200HO11946,HOLANDÊS PRETO E BRANCO,2022-12-01,121.96,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11946,2952,1023,1029,1559,58,0.03,101,0.14,159,82,0.97,2.05,0.12,81,4.3,-0.3,2.96,1.7,2.0,5.3,4.3,1.3,1.4,,
OBSIDIAN 2.942 534 82 1.58 1.89 1.33 1.4% GENOMAX / SEMEXX MERRIMAC GRANITE,OBSIDIAN,200HO11977,LEITE IMPORTADO,2022-12-01,114.93,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11977,2928,872,890,555,38,0.07,103,0.29,141,82,1.55,1.87,1.33,81,4.9,-0.2,2.7,1.5,2.3,5.5,4.6,0.1,0.2,,
"MINEBUSTER 2.735 676 81 0.79 1.51 -0,66 2.8% GENOMAX FULLMARKS MAVERICK",MINEBUSTER,200HO11992,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11992,2735,746,763,726,37,0.05,68,0.14,105,81,0.79,1.39,-0.65,80,5.0,0.6,2.58,2.8,2.4,6.3,4.8,2.4,1.7,,
"POLYNESIA 2.771 639 81 0.65 1.03 -0,34 2.2% GENOMAX / SEMEXX / IMMUNITY+ CRIMSON MARIUS",POLYNESIA,200HO12017,LEITE IMPORTADO,2022-12-01,86.78,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12017,2730,810,831,648,53,0.11,82,0.2,135,81,0.61,0.99,-0.45,80,3.8,-1.6,2.86,2.1,2.2,5.5,3.5,-0.5,0.5,,
ROYALFLUSH 2.856 32 81 2.43 3.24 0.53 3.0% GENOMAX / SEMEXX DISCJOCKEY FABULOUS,ROYALFLUSH,200HO12025,LEITE IMPORTADO,2022-12-01,284.97,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12025,2846,656,685,-26,37,0.14,51,0.19,88,82,2.4,3.22,0.51,80,5.4,1.3,2.64,2.8,2.5,7.1,5.8,2.8,1.9,,
PROLOGUE 2.947 1.014 81 1.38 1.91 0.40 2.3% GENOMAX / SEMEXX / IMMUNITY+ EINSTEIN ACHIEVER,PROLOGUE,200HO12026,LEITE IMPORTADO,2022-12-01,272.66,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12026,2931,902,918,930,50,0.07,109,0.25,159,81,1.44,1.92,0.56,80,3.8,-1.1,2.82,2.2,2.3,6.8,5.8,0.0,1.3,,
"PROVERB 2.885 760 81 1.32 2.29 -0,08 2.1% GENOMAX / A2A2 / SEMEXX EINSTEIN POSITIVE",PROVERB,200HO12027,LEITE IMPORTADO,2022-12-01,131.35,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12027,2885,847,868,690,51,0.1,89,0.22,140,81,1.4,2.31,0.18,80,4.7,-0.2,2.83,2.3,2.2,6.3,5.3,0.5,0.1,,
"PASSWORD 2.847 1.016 80 0.97 1.16 -0,13 1.7% GENOMAX / A2A2 / SEMEXX ELDORADO MONTOYA",PASSWORD,200HO12033,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12033,2833,836,856,994,62,0.11,60,0.08,122,80,0.9,1.12,-0.17,78,4.6,1.9,2.9,1.7,1.4,5.0,3.9,3.9,1.5,,
MINTJULEP 2.754 1.471 79 0.98 2.12 0.65 1.7% GENOMAX / A2A2 / IMMUNITY+ ELDORADO MILKTIME,MINTJULEP,200HO12039,LEITE IMPORTADO,2022-12-01,77.4,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12039,2741,759,770,1467,55,0.03,43,-0.05,98,79,0.97,2.05,0.64,78,4.3,-0.2,2.79,1.8,2.1,5.0,5.3,1.6,1.3,,
PANTHER 2.875 820 81 0.85 1.77 0.27 2.2% GENOMAX MAESTRO CHALLENGER,PANTHER,200HO12066,LEITE IMPORTADO,2022-12-01,109.06,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12066,2874,858,874,819,47,0.07,84,0.18,131,81,1.03,1.63,0.64,80,4.5,0.6,2.79,2.1,1.9,6.2,5.2,1.8,0.9,,
"BRUNSWICK 2.806 785 82 0.23 1.25 -0,41 1.6% GENOMAX / ROBOTREADY / SEMEXX / IMMUNITY+ MAESTRO JARED",BRUNSWICK,200HO12083,HOLANDÊS PRETO E BRANCO,2022-12-01,98.51,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12083,2749,860,881,647,44,0.08,55,0.11,99,82,0.34,1.02,-0.12,81,6.7,0.8,2.66,1.7,1.5,5.0,4.5,1.9,0.8,,
"HUMORIST 2.805 652 81 0.85 1.37 -0,02 1.9% GENOMAX / SEMEXX / IMMUNITY+ HEROIC SKYWALKER",HUMORIST,200HO12084,LEITE IMPORTADO,2022-12-01,79.75,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12084,2799,842,858,690,41,0.07,78,0.18,119,82,0.84,1.4,0.06,80,5.1,1.1,2.79,1.9,1.6,5.7,4.9,3.0,1.8,,
REDWINGS-RED 2.674 1.074 81 1.41 1.42 0.15 2.4% GENOMAX / SEMEXX / IMMUNITY+ SWINGMAN-RED SALVATORE,REDWINGS-RED,200HO12089,HOLANDÊS VERMELHO E BRANCO,2022-12-01,153.63,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12089,2657,728,736,1076,32,0.0,55,0.05,87,81,1.42,1.27,0.2,80,6.4,-0.3,2.59,2.4,2.4,6.1,4.9,-0.1,-0.5,,
TIJERAS 2.745 409 81 1.49 2.34 0.56 2.1% GENOMAX / A2A2 / SEMEXX / IMMUNITY+ ARISTOCRAT ELDORADO,TIJERAS,200HO12092,LEITE IMPORTADO,2022-12-01,90.3,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12092,2768,761,775,534,29,0.04,51,0.11,80,81,1.53,2.36,0.73,80,6.4,1.0,2.66,2.1,1.4,5.5,4.1,1.6,1.5,,
"MILLWRIGHT 2.866 1.194 81 0.82 1.77 -0,17 1.9% GENOMAX / SEMEXX / IMMUNITY+ EINSTEIN MEDLEY",MILLWRIGHT,200HO12118,LEITE IMPORTADO,2022-12-01,87.95,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12118,2867,939,955,1129,49,0.05,66,0.08,115,81,0.85,1.73,0.05,80,6.7,1.0,2.61,1.9,2.1,5.7,4.7,2.9,1.0,,
BUSTOP 2.326 -528 99 0.51 1.46 0.42 2.7% A2A2 SUPERSIRE DORCY,BUSTOP,200HO10189,HOLANDÊS PRETO E BRANCO,2023-01-01,26.81,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10189,2326,266,281,-528,1,0.06,30,0.18,31,99,0.51,1.46,0.42,95,2.0,0.6,2.71,2.7,2.1,5.6,4.6,1.4,-0.4,,
HIGH OCTANE 2.129 1.123 99 2.49 2.15 0.73 2.8% SHOWTIME MCCUTCHEN OBSERVER,HIGH OCTANE,200HO10363,LEITE IMPORTADO,2023-01-01,96.15,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10363,2129,-156,-163,1123,15,-0.07,8,-0.12,23,99,2.49,2.15,0.73,99,-1.4,-2.2,2.86,2.8,2.8,8.3,7.7,-2.2,-1.2,,
ORION 2.563 1.313 99 1.88 1.95 0.26 2.0% SHOWTIME KINGBOY MOGUL,ORION,200HO10457,LEITE IMPORTADO,2023-01-01,80.42,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10457,2563,512,509,1313,27,-0.05,45,-0.02,72,99,1.88,1.95,0.26,98,3.5,0.4,2.79,2.0,2.5,5.9,5.4,1.4,1.9,,
COPIOUS 2.470 1.958 99 1.37 1.08 0.16 2.0% BOMBERO MORGAN,COPIOUS,200HO10573,HOLANDÊS PRETO E BRANCO,2023-01-01,57.81,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10573,2470,436,427,1958,46,-0.05,30,-0.15,76,99,1.37,1.08,0.16,93,2.5,-0.4,3.07,2.0,1.9,7.4,5.1,0.2,0.7,,
DARE 2.547 898 92 1.31 1.16 1.10 2.2% ROBOTREADY SILVER DAY,DARE,200HO10653,HOLANDÊS PRETO E BRANCO,2023-01-01,67.6,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10653,2517,478,485,850,30,0.01,62,0.1,92,93,1.34,1.19,1.08,88,2.1,-2.2,2.77,2.2,2.4,6.7,6.4,-2.0,-0.1,,
LAUDERDALE 2.484 421 93 0.72 1.19 0.33 2.1% A2A2 DRAFTPICK BOMBERO,LAUDERDALE,200HO10814,LEITE IMPORTADO,2023-01-01,67.6,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10814,2484,488,501,421,30,0.06,42,0.09,72,93,0.72,1.19,0.33,90,2.6,0.1,2.83,2.1,2.2,6.4,5.5,1.1,0.6,,
TRAMWAY 2.399 -264 94 0.82 1.09 1.37 1.9% A2A2 MODESTY LOTTOMAX,TRAMWAY,200HO10822,LEITE IMPORTADO,2023-01-01,67.6,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10822,2422,419,433,-168,20,0.09,27,0.12,47,95,0.92,1.17,1.24,85,3.0,1.6,2.99,1.9,2.9,5.4,6.0,2.4,0.9,,
KIPPER 2.083 757 95 2.76 1.91 0.17 3.1% SHOWTIME / IMMUNITY+ HIGH OCTANE 5G,KIPPER,200HO10827,LEITE IMPORTADO,2023-01-01,37.3,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10827,2083,-179,-183,757,18,-0.02,9,-0.07,27,94,2.76,1.91,0.17,90,-2.5,-3.1,3.05,3.1,2.8,7.7,6.5,-3.5,-2.2,,
CAYDEN 2.610 235 94 1.20 1.23 1.15 2.1% ROBOTREADY AFTERBURNER COMMANDER,CAYDEN,200HO10831,HOLANDÊS PRETO E BRANCO,2023-01-01,41.96,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10831,2610,568,596,235,45,0.13,41,0.11,86,94,1.2,1.23,1.15,90,2.3,0.2,2.69,2.1,2.1,5.9,5.0,0.1,1.2,,
"TOPNOTCH 2.421 559 98 0.96 1.47 -0,46 2.1% SEMEXX / IMMUNITY+ JEDI LOTTOMAX",TOPNOTCH,200HO10864,LEITE IMPORTADO,2023-01-01,76.92,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10864,2421,434,448,559,33,0.05,11,-0.04,44,98,0.96,1.47,-0.46,96,4.3,1.0,2.75,2.1,1.9,6.5,4.7,2.9,-1.6,,
SECURE 2.544 583 96 1.04 0.99 0.11 2.3% MONTANA SILVER,SECURE,200HO10934,LEITE IMPORTADO,2023-01-01,76.92,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10934,2544,488,495,583,24,0.02,72,0.17,96,96,1.04,0.99,0.11,87,2.0,0.3,2.85,2.3,2.8,5.9,5.3,1.6,1.9,,
POSITIVE 2.766 991 99 1.47 1.97 0.19 2.2% A2A2 / FERTILITY DUKE RUBICON,POSITIVE,200HO10955,LEITE IMPORTADO,2023-01-01,250.58,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10955,2766,738,748,991,49,0.06,114,0.26,163,99,1.47,1.97,0.19,99,1.4,-3.3,3.03,2.2,1.8,5.3,5.4,-3.8,-0.6,,
CINNAMON 2.540 255 91 0.15 1.80 0.30 2.3% IMMUNITY+ ALLTIME YODER,CINNAMON,200HO10981,HOLANDÊS PRETO E BRANCO,2023-01-01,41.96,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10981,2540,477,490,255,23,0.05,34,0.09,57,90,0.15,1.8,0.3,84,2.5,2.4,2.77,2.3,2.6,5.7,4.6,4.0,4.3,,
"GRADUAL 2.160 196 97 0.56 0.92 -0,80 2.0% A2A2 / IMMUNITY+ JEDI GREENWAY",GRADUAL,200HO11013,LEITE IMPORTADO,2023-01-01,26.81,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11013,2160,197,207,196,14,0.03,-10,-0.06,4,97,0.56,0.92,-0.8,94,2.4,1.1,2.72,2.0,2.0,6.5,5.2,1.9,-1.6,,
PROSPEROUS 2.757 1.572 98 1.87 2.03 0.34 2.3% IMMUNITY+ MAGNUS SUPERSHOT,PROSPEROUS,200HO11043,LEITE IMPORTADO,2023-01-01,124.71,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11043,2757,673,691,1572,62,0.04,67,0.02,129,98,1.87,2.03,0.34,96,3.5,-3.2,2.54,2.3,2.7,6.5,7.7,-3.2,-1.3,,
PAVLOV 2.630 329 94 1.51 1.18 0.24 2.0% GRANITE RUBICON,PAVLOV,200HO11044,LEITE IMPORTADO,2023-01-01,53.61,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11044,2630,587,594,329,30,0.07,76,0.22,106,95,1.51,1.18,0.24,91,2.2,0.9,3.2,2.0,2.0,5.8,4.1,1.5,2.4,,
MAURICE 2.648 1.352 99 0.96 1.46 0.24 1.8% A2A2 / SEMEXX EUGENIO PROFIT,MAURICE,200HO11058,LEITE IMPORTADO,2023-01-01,59.44,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11058,2648,692,692,1352,42,0.0,57,0.02,99,99,0.96,1.46,0.24,96,3.4,-0.2,3.0,1.8,1.7,5.6,3.2,-0.3,0.8,,
MOOSE 2.654 626 92 1.49 1.26 0.65 2.4% ROBOTREADY / IMMUNITY+ EUGENIO PROFIT,MOOSE,200HO11059,LEITE IMPORTADO,2023-01-01,67.6,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11059,2654,578,584,626,32,0.04,72,0.17,104,91,1.49,1.26,0.65,87,1.9,0.4,3.06,2.4,1.9,6.3,4.0,0.4,1.3,,
SWINGMAN-RED 2.498 696 96 1.48 1.21 0.86 1.8% ROBOTREADY / SEMEXX / IMMUNITY+ APPRENTICE DELTA,SWINGMAN-RED,200HO11091,HOLANDÊS VERMELHO E BRANCO,2023-01-01,191.14,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11091,2498,559,564,696,16,-0.02,31,0.01,47,96,1.48,1.21,0.86,95,6.0,0.1,2.62,1.8,1.8,5.6,4.5,0.9,0.6,,
"HEISENBERG 2.527 371 92 0.65 1.16 -1,78 2.5% IMMUNITY+ FORTUNE JEDI",HEISENBERG,200HO11100,LEITE IMPORTADO,2023-01-01,57.81,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11100,2527,502,520,371,25,0.05,36,0.08,61,90,0.65,1.16,-1.78,85,3.9,2.5,2.53,2.5,2.0,6.0,4.2,3.6,0.9,,
"RUSS-PP-RED 2.185 463 95 1.29 1.83 -0,25 3.0% MOCHO HOMOZIGOTO / A2A2 LOYOLA-P SUPERSHOT",RUSS-PP-RED,200HO11126,HOLANDÊS VERMELHO E BRANCO,2023-01-01,76.92,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11126,2203,109,119,463,31,0.06,2,-0.06,33,95,1.47,1.73,0.33,92,1.0,-2.5,2.96,3.0,2.6,6.1,6.1,-1.6,0.7,,
SPOTIFY 2.709 1.778 83 1.15 0.33 0.68 1.9% GENOMAX GRANITE PROFIT,SPOTIFY,200HO11146,LEITE IMPORTADO,2023-01-01,57.81,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11146,2709,759,759,1778,55,0.0,69,0.0,124,83,1.15,0.33,0.68,82,3.8,-0.5,3.05,1.9,1.8,5.8,4.5,0.6,3.4,,
REDROCK 2.656 1.302 94 0.76 1.82 0.42 1.8% MODESTY DELTA,REDROCK,200HO11172,LEITE IMPORTADO,2023-01-01,25.64,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11172,2656,782,779,1302,41,0.0,67,0.06,108,95,0.76,1.82,0.42,91,3.2,-0.4,3.19,1.8,2.0,4.8,4.8,0.6,-0.3,,
