nome_touro,nome_touro_alta,codigo_touro,raca,data_preco,preco_ajustado_reais,data_prova,fonte_prova_url,TPI,NM$,CM$,Leite,Proteína,Proteína%,Gordura,Gordura%,CGP,Pconf,PTAT,JUI,FLC,Tconf,PL,DPR,SCS,SCE,DCE,NMT,DSB,CCR,HCR,aAa,DMS
VITALSIGNS 2.811 59 81 0.87 1.19 0.50 1.4% GENOMAX / SEMEXX / A2A2 / IMMUNITY+ SOHOT ACHIEVER,VITALSIGNS,200HO11943,LEITE IMPORTADO,2022-11-01,77.72,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11943,2811,775,798,59,27,0.09,106,0.37,133,81,0.87,1.19,0.5,79,4.1,-0.2,2.59,1.4,1.8,5.3,4.5,0.2,-0.5,,
BOSA 2.955 1.553 82 0.94 2.02 0.00 1.9% GENOMAX TIMBERLAKE ACHIEVER,BOSA,200HO11946,HOLANDÊS PRETO E BRANCO,2022-11-01,122.46,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11946,2955,1024,1032,1553,58,0.03,103,0.15,161,82,0.94,2.02,0.0,80,4.2,-0.3,2.94,1.9,2.1,5.4,4.4,1.7,1.6,,
OBSIDIAN 2.942 534 82 1.58 1.89 1.33 1.4% GENOMAX / SEMEXX MERRIMAC GRANITE,OBSIDIAN,200HO11977,LEITE IMPORTADO,2022-11-01,115.4,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11977,2942,877,896,534,38,0.08,105,0.3,143,82,1.58,1.89,1.33,81,4.9,-0.1,2.7,1.4,2.4,5.7,4.6,0.5,0.2,,
"MINEBUSTER 2.735 676 81 0.79 1.51 -0,66 2.8% GENOMAX FULLMARKS MAVERICK",MINEBUSTER,200HO11992,LEITE IMPORTADO,2022-11-01,68.3,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11992,2735,753,770,676,36,0.05,66,0.14,102,81,0.79,1.51,-0.66,79,5.3,0.7,2.59,2.8,2.5,6.4,4.8,2.4,1.8,,
"POLYNESIA 2.771 639 81 0.65 1.03 -0,34 2.2% GENOMAX / SEMEXX / IMMUNITY+ CRIMSON MARIUS",POLYNESIA,200HO12017,LEITE IMPORTADO,2022-11-01,87.14,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12017,2771,845,868,639,53,0.12,85,0.21,138,81,0.65,1.03,-0.34,80,4.1,-1.3,2.82,2.2,2.3,5.5,3.8,0.0,0.8,,
ROYALFLUSH 2.856 32 81 2.43 3.24 0.53 3.0% GENOMAX / SEMEXX DISCJOCKEY FABULOUS,ROYALFLUSH,200HO12025,LEITE IMPORTADO,2022-11-01,286.14,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12025,2856,664,693,32,37,0.13,52,0.18,89,81,2.43,3.24,0.53,80,5.3,1.3,2.61,3.0,2.5,6.9,5.7,2.7,1.8,,
PROLOGUE 2.947 1.014 81 1.38 1.91 0.40 2.3% GENOMAX / SEMEXX / IMMUNITY+ EINSTEIN ACHIEVER,PROLOGUE,200HO12026,LEITE IMPORTADO,2022-11-01,273.78,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12026,2947,922,938,1014,53,0.07,108,0.24,161,81,1.38,1.91,0.4,79,4.0,-0.9,2.83,2.3,2.4,6.9,6.0,0.4,1.4,,
"PROVERB 2.885 760 81 1.32 2.29 -0,08 2.1% GENOMAX / A2A2 / SEMEXX EINSTEIN POSITIVE",PROVERB,200HO12027,LEITE IMPORTADO,2022-11-01,131.88,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12027,2885,863,883,760,53,0.1,88,0.2,141,81,1.32,2.29,-0.08,79,5.0,-0.2,2.85,2.1,2.2,6.5,5.7,0.7,0.3,,
"PASSWORD 2.847 1.016 80 0.97 1.16 -0,13 1.7% GENOMAX / A2A2 / SEMEXX ELDORADO MONTOYA",PASSWORD,200HO12033,LEITE IMPORTADO,2022-11-01,68.3,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12033,2847,847,867,1016,63,0.11,61,0.08,124,80,0.97,1.16,-0.13,78,4.7,1.9,2.89,1.7,1.4,5.0,4.0,3.9,1.3,,
MINTJULEP 2.754 1.471 79 0.98 2.12 0.65 1.7% GENOMAX / A2A2 / IMMUNITY+ ELDORADO MILKTIME,MINTJULEP,200HO12039,LEITE IMPORTADO,2022-11-01,77.72,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12039,2754,762,773,1471,55,0.03,43,-0.05,98,79,0.98,2.12,0.65,78,4.3,0.0,2.77,1.7,2.2,5.1,5.6,1.7,1.5,,
PANTHER 2.875 820 81 0.85 1.77 0.27 2.2% GENOMAX MAESTRO CHALLENGER,PANTHER,200HO12066,LEITE IMPORTADO,2022-11-01,109.51,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12066,2875,881,897,820,46,0.07,85,0.19,131,81,0.85,1.77,0.27,79,4.8,0.8,2.79,2.2,2.0,6.4,5.1,2.1,0.8,,
"BRUNSWICK 2.806 785 82 0.23 1.25 -0,41 1.6% GENOMAX / ROBOTREADY / SEMEXX / IMMUNITY+ MAESTRO JARED",BRUNSWICK,200HO12083,HOLANDÊS PRETO E BRANCO,2022-11-01,98.91,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12083,2806,927,948,785,47,0.08,62,0.11,109,82,0.23,1.25,-0.41,81,6.9,0.9,2.64,1.6,1.7,5.5,4.6,2.1,0.8,,
"HUMORIST 2.805 652 81 0.85 1.37 -0,02 1.9% GENOMAX / SEMEXX / IMMUNITY+ HEROIC SKYWALKER",HUMORIST,200HO12084,LEITE IMPORTADO,2022-11-01,80.07,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12084,2805,846,862,652,41,0.07,79,0.19,120,81,0.85,1.37,-0.02,79,5.2,1.1,2.78,1.9,1.7,5.6,4.9,3.2,2.0,,
REDWINGS-RED 2.674 1.074 81 1.41 1.42 0.15 2.4% GENOMAX / SEMEXX / IMMUNITY+ SWINGMAN-RED SALVATORE,REDWINGS-RED,200HO12089,HOLANDÊS VERMELHO E BRANCO,2022-11-01,154.26,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12089,2674,729,738,1074,32,0.0,58,0.06,90,81,1.41,1.42,0.15,80,6.1,-0.2,2.6,2.4,2.4,6.1,5.0,0.0,-0.5,,
TIJERAS 2.745 409 81 1.49 2.34 0.56 2.1% GENOMAX / A2A2 / SEMEXX / IMMUNITY+ ARISTOCRAT ELDORADO,TIJERAS,200HO12092,LEITE IMPORTADO,2022-11-01,90.67,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12092,2745,742,758,409,27,0.05,48,0.11,75,81,1.49,2.34,0.56,79,6.5,1.1,2.65,2.1,1.5,5.6,4.1,1.8,1.3,,
"MILLWRIGHT 2.866 1.194 81 0.82 1.77 -0,17 1.9% GENOMAX / SEMEXX / IMMUNITY+ EINSTEIN MEDLEY",MILLWRIGHT,200HO12118,LEITE IMPORTADO,2022-11-01,88.31,2022-08-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO12118,2866,935,951,1194,51,0.05,64,0.06,115,81,0.82,1.77,-0.17,79,6.7,1.1,2.63,1.9,2.1,6.0,5.0,3.2,0.9,,
BUSTOP 2.331 -549 99 0.50 1.46 0.45 2.7% A2A2 SUPERSIRE DORCY,BUSTOP,200HO10189,HOLANDÊS PRETO E BRANCO,2022-12-01,26.97,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10189,2326,266,281,-528,1,0.06,30,0.18,31,99,0.51,1.46,0.42,95,2.0,0.6,2.71,2.7,2.1,5.6,4.6,1.4,-0.4,,
HIGH OCTANE 2.134 1.087 99 2.44 2.16 0.64 2.8% SHOWTIME MCCUTCHEN OBSERVER,HIGH OCTANE,200HO10363,LEITE IMPORTADO,2022-12-01,96.75,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10363,2129,-156,-163,1123,15,-0.07,8,-0.12,23,99,2.49,2.15,0.73,99,-1.4,-2.2,2.86,2.8,2.8,8.3,7.7,-2.2,-1.2,,
ORION 2.561 1.337 99 1.88 1.97 0.24 2.0% SHOWTIME KINGBOY MOGUL,ORION,200HO10457,LEITE IMPORTADO,2022-12-01,80.92,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10457,2563,512,509,1313,27,-0.05,45,-0.02,72,99,1.88,1.95,0.26,98,3.5,0.4,2.79,2.0,2.5,5.9,5.4,1.4,1.9,,
COPIOUS 2.472 1.933 99 1.39 1.08 0.13 2.0% BOMBERO MORGAN,COPIOUS,200HO10573,HOLANDÊS PRETO E BRANCO,2022-12-01,58.17,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10573,2470,436,427,1958,46,-0.05,30,-0.15,76,99,1.37,1.08,0.16,93,2.5,-0.4,3.07,2.0,1.9,7.4,5.1,0.2,0.7,,
DARE 2.547 898 92 1.31 1.16 1.10 2.2% ROBOTREADY SILVER DAY,DARE,200HO10653,HOLANDÊS PRETO E BRANCO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10653,2517,478,485,850,30,0.01,62,0.1,92,93,1.34,1.19,1.08,88,2.1,-2.2,2.77,2.2,2.4,6.7,6.4,-2.0,-0.1,,
LAUDERDALE 2.496 452 93 0.72 1.15 0.31 2.1% A2A2 DRAFTPICK BOMBERO,LAUDERDALE,200HO10814,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10814,2484,488,501,421,30,0.06,42,0.09,72,93,0.72,1.19,0.33,90,2.6,0.1,2.83,2.1,2.2,6.4,5.5,1.1,0.6,,
TRAMWAY 2.399 -264 94 0.82 1.09 1.37 1.9% A2A2 MODESTY LOTTOMAX,TRAMWAY,200HO10822,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10822,2422,419,433,-168,20,0.09,27,0.12,47,95,0.92,1.17,1.24,85,3.0,1.6,2.99,1.9,2.9,5.4,6.0,2.4,0.9,,
KIPPER 2.088 736 94 2.76 1.92 0.18 3.1% SHOWTIME / IMMUNITY+ HIGH OCTANE 5G,KIPPER,200HO10827,LEITE IMPORTADO,2022-12-01,37.53,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10827,2083,-179,-183,757,18,-0.02,9,-0.07,27,94,2.76,1.91,0.17,90,-2.5,-3.1,3.05,3.1,2.8,7.7,6.5,-3.5,-2.2,,
CAYDEN 2.597 178 93 1.19 1.22 1.12 2.1% ROBOTREADY AFTERBURNER COMMANDER,CAYDEN,200HO10831,HOLANDÊS PRETO E BRANCO,2022-12-01,42.22,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10831,2610,568,596,235,45,0.13,41,0.11,86,94,1.2,1.23,1.15,90,2.3,0.2,2.69,2.1,2.1,5.9,5.0,0.1,1.2,,
"TOPNOTCH 2.447 571 98 1.01 1.52 -0,4 2.1% SEMEXX / IMMUNITY+ JEDI LOTTOMAX",TOPNOTCH,200HO10864,LEITE IMPORTADO,2022-12-01,77.4,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10864,2421,434,448,559,33,0.05,11,-0.04,44,98,0.96,1.47,-0.46,96,4.3,1.0,2.75,2.1,1.9,6.5,4.7,2.9,-1.6,,
SECURE 2.578 656 96 1.07 1.03 0.18 2.3% MONTANA SILVER,SECURE,200HO10934,LEITE IMPORTADO,2022-12-01,77.4,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10934,2544,488,495,583,24,0.02,72,0.17,96,96,1.04,0.99,0.11,87,2.0,0.3,2.85,2.3,2.8,5.9,5.3,1.6,1.9,,
"POSITIVE 2.751 993 99 1.22 1.94 -0,2 2.2% A2A2 DUKE RUBICON",POSITIVE,200HO10955,LEITE IMPORTADO,2022-12-01,252.14,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10955,2766,738,748,991,49,0.06,114,0.26,163,99,1.47,1.97,0.19,99,1.4,-3.3,3.03,2.2,1.8,5.3,5.4,-3.8,-0.6,,
CINNAMON 2.549 266 91 0.12 1.80 0.26 2.3% IMMUNITY+ ALLTIME YODER,CINNAMON,200HO10981,HOLANDÊS PRETO E BRANCO,2022-12-01,42.22,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO10981,2540,477,490,255,23,0.05,34,0.09,57,90,0.15,1.8,0.3,84,2.5,2.4,2.77,2.3,2.6,5.7,4.6,4.0,4.3,,
"GRADUAL 2.163 177 97 0.56 0.89 -0,81 2.0% A2A2 JEDI GREENWAY",GRADUAL,200HO11013,LEITE IMPORTADO,2022-12-01,26.97,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11013,2160,197,207,196,14,0.03,-10,-0.06,4,97,0.56,0.92,-0.8,94,2.4,1.1,2.72,2.0,2.0,6.5,5.2,1.9,-1.6,,
PROSPEROUS 2.734 1.562 98 1.77 1.96 0.41 2.3% IMMUNITY+ MAGNUS SUPERSHOT,PROSPEROUS,200HO11043,LEITE IMPORTADO,2022-12-01,125.48,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11043,2757,673,691,1572,62,0.04,67,0.02,129,98,1.87,2.03,0.34,96,3.5,-3.2,2.54,2.3,2.7,6.5,7.7,-3.2,-1.3,,
PAVLOV 2.638 319 94 1.52 1.18 0.25 2.0% GRANITE RUBICON,PAVLOV,200HO11044,LEITE IMPORTADO,2022-12-01,53.95,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11044,2630,587,594,329,30,0.07,76,0.22,106,95,1.51,1.18,0.24,91,2.2,0.9,3.2,2.0,2.0,5.8,4.1,1.5,2.4,,
MAURICE 2.693 1.406 99 0.97 1.38 0.28 1.8% A2A2 / SEMEXX EUGENIO PROFIT,MAURICE,200HO11058,LEITE IMPORTADO,2022-12-01,59.81,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11058,2648,692,692,1352,42,0.0,57,0.02,99,99,0.96,1.46,0.24,96,3.4,-0.2,3.0,1.8,1.7,5.6,3.2,-0.3,0.8,,
MOOSE 2.689 644 91 1.44 1.26 0.59 2.4% ROBOTREADY / IMMUNITY+ EUGENIO PROFIT,MOOSE,200HO11059,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11059,2654,578,584,626,32,0.04,72,0.17,104,91,1.49,1.26,0.65,87,1.9,0.4,3.06,2.4,1.9,6.3,4.0,0.4,1.3,,
SWINGMAN-RED 2.536 667 95 1.48 1.43 0.95 1.7% SEMEXX / IMMUNITY+ APPRENTICE DELTA,SWINGMAN-RED,200HO11091,HOLANDÊS VERMELHO E BRANCO,2022-12-01,192.33,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11091,2498,559,564,696,16,-0.02,31,0.01,47,96,1.48,1.21,0.86,95,6.0,0.1,2.62,1.8,1.8,5.6,4.5,0.9,0.6,,
"HEISENBERG 2.511 349 91 0.64 1.17 -1,73 2.5% FORTUNE JEDI",HEISENBERG,200HO11100,LEITE IMPORTADO,2022-12-01,58.17,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11100,2527,502,520,371,25,0.05,36,0.08,61,90,0.65,1.16,-1.78,85,3.9,2.5,2.53,2.5,2.0,6.0,4.2,3.6,0.9,,
"RUSS-PP-RED 2.181 426 95 1.22 1.84 -0,52 3.0% MOCHO HOMOZIGOTO / A2A2 LOYOLA-P SUPERSHOT",RUSS-PP-RED,200HO11126,HOLANDÊS VERMELHO E BRANCO,2022-12-01,77.4,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11126,2203,109,119,463,31,0.06,2,-0.06,33,95,1.47,1.73,0.33,92,1.0,-2.5,2.96,3.0,2.6,6.1,6.1,-1.6,0.7,,
SPOTIFY 2.747 1.749 83 1.28 0.38 0.72 2.0% GENOMAX GRANITE PROFIT,SPOTIFY,200HO11146,LEITE IMPORTADO,2022-12-01,58.17,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11146,2709,759,759,1778,55,0.0,69,0.0,124,83,1.15,0.33,0.68,82,3.8,-0.5,3.05,1.9,1.8,5.8,4.5,0.6,3.4,,
REDROCK 2.650 1.237 94 0.74 1.77 0.43 1.8% MODESTY DELTA,REDROCK,200HO11172,LEITE IMPORTADO,2022-12-01,25.8,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11172,2656,782,779,1302,41,0.0,67,0.06,108,95,0.76,1.82,0.42,91,3.2,-0.4,3.19,1.8,2.0,4.8,4.8,0.6,-0.3,,
POPSTAR 2.747 1.394 95 0.96 1.42 0.28 2.3% ROBOTREADY / FERTILITY IMAX DELCO,POPSTAR,200HO11196,LEITE IMPORTADO,2022-12-01,59.81,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11196,2708,715,719,1378,47,0.01,75,0.08,122,97,1.05,1.45,0.16,94,3.8,-0.4,2.96,2.2,2.2,6.0,5.4,0.4,1.4,,
"MIGGY 2.516 436 82 0.69 1.39 -0,73 2.3% GENOMAX FORTUNE MODESTY",MIGGY,200HO11216,LEITE IMPORTADO,2022-12-01,42.22,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11216,2508,510,517,451,21,0.02,44,0.09,65,82,0.63,1.28,-0.9,80,3.8,1.9,2.88,2.3,1.8,5.5,4.5,2.3,-0.4,,
"OPTION 2.614 406 86 0.51 0.80 -0,48 2.4% GENOMAX FORTUNE DELTA",OPTION,200HO11231,LEITE IMPORTADO,2022-12-01,35.18,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11231,2622,646,660,572,33,0.05,62,0.14,95,92,0.47,0.75,-0.77,85,3.9,1.6,2.76,2.4,2.0,6.8,5.3,2.5,0.6,,
"SHARKNADO 2.537 172 82 0.83 1.32 -1,02 1.9% GENOMAX FORTUNE SPRING",SHARKNADO,200HO11233,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11233,2530,519,536,201,22,0.06,49,0.15,71,82,0.64,1.21,-1.22,81,3.1,1.5,2.63,1.9,1.8,5.4,4.4,2.3,1.6,,
"PAVAROTTI 2.611 1.111 82 0.83 1.09 -0,25 2.6% GENOMAX / A2A2 FRAZZLED SILVER",PAVAROTTI,200HO11242,LEITE IMPORTADO,2022-12-01,53.95,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11242,2594,632,642,1083,40,0.02,58,0.06,98,82,0.79,1.04,-0.27,81,4.0,-1.2,2.71,2.6,2.6,5.8,5.1,-0.4,1.8,,
"TROUBADOUR 2.553 976 88 0.50 1.00 -1,37 1.7% GENOMAX / A2A2 FORTUNE JEDI",TROUBADOUR,200HO11254,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11254,2555,588,599,1003,42,0.04,48,0.03,90,90,0.51,0.97,-1.43,83,3.2,0.9,2.79,1.7,1.5,5.8,3.9,1.5,-1.7,,
"FLETCHER 2.723 1.275 82 0.98 1.29 -0,1 2.2% GENOMAX IMAX JEDI",FLETCHER,200HO11257,HOLANDÊS PRETO E BRANCO,2022-12-01,53.95,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11257,2705,778,785,1257,50,0.04,75,0.09,125,83,0.99,1.3,-0.15,81,3.8,-1.1,2.98,2.2,2.0,5.8,5.7,0.4,1.0,,
"DISCJOCKEY 2.485 -542 97 1.80 2.55 -0,08 2.9% SHOWTIME / SEMEXX FORTUNE MONTEREY",DISCJOCKEY,200HO11287,HOLANDÊS PRETO E BRANCO,2022-12-01,93.82,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11287,2445,193,217,-697,15,0.13,18,0.16,33,98,1.84,2.52,0.07,97,2.1,1.8,2.8,2.8,2.7,6.5,6.4,2.6,1.4,,
"MASTERS 2.763 943 92 0.99 1.50 -0,29 1.6% GENOMAX / ROBOTREADY / A2A2 GUARANTEE MODESTY",MASTERS,200HO11296,LEITE IMPORTADO,2022-12-01,58.17,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11296,2704,793,804,819,35,0.03,62,0.11,97,96,0.84,1.37,-0.46,83,4.9,0.9,2.72,1.6,1.2,4.6,3.8,2.5,0.8,,
"EMERALD 2.676 1.245 97 0.87 1.58 -0,54 2.5% SEMEXX FORTUNE RUBICON",EMERALD,200HO11318,HOLANDÊS PRETO E BRANCO,2022-12-01,96.16,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11318,2632,686,691,1320,44,0.01,35,-0.05,79,98,0.7,1.59,-0.81,97,4.2,1.4,2.87,2.6,1.7,5.4,3.2,2.5,1.5,,
"MUSEUM 2.561 -104 81 0.88 1.55 -0,92 2.1% GENOMAX / IMMUNITY+ FORTUNE JEDI",MUSEUM,200HO11331,LEITE IMPORTADO,2022-12-01,35.18,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11331,2574,536,558,-70,25,0.1,39,0.15,64,81,0.87,1.5,-1.01,80,4.1,2.9,2.69,2.1,1.7,6.1,5.0,3.9,-0.3,,
"MARTINI 2.425 8 93 0.89 1.31 -0,61 2.1% IMMUNITY+ FORTUNE DELTA",MARTINI,200HO11334,LEITE IMPORTADO,2022-12-01,90.3,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11334,2417,379,388,-69,11,0.05,31,0.12,42,96,0.87,1.21,-0.53,88,2.8,2.9,2.94,2.1,1.3,5.2,3.6,4.1,0.8,,
"FORTYNINER 2.709 1.319 82 1.18 0.86 -0,71 2.3% GENOMAX PROPHECY JEDI",FORTYNINER,200HO11347,LEITE IMPORTADO,2022-12-01,58.17,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11347,2680,739,749,1297,53,0.04,67,0.06,120,83,1.17,0.85,-0.76,81,3.5,-0.9,2.91,2.3,2.1,6.1,5.2,1.1,2.3,,
"MONET 2.759 1.321 84 0.49 1.01 -0,46 2.2% GENOMAX GUARANTEE JEDI",MONET,200HO11360,LEITE IMPORTADO,2022-12-01,42.22,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11360,2743,866,881,1303,51,0.04,74,0.08,125,88,0.37,0.94,-0.53,81,5.1,-0.9,2.56,2.3,2.0,5.3,4.4,0.4,-0.6,,
"ICEBREAKER 2.797 1.133 87 0.53 0.81 -0,51 2.3% GENOMAX / FERTILITY / A2A2 / IMMUNITY+ GUARANTEE MODESTY",ICEBREAKER,200HO11380,LEITE IMPORTADO,2022-12-01,51.6,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11380,2815,933,946,1248,60,0.07,86,0.13,146,92,0.38,0.7,-0.63,81,3.7,0.6,2.98,2.3,1.8,4.7,4.3,2.6,2.2,,
"BLIZZARD 2.662 79 93 1.46 2.40 -0,29 2.2% SEMEXX / IMMUNITY+ TOPNOTCH DENVER",BLIZZARD,200HO11387,HOLANDÊS PRETO E BRANCO,2022-12-01,80.92,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11387,2707,596,621,91,30,0.1,81,0.28,111,97,1.55,2.31,-0.33,95,2.8,0.0,2.57,2.2,1.8,6.6,4.9,1.1,-0.9,,
"PANAMERA 2.695 903 90 0.48 0.56 -0,09 2.6% GENOMAX / ROBOTREADY OUTLAST YODER",PANAMERA,200HO11395,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11395,2764,773,785,1033,41,0.03,87,0.16,128,93,0.57,0.55,0.12,86,4.6,0.8,2.67,2.6,2.1,5.3,4.7,1.0,0.3,,
"MALABAR 2.550 809 82 -0,09 0.72 -1,47 1.8% GENOMAX FORTUNE JEDI",MALABAR,200HO11399,LEITE IMPORTADO,2022-12-01,58.17,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11399,2553,615,629,841,41,0.05,45,0.04,86,82,-0.15,0.62,-1.59,80,4.1,1.4,2.72,1.8,1.8,5.6,4.5,3.3,0.1,,
IMMERSION 2.626 661 82 1.14 1.49 0.03 2.1% GENOMAX MAVERICK MODESTY,IMMERSION,200HO11415,LEITE IMPORTADO,2022-12-01,58.17,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11415,2618,634,643,649,31,0.04,48,0.08,79,82,1.13,1.45,0.1,80,3.6,1.1,2.86,2.1,2.1,5.5,4.8,3.1,2.0,,
TOPONYM 2.518 280 82 0.64 1.54 0.27 1.6% GENOMAX / SEMEXX / IMMUNITY+ TOPNOTCH MODESTY,TOPONYM,200HO11431,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11431,2503,524,536,291,21,0.04,4,-0.03,25,82,0.59,1.51,0.2,80,6.0,3.2,2.72,1.6,1.6,5.5,4.2,4.7,1.8,,
SHERPA 2.777 784 86 1.10 1.68 0.43 2.1% GENOMAX / GRAZINGPRO / A2A2 / FERTILITY / IMMUNITY+ PERSEUS SPRING,SHERPA,200HO11458,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11458,2685,661,683,605,41,0.08,34,0.04,75,95,1.08,1.7,0.47,81,4.8,1.2,2.56,2.2,2.2,6.6,5.5,2.7,2.5,,
"JAMBOREE 2.721 1.412 82 1.66 1.99 -0,59 2.7% GENOMAX JEFRI DUKE",JAMBOREE,200HO11522,LEITE IMPORTADO,2022-12-01,42.22,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11522,2738,614,628,1482,57,0.04,53,-0.01,110,82,1.65,1.97,-0.62,80,3.4,-0.2,2.62,2.7,2.3,6.5,5.4,1.1,1.5,,
"RIGHTANGLE 2.703 1.030 82 1.44 2.46 -0,01 2.5% GENOMAX / FERTILITY / IMMUNITY+ CHALLENGER DELTA",RIGHTANGLE,200HO11547,LEITE IMPORTADO,2022-12-01,59.81,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11547,2719,676,685,1100,39,0.02,63,0.07,102,84,1.44,2.48,0.05,81,3.7,0.2,2.72,2.6,2.2,6.5,5.3,0.5,-1.6,,
FLAWLESS 2.732 888 82 1.01 1.67 0.00 1.9% GENOMAX MARIUS MAGNUS,FLAWLESS,200HO11551,HOLANDÊS PRETO E BRANCO,2022-12-01,53.95,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11551,2733,794,812,935,49,0.07,77,0.14,126,82,0.95,1.61,-0.13,80,3.4,-1.5,2.65,1.9,1.9,6.0,5.5,-1.0,-1.3,,
INTERVIEW 2.773 1.257 82 1.06 1.83 0.25 1.5% GENOMAX / IMMUNITY+ MARIUS MODESTY,INTERVIEW,200HO11555,LEITE IMPORTADO,2022-12-01,68.02,2022-12-01,https://bullsearch.altagenetics.com/brasil/BS/Bull/200HO11555,2764,827,837,1358,57,0.05,73,0.07,130,82,1.01,1.76,0.2,80,3.2,-1.6,2.92,1.5,1.8,5.2,4.9,-0.8,-1.3,,
