nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
RECREIO P03 LADINO MJR LEAGUE BRIGADIER,182439,2014,,V,PO,13387,,1,23,"-0,48","0,43",14,"7,59","0,43",18,"-0,89","0,20",79,14,"0,13",48,"0,15",39,"0,10",60,"0,11",41,"-0,08",27,,24,1,23,"5,74","0,35",25,"13,33",19,"0,23",25,"0,17",33,"0,16",42,"0,14",33,"-0,09",24,"-0,44","0,38",94,"17,61",31
SÃO XAVIER 1825 JAGÜEL TE,184890,2014,,P,PO,508,,1,21,"1,19","0,47",94,"3,45","0,52",56,"0,91","0,21",39,1,"0,12",51,"-0,02",84,"0,11",54,"0,23",14,"-0,00",57,,55,1,16,"8,58","0,42",10,"12,03",25,"0,16",45,"-0,00",80,"0,13",53,"0,24",14,"-0,01",54,"0,38","0,50",46,"17,60",31
QUAKER HILL DEACON 5EX6 DEACON,IA1888,2015,,P,IA,22520,G,5,40,"1,22","0,44",95,"7,19","0,52",21,"1,17","0,04",33,1,"0,06",72,"-0,02",85,"-0,03",89,"0,20",18,"0,09",90,,34,5,35,"5,07","0,38",31,"12,26",24,"0,07",69,"-0,14",98,"-0,08",95,"0,22",17,"0,11",90,"1,45","0,47",2,"17,53",31
SOLÉ 1314 IRON MOUNTAIN,201647,2016,,P,PO,11430,,1,70,,,,"8,03","0,52",15,,,,,"0,18",32,"0,19",29,"0,17",32,"0,18",22,"-0,01",53,,19,1,66,"3,45","0,41",46,"11,48",27,"0,13",53,"0,12",45,"0,14",50,"0,18",24,"-0,05",39,"0,70","0,47",24,"17,50",31
S2 BAR EXT 9083 BLACK WATCH,133478,2009,,P,PO,6667,,1,42,"-0,19","0,31",25,"5,94","0,49",31,"0,30","0,16",52,3,"0,22",20,"0,21",23,"0,19",28,"0,23",14,"-0,12",14,,26,1,18,"3,83","0,35",43,"9,77",36,"0,21",29,"0,18",31,"0,19",35,"0,18",24,"-0,10",22,"0,51","0,46",36,"17,50",31
SANTA EULÁLIA NET WORTH TE1352 MANDRAKE,204162,2016,,P,PO,95,P,3,52,"0,06","0,32",40,"7,55","0,47",18,,,,,"0,17",34,"0,15",39,"0,27",11,"0,10",42,"-0,02",50,,21,2,48,"4,02","0,38",40,"11,57",27,"0,18",38,"0,14",40,"0,28",14,"0,10",42,"-0,02",52,"0,33","0,34",50,"17,48",31
DAMERON C-5 AMERICAN CLASSIC CLASSIC,IA1612,2012,,P,IA,16477,,17,85,"0,14","0,59",46,"4,51","0,63",44,"2,94","0,18",8,34,"0,14",46,"0,14",43,"0,17",33,"0,09",45,"0,08",88,,45,15,56,"7,03","0,46",16,"11,54",27,"0,18",37,"0,15",38,"0,24",23,"0,13",35,"0,05",77,"0,32","0,52",51,"17,38",31
CONNEALY CONFIDENCE PLUS,IA1729,2013,,P,IA,16477,,11,111,"0,01","0,64",36,"5,94","0,65",31,"0,05","0,14",57,26,"0,24",17,"0,32",8,"0,27",11,"0,12",38,"-0,14",9,,24,8,58,"5,49","0,47",27,"11,43",28,"0,23",25,"0,33",6,"0,28",14,"0,03",64,"-0,13",15,"-0,57","0,57",96,"17,32",32
CIA. AZUL F550 TOUAREG,255935,2006,,P,PC,8538,P,21,400,"-0,36","0,80",18,"4,57","0,81",44,"0,01","0,51",58,322,"0,16",39,"0,31",9,"0,26",12,"0,01",72,"-0,09",22,,42,17,284,"7,50","0,70",14,"12,07",25,"0,20",32,"0,43",2,"0,37",5,"0,02",66,"-0,18",8,"-0,25","0,73",88,"17,17",32
MAR RESPOND 1734,IA1073,2014,,P,IA,16477,,5,31,"0,53","0,45",71,"4,68","0,47",42,"-0,37","0,16",71,10,"0,18",31,"0,10",56,"0,03",79,"0,20",18,"-0,08",25,,39,4,20,"5,52","0,34",27,"10,21",33,"0,23",25,"0,09",56,"0,04",77,"0,21",18,"-0,08",29,"0,24","0,33",56,"17,06",32
RECONQUISTA TE2344 VAMP CANDELERO M.BEEF,181404,2014,,P,PO,155,,2,41,"0,08","0,45",41,"5,39","0,49",36,"0,34","0,31",51,12,"0,12",54,"0,15",40,"0,17",33,"0,04",62,"0,05",77,,41,1,25,"6,27","0,42",21,"11,66",27,"0,15",48,"0,14",38,"0,19",35,"0,10",41,"0,04",73,"0,52","0,41",36,"16,92",32
WERNER FLAT TOP 4136,IA1920,2014,,P,IA,23230,M,5,21,"0,13","0,43",45,"6,75","0,43",24,"1,05","0,15",37,4,"0,16",40,"0,25",16,"0,23",17,"0,13",34,"-0,16",8,,27,4,17,"5,11","0,33",30,"11,85",26,"0,14",51,"0,18",29,"0,25",21,"0,14",33,"-0,20",5,"0,29","0,37",53,"16,87",33
MANÁ DO CARUMBÉ 1860,142871,2010,,P,PO,18551,,1,140,"-0,18","0,69",25,"9,80","0,69",8,"-4,46","0,32",99,64,"0,36",4,"0,34",6,"0,33",5,"0,09",47,"0,22",99,,6,1,107,"-2,64","0,55",93,"7,16",50,"0,28",15,"0,23",20,"0,31",10,"0,04",59,"0,25",99,"0,32","0,60",50,"16,86",33
SAV RECORD HARVEST 2186,IA1426,2012,,P,IA,16477,,18,80,"2,32","0,60",99,"6,84","0,63",23,"-0,49","0,25",73,40,"0,22",21,"-0,02",84,"0,25",13,"0,20",18,"0,13",96,,21,15,56,"2,47","0,50",57,"9,31",38,"0,15",47,"-0,03",86,"0,21",29,"0,14",32,"0,12",93,"0,91","0,59",13,"16,76",33
SANTA JOANA 714,192751,2001,,P,PC,15398,,10,215,"1,22","0,71",95,"3,87","0,74",51,"1,42","0,46",28,344,"0,31",7,"0,27",14,"0,38",2,"0,24",13,"-0,19",5,,30,10,182,"4,70","0,65",34,"8,56",43,"0,23",25,"0,26",14,"0,35",7,"0,31",8,"-0,18",7,"-0,13","0,68",83,"16,67",33
SAV 004 PREDOMINANT 4438 PREDOMINANT,IA968,2004,,P,IA,23805,,17,350,"0,20","0,76",50,"4,29","0,79",46,"3,29","0,51",6,294,"0,18",32,"0,14",41,"0,10",58,"0,13",33,"0,05",79,,43,14,286,"4,28","0,70",38,"8,57",43,"0,21",28,"0,18",31,"0,16",45,"0,18",23,"0,02",66,"0,93","0,72",12,"16,66",33
RED RRAR PALERMO 20Y,IA1573,2011,,V,IA,16783,,2,39,"0,12","0,52",44,"-2,56","0,51",94,"0,02","0,13",58,30,"0,19",29,"0,16",37,"0,13",48,"-0,06",88,"-0,06",32,,84,2,31,"9,08","0,35",8,"6,52",53,"0,30",10,"0,22",20,"0,24",22,"0,01",70,"-0,07",33,"0,75","0,39",21,"16,63",34
QUIRI R0168,390377,2013,,V,PC,92,,1,53,"0,03","0,59",37,"8,51","0,59",13,"0,17","0,16",55,12,"0,22",21,"0,17",34,"0,17",34,"0,16",25,"0,01",63,,14,1,37,"2,27","0,44",59,"10,78",30,"0,19",34,"0,16",33,"0,19",34,"0,13",36,"0,07",81,"0,00","0,52",75,"16,54",34
ANGUS VALLEY TE 2354 TELLECHEA,181086,2014,,P,PO,18551,,2,67,"-0,36","0,61",19,"3,47","0,61",55,"1,96","0,25",18,21,"0,12",51,"0,06",66,"0,09",62,"0,15",28,"-0,07",28,,54,2,55,"4,69","0,48",34,"8,16",45,"0,18",37,"0,13",43,"0,17",40,"0,17",26,"-0,09",27,"1,59","0,51",1,"16,53",34
SANTA JOANA 5545,260518,2006,,P,PC,15398,,6,55,"0,73","0,60",81,"5,51","0,62",34,"-0,29","0,28",70,62,"0,11",57,"0,01",80,"0,12",50,"0,19",19,"-0,02",50,,41,4,38,"4,54","0,48",35,"10,05",34,"0,21",28,"0,10",53,"0,20",31,"0,23",16,"-0,07",32,"0,75","0,52",22,"16,52",34
Performance Qualidade de carne Adaptação SAV BRUISER 9164,IA1195,2009,,P,IA,23805,,11,116,"-0,55","0,68",11,"5,03","0,68",39,"-0,32","0,32",70,66,"0,22",20,"0,20",27,"0,17",34,"0,07",54,"-0,06",34,,32,9,71,"3,31","0,53",48,"8,35",44,"0,30",11,"0,23",18,"0,27",16,"0,08",48,"-0,10",23,"0,16","0,60",63,"16,51",34
JUQUIRY BLACK J07 GENERAL TEIC8,171405,2012,,P,PO,18553,,2,71,"0,83","0,45",85,"5,83","0,58",31,"-3,80","0,16",99,19,"0,19",30,"0,24",19,"0,17",32,"0,10",42,"-0,11",18,,29,2,62,"3,95","0,45",42,"9,78",35,"0,19",34,"0,27",13,"0,22",26,"0,07",51,"-0,12",17,"0,46","0,49",40,"16,44",34
CONNEALY IN FOCUS 4925,IA1155,2006,,P,IA,23805,,2,22,"0,41","0,34",64,"4,02","0,43",49,"1,61","0,10",24,10,"0,19",27,"0,20",28,"0,12",50,"0,23",14,"-0,09",22,,42,2,19,"4,79","0,32",33,"8,81",41,"0,18",39,"0,17",32,"0,09",64,"0,21",18,"-0,14",13,"0,81","0,32",18,"16,41",34
SAV PUREBRED 4896,IA1653,2014,,P,IA,22588,,8,76,"0,05","0,59",39,"3,57","0,59",54,"3,57","0,26",4,22,"0,30",8,"0,08",61,"0,20",25,"0,08",50,"-0,07",27,,35,6,18,"1,86","0,42",63,"5,43",59,"0,22",26,"-0,01",83,"0,14",51,"0,05",58,"-0,10",23,"1,29","0,45",4,"16,28",35
SÃO XAVIER 2640 TOUR OF DUTY,223785,2018,,P,PO,508,,1,46,"-0,23","0,55",24,"5,29","0,54",36,,,,,"0,21",22,"0,10",54,"0,16",37,"0,08",49,"-0,16",8,,31,1,31,"3,87","0,40",43,"9,17",39,"0,21",29,"0,07",62,"0,13",53,"0,07",50,"-0,13",14,"0,36","0,48",48,"16,27",35
JUQUIRY RED 9544 8712TQ,418530,2017,,V,PC,18553,,1,27,"0,24","0,38",52,"8,08","0,37",15,,,,,"0,17",34,"0,25",17,"0,13",45,"0,12",37,"0,05",78,,19,,0,"3,19","0,21",49,"11,26",29,"0,15",46,"0,20",26,"0,12",55,"0,09",46,"0,06",80,"0,19","0,26",62,"16,26",35
COLEMAN VENTURE VENTURE,IA1791,2014,,P,IA,22488,,3,39,"-0,46","0,53",14,"7,19","0,53",21,"1,38","0,17",29,19,"0,17",35,"0,31",8,"0,10",57,"-0,02",80,"-0,09",22,,23,3,36,"3,29","0,41",48,"10,48",32,"0,12",55,"0,25",16,"0,10",63,"-0,08",89,"-0,13",15,"0,68","0,45",25,"16,21",35
S A V RENOVATION 6822,IA2037,2016,,P,IA,22588,,6,106,"0,49","0,63",68,"3,54","0,64",54,,,,,"0,25",16,"0,13",44,"0,28",10,"0,03",65,"-0,04",42,,40,4,86,"3,62","0,53",45,"7,16",50,"0,27",16,"0,15",37,"0,31",10,"0,00",72,"-0,09",27,"0,47","0,60",39,"16,16",35
RED NORTHLINE BREAKER 28S BREAKER,IA1164,2006,,V,IA,23805,,5,113,"0,78","0,68",83,"6,47","0,68",26,"3,04","0,32",7,123,"0,19",29,"0,16",37,"0,17",31,"0,20",18,"0,08",87,,26,2,89,"1,82","0,54",63,"8,29",44,"0,15",47,"0,07",63,"0,16",44,"0,23",16,"0,05",77,"1,27","0,62",4,"16,02",35
EPV RED WATCH 1701 CHIVAS,181703,2014,,V,PO,10791,P,7,101,"0,82","0,64",84,"5,32","0,67",36,"-1,29","0,18",85,9,"0,20",26,"0,28",13,"0,25",15,"0,11",40,"-0,06",31,,32,4,55,"4,24","0,49",38,"9,56",37,"0,18",39,"0,24",17,"0,24",22,"0,09",45,"-0,08",28,"0,37","0,53",46,"16,01",35
COCKBURN RIBEYE 308U,IA1304,2008,,V,IA,17737,,5,75,"0,54","0,56",71,"6,63","0,59",25,"-0,91","0,17",79,39,"0,14",43,"-0,29",99,"0,08",64,"0,38",3,"0,30",99,,29,5,62,"2,06","0,46",61,"8,68",42,"0,19",35,"-0,32",99,"0,16",45,"0,40",3,"0,25",99,"1,16","0,46",6,"16,01",36
UMBU 2516 TRAVELER,181257,2014,,P,PO,99,,1,119,"0,01","0,70",36,"1,16","0,68",75,"0,16","0,25",56,20,"0,12",50,"0,13",45,"0,09",61,"-0,02",80,"-0,02",48,,70,1,75,"7,17","0,53",16,"8,33",44,"0,28",15,"0,20",24,"0,19",33,"0,00",73,"-0,01",54,"0,55","0,59",33,"15,99",36
TAMANDUÁ TE11 CARRASCO LIDER TE37,146375,2010,,P,PO,16005,,1,21,"-0,02","0,38",34,"7,58","0,41",18,"0,21","0,19",54,9,"0,25",16,"0,31",8,"0,29",8,"-0,02",79,"0,02",67,,16,1,1,"1,55","0,28",65,"9,12",39,"0,20",32,"0,31",9,"0,31",10,"-0,02",79,"0,04",74,"0,25","0,33",56,"15,98",36
DOS TAPES BW306,182595,2014,,P,PO,5949,,1,42,"-0,08","0,33",32,"5,39","0,48",35,"1,22","0,16",32,10,"0,26",13,"0,13",45,"0,19",26,"0,06",55,"-0,04",41,,26,1,40,"2,42","0,39",58,"7,81",47,"0,27",17,"0,09",54,"0,17",40,"0,04",61,"-0,01",52,"0,11","0,46",68,"15,92",36
BYERGO BLACK MAGIC 3348 BLACK MAGIC,IA1985,2013,,P,IA,23499,A,6,25,"0,49","0,43",69,"6,06","0,44",30,,,,,"0,08",66,"-0,28",99,"0,01",83,"0,25",12,"0,01",61,,40,5,15,"4,27","0,29",38,"10,33",32,"0,09",65,"-0,31",99,"0,01",83,"0,28",10,"-0,00",57,"1,41","0,31",2,"15,89",36
SAV NET WORTH 4200,IA911,2004,,P,IA,23805,,109,2967,"0,85","0,90",85,"4,99","0,91",40,"1,41","0,78",28,2808,"0,22",20,"0,15",39,"0,24",15,"0,17",25,"0,03",70,,32,94,2316,"3,06","0,87",51,"8,05",46,"0,22",27,"0,11",49,"0,25",20,"0,16",28,"0,05",75,"0,56","0,89",33,"15,86",36
EXAR RESISTOL 3710BB,IA1642,2013,,P,IA,15614,,4,34,"-0,13","0,50",28,"4,60","0,53",43,"2,53","0,12",12,3,"0,06",72,"-0,10",96,"-0,02",88,"0,10",43,"0,02",65,,52,3,23,"3,76","0,38",44,"8,36",44,"0,10",63,"-0,06",91,"-0,02",88,"0,13",34,"-0,00",58,"2,25","0,41",1,"15,82",36
SÃO XAVIER 2729 LAPACHO,224630,2019,,V,PO,508,T,2,26,"-0,87","0,51",6,"5,05","0,50",39,,,,,"0,21",22,"0,39",3,"0,24",16,"0,06",57,"-0,06",35,,33,,0,"4,39","0,29",37,"9,44",37,"0,25",20,"0,35",5,"0,33",9,"0,07",51,"-0,10",21,"-0,28","0,35",89,"15,74",37
HALL BIG TOP 840,IA2151,2018,,P,IA,26238,,1,20,"0,91","0,42",87,"5,35","0,40",36,,,,,"0,25",15,"0,17",34,"0,11",55,"0,07",53,"-0,07",30,,27,1,8,"2,35","0,25",59,"7,70",47,"0,22",28,"0,09",57,"0,10",62,"0,09",46,"-0,05",38,"0,51","0,20",36,"15,68",37
LEACHMAN MAJOR LEAGUE A502M,IA762,2002,,V,IA,23805,,25,382,"-0,24","0,78",23,"6,54","0,79",26,"-0,22","0,52",63,250,"0,07",67,"0,06",65,"0,04",75,"0,12",35,"-0,00",57,,37,19,271,"5,83","0,69",24,"12,37",23,"0,16",44,"0,07",61,"0,11",61,"0,19",23,"-0,02",48,"-0,02","0,71",76,"15,67",37
BC CLASSIC 385-7,IA1213,2007,,P,IA,27153,M,8,36,"0,17","0,52",48,"6,10","0,51",29,"1,63","0,12",24,23,"0,21",23,"0,25",18,"0,21",21,"0,06",57,"-0,02",49,,26,6,26,"3,33","0,35",48,"9,43",38,"0,19",36,"0,29",10,"0,19",35,"0,03",65,"-0,06",35,"0,21","0,42",59,"15,66",37
REDBAR RED LABEL A134 DOSE DUPLA,348547,2011,,V,PC,9271,A,3,54,"-0,26","0,56",22,"4,85","0,55",41,"1,77","0,19",21,31,"0,17",34,"0,24",18,"0,25",13,"0,19",20,"-0,15",9,,38,2,53,"5,37","0,45",28,"10,22",33,"0,18",38,"0,24",18,"0,31",10,"0,18",23,"-0,12",15,"0,07","0,47",71,"15,64",37
CONNEALY FINAL SOLUTION,IA1610,2009,,P,IA,13096,,2,32,,,,"6,72","0,37",24,"0,75","0,11",43,13,"0,12",54,"0,01",81,"0,08",64,"0,17",24,"-0,02",48,,31,1,19,"4,25","0,25",38,"10,97",30,"0,13",52,"0,01",79,"0,03",79,"0,20",19,,,"0,45","0,32",41,"15,45",38
EF PRESIDIO 9001,IA1327,2009,,P,IA,17737,,3,21,"-0,80","0,36",7,"4,87","0,41",41,"1,20","0,04",33,5,"0,25",15,"0,16",37,"0,20",24,"0,12",38,"-0,14",11,,29,3,20,"3,51","0,29",46,"8,38",44,"0,24",23,"0,17",32,"0,20",31,"0,13",35,"-0,17",9,"-0,15","0,36",84,"15,27",38
SAV RADIANCE 0801,IA1438,2010,,P,IA,16783,,6,51,"-0,16","0,56",26,"6,06","0,57",30,"2,81","0,24",9,31,"0,17",37,"0,12",48,"0,11",54,"0,18",21,"0,04",73,,30,5,30,"3,06","0,43",51,"9,12",39,"0,18",39,"0,04",70,"0,11",59,"0,17",26,"0,07",82,"0,56","0,44",33,"15,22",38
JUQUIRY RED 8038 9026,387509,2014,,V,PC,18553,,1,38,"0,89","0,46",86,"6,80","0,50",23,"-1,08","0,11",82,2,"0,17",34,"0,20",27,"0,19",25,"0,11",40,"0,06",81,,25,1,33,"1,13","0,38",69,"7,93",46,"0,16",43,"0,15",38,"0,19",34,"0,11",39,"0,06",81,"1,17","0,37",6,"15,19",38
LAS LILAS 1931 LIDER MAX ARAFAT,IA1143,2008,,P,IA,23805,,6,83,"0,02","0,64",36,"4,65","0,65",43,"1,70","0,27",23,47,"0,19",28,"0,32",8,"0,12",52,"0,07",52,"0,04",75,,37,5,74,"4,23","0,54",38,"8,89",41,"0,22",26,"0,32",7,"0,17",41,"0,08",48,"-0,02",48,"0,05","0,59",72,"15,15",38
BIG MAC TRAVELER 2033 TELLECHEA BIG RED,191492,2015,,V,PO,18551,R,6,66,"1,03","0,59",91,"-2,75","0,57",95,,,,,"0,33",6,"0,32",8,"0,30",7,"0,21",16,"0,17",98,,74,4,30,"6,43","0,37",20,"3,68",68,"0,37",5,"0,36",4,"0,41",3,"0,21",18,"0,15",95,"0,06","0,39",72,"15,12",39
GAP 6131,211020,2017,,V,PO,2555,M,1,24,"0,92","0,52",88,"4,04","0,51",49,,,,,"0,12",52,"0,18",32,"0,04",76,"0,08",50,"0,21",99,,50,1,4,"5,68","0,35",25,"9,72",36,"0,14",50,"0,19",27,"0,09",64,"0,07",51,"0,20",99,"0,64","0,43",28,"15,10",39
9 MILE ENTERPRISE 8180,IA2110,2018,,V,IA,23758,,3,65,"-0,88","0,49",5,"4,38","0,49",45,,,,,"0,19",30,"0,44",2,"0,23",17,"-0,15",97,"0,03",70,,40,2,17,"1,73","0,28",64,"6,11",55,"0,21",29,"0,40",3,"0,29",12,"-0,13",95,"0,04",72,"1,40","0,31",3,"15,07",39
CASAMU 7824 LIHUEN ROLLIZO ARECUTRÁN,IA1752,2008,,V,IA,22230,,7,42,"0,17","0,45",48,"2,98","0,52",60,"0,85","0,08",41,5,"0,20",27,"0,25",17,"0,27",10,"-0,01",78,"-0,08",27,,49,5,33,"4,65","0,39",34,"7,63",48,"0,26",19,"0,31",8,"0,30",12,"0,06",54,"-0,10",22,"0,22","0,43",58,"15,07",39
SAV ABUNDANCE 6117,IA1887,2016,,P,IA,22588,,1,49,"-0,49","0,46",13,"3,74","0,46",52,,,,,"0,29",9,"0,35",5,"0,36",3,"0,05",59,"-0,05",36,,34,1,47,"2,58","0,36",56,"6,32",54,"0,28",14,"0,29",10,"0,36",6,"0,05",58,"-0,08",30,"0,10","0,39",69,"15,05",39
BENJAMIN 1547 ZORZAL LIDER CONDOR,IA1106,2005,,P,IA,26294,,6,87,"0,86","0,59",86,"6,20","0,66",28,"-2,57","0,39",96,144,"0,22",20,"0,25",16,"0,21",23,"0,06",55,"0,16",98,,24,6,77,"2,25","0,56",59,"8,44",43,"0,14",50,"0,17",31,"0,14",49,"0,03",65,"0,15",96,"0,63","0,60",28,"15,04",39
GAP 3677-2937 EXTRA,135443,2009,,P,PO,2555,,2,273,"0,05","0,78",39,"5,27","0,77",37,"-4,49","0,42",99,158,"0,10",58,"0,07",64,"0,03",80,"-0,10",93,"-0,05",37,,43,2,191,"4,27","0,64",38,"9,55",37,"0,14",51,"0,13",43,"0,01",82,"-0,09",92,"-0,09",25,"0,89","0,70",15,"15,01",39
DON MIGUEL DESAFIO 2135 NW TE DESAFIO,IA1349,2010,,P,IA,10379,,3,37,"0,25","0,33",53,"4,56","0,44",44,"2,01","0,19",17,7,"0,25",15,"0,27",14,"0,24",16,"0,07",52,"0,01",64,,32,3,27,"1,83","0,35",63,"6,38",53,"0,26",19,"0,24",17,"0,26",19,"0,06",55,"0,01",62,"0,47","0,42",39,"14,96",39
CIA.AZUL 1118 F.ANSWER ZORZAL WOLF,138031,2009,,P,PO,8538,P,10,340,"-0,54","0,77",11,"4,28","0,79",46,"2,56","0,43",11,147,"0,17",34,"0,16",36,"0,16",35,"0,07",53,"-0,10",18,,43,9,254,"2,57","0,68",56,"6,85",51,"0,13",52,"0,12",45,"0,17",41,"0,01",69,"-0,15",11,"1,55","0,71",2,"14,88",39
QUIRÍ N18,73396,1994,,V,PC,92,,10,326,"1,28","0,77",96,"2,26","0,80",67,"1,55","0,56",25,327,"0,12",53,"0,09",58,"0,17",31,"0,11",39,"0,12",94,,63,8,214,"7,19","0,70",15,"9,45",37,"0,17",40,"0,19",27,"0,30",12,"0,10",42,"0,12",93,"0,36","0,71",48,"14,86",39
SANTA JOANA 2262 NADAL,398965,2015,,V,PC,15398,F,3,75,"0,12","0,38",44,"3,84","0,57",51,"3,54","0,13",4,3,"0,07",68,"0,06",67,"0,07",67,"0,08",49,"-0,02",49,,57,3,55,"7,61","0,43",13,"11,46",28,"0,10",63,"0,13",42,"0,12",57,"0,09",45,"-0,04",43,"0,34","0,45",49,"14,82",39
SANTA SERGIA LUQUENSE MISTER 3256,196600,2013,,V,PO,19692,,4,117,"0,15","0,62",47,"6,08","0,62",30,,,,,"0,32",6,"0,49",1,"0,39",1,"0,04",62,"0,02",66,,18,4,42,"-1,76","0,38",90,"4,32",65,"0,29",13,"0,39",3,"0,32",10,"-0,02",78,"0,02",65,"0,84","0,49",16,"14,80",40
S A V CUTTING EDGE 4857,IA1959,2014,,P,IA,16783,,2,21,"1,20","0,41",94,"6,88","0,44",23,,,,,"0,12",51,"0,06",69,"0,15",39,"0,09",44,"-0,03",46,,29,2,14,"3,77","0,36",44,"10,65",31,"0,08",68,"0,06",65,"0,11",59,"0,08",47,"-0,08",30,"0,65","0,38",26,"14,78",40
SÃO XAVIER 1389 FOGÓN TE,155596,2011,,P,PO,508,,1,67,"-0,84","0,51",6,"8,00","0,60",16,"-1,89","0,24",91,23,"0,07",70,"0,03",74,"0,06",71,"0,07",51,"0,12",94,,27,1,45,"4,72","0,43",34,"12,71",22,"0,09",64,"0,04",71,"0,07",70,"0,14",32,"0,15",95,"0,02","0,52",74,"14,64",40
TRÊS MENINAS 414 SIERRA CUT 847,208188,2017,,P,PO,16507,,1,22,"-0,05","0,24",33,"3,91","0,39",50,,,,,"0,13",47,"0,13",44,"0,03",78,"0,22",16,"-0,04",40,,49,1,15,"5,77","0,29",24,"9,68",36,"0,17",42,"0,15",37,"0,03",78,"0,23",15,"-0,06",36,"0,20","0,36",61,"14,60",40
CARUMBÉ RED GRINGO 1315,142834,2010,,V,PO,18551,,1,51,"1,23","0,36",95,"5,69","0,56",33,"1,90","0,24",18,43,"0,14",43,"0,19",29,"0,19",25,"0,11",41,"-0,04",39,,36,1,48,"4,36","0,44",37,"10,05",34,"0,19",32,"0,16",34,"0,22",27,"0,15",30,"-0,03",47,"-0,14","0,50",83,"14,55",41
TRAVELER DO CARUMBÉ TE1608,129646,2008,,P,PO,269,,6,70,"0,56","0,59",72,"2,03","0,60",68,"3,88","0,27",3,35,"0,16",37,"0,13",44,"0,14",44,"0,10",43,"0,01",63,,60,5,56,"6,52","0,47",20,"8,56",43,"0,17",41,"0,15",36,"0,21",29,"0,10",42,"-0,02",48,"0,32","0,51",50,"14,51",41
SAV 004 DENSITY 4336 DENSITY,IA982,2004,,P,IA,23805,,61,1055,"0,79","0,86",83,"3,82","0,87",51,"-0,63","0,64",75,952,"0,19",30,"0,12",47,"0,19",27,"0,08",50,"-0,05",37,,45,52,802,"4,16","0,80",39,"7,97",46,"0,21",29,"0,15",38,"0,21",29,"0,11",41,"-0,07",32,"0,30","0,83",52,"14,49",41
PVF INSIGHT 0129,IA1496,2010,,P,IA,16477,,28,292,"0,03","0,74",37,"4,91","0,77",40,"3,83","0,37",3,114,"0,19",29,"0,13",43,"0,15",41,"0,09",47,"-0,02",49,,36,22,202,"3,17","0,62",50,"8,08",45,"0,18",39,"0,06",65,"0,18",36,"0,12",37,"-0,01",54,"0,48","0,69",38,"14,45",41
SAV BEST INTEREST 0136,IA1538,2010,,P,IA,16477,,10,99,"1,26","0,64",96,"5,27","0,67",37,"1,95","0,28",18,48,"0,15",42,"0,07",63,"0,13",47,"0,18",21,"0,00",59,,38,9,71,"3,26","0,54",49,"8,53",43,"0,13",52,"0,07",61,"0,17",41,"0,10",43,"0,01",62,"0,81","0,61",18,"14,32",41
SAV IRON MOUNTAIN 8066,IA1250,2008,,P,IA,23805,,27,380,"0,88","0,76",86,"5,22","0,79",37,"-0,45","0,46",72,207,"0,19",30,"0,13",44,"0,12",50,"0,25",12,"0,07",84,,35,22,230,"2,41","0,66",58,"7,63",48,"0,19",36,"0,08",60,"0,09",65,"0,21",18,"0,06",79,"0,61","0,72",29,"14,31",41
SAV BRILLIANCE 8077,IA1222,2008,,P,IA,23805,,39,556,"-0,27","0,83",22,"6,85","0,84",23,"3,91","0,54",3,337,"0,20",26,"0,16",37,"0,18",30,"0,13",33,"-0,09",24,,22,32,444,"0,03","0,75",78,"6,88",51,"0,20",32,"0,04",70,"0,16",44,"0,10",43,"-0,08",28,"0,90","0,80",14,"14,28",42
Performance Qualidade de carne Adaptação RINCON TE2625 COMPADRON DEL SARANDY,196229,2014,,V,PO,7287,,1,52,"0,62","0,58",76,"4,83","0,58",41,"-2,48","0,14",95,10,"0,20",26,"0,13",45,"0,16",35,"0,10",42,"0,07",86,,36,1,44,"4,09","0,45",40,"8,92",40,"0,23",25,"0,10",51,"0,21",29,"0,11",39,"0,10",88,"-0,37","0,51",92,"14,27",42
RECONQUISTA TEI2473 ZELOSO HARVESTOR PRO,191672,2015,,P,PO,155,,10,302,"1,10","0,68",92,"5,15","0,72",38,"-0,54","0,36",73,20,"0,22",21,"0,15",39,"0,24",16,"0,07",51,"0,02",66,,32,9,189,"1,70","0,60",64,"6,85",51,"0,18",38,"0,08",58,"0,21",30,"0,03",62,"0,06",78,"0,78","0,63",20,"14,24",42
