nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
SAV FINAL ANSWER 0035,IA872,2000,,P,IA,23805,,65,744,"-0,29","0,86",20,"5,92","0,86",34,"2,88","0,63",8,574,"0,18",38,"0,15",43,"0,12",54,"0,21",19,"-0,09",26,,34,53,489,"3,81","0,78",45,"9,73",39,"0,17",47,"0,06",69,"0,08",72,"0,18",28,"-0,12",19,"1,22","0,81",6,"17,00",34
QUIRI R0118,390085,2013,,V,PC,92,,1,67,"0,06","0,64",38,"7,47","0,62",23,"0,40","0,21",51,29,"0,29",10,"0,35",6,"0,26",12,"0,18",25,"-0,04",42,,16,1,46,"2,62","0,46",58,"10,09",37,"0,28",17,"0,30",11,"0,24",24,"0,14",37,"-0,00",58,"-0,32","0,55",91,"16,95",34
CONNEALY CONFIDENCE PLUS,IA1729,2013,,P,IA,16477,,11,114,"-0,08","0,68",30,"5,22","0,67",41,"0,84","0,18",41,40,"0,26",14,"0,29",12,"0,27",12,"0,13",37,"-0,13",13,,31,9,60,"5,51","0,49",30,"10,73",34,"0,26",20,"0,32",9,"0,28",16,"0,02",70,"-0,10",24,"-0,49","0,59",96,"16,86",35
SANTA EULÁLIA NET WORTH TE1352 MANDRAKE,204162,2016,,P,PO,95,P,3,52,"0,78","0,45",80,"6,92","0,53",27,,,,,"0,20",30,"0,15",41,"0,28",10,"0,08",52,"0,01",64,,26,2,48,"4,07","0,44",43,"10,99",33,"0,20",34,"0,15",41,"0,31",11,"0,06",58,"0,02",68,"0,30","0,43",56,"16,86",35
ANGUS VALLEY TE 2354 TELLECHEA,181086,2014,,P,PO,18551,,2,67,"-0,36","0,63",17,"3,99","0,61",53,"2,32","0,28",13,32,"0,15",47,"0,08",64,"0,10",61,"0,15",34,"-0,07",32,,52,2,55,"4,77","0,50",36,"8,76",45,"0,20",35,"0,14",43,"0,19",38,"0,15",35,"-0,07",33,"1,51","0,52",2,"16,86",35
S2 BANDO 9074 11063 GAR YIELD GRADE,147099,2011,,P,PO,6667,M,6,25,"-0,14","0,45",26,"5,92","0,52",34,"2,30","0,20",14,10,"0,23",19,"0,21",27,"0,12",56,"0,01",75,"-0,24",2,,29,5,18,"2,92","0,41",55,"8,84",44,"0,26",21,"0,18",33,"0,11",63,"0,04",64,"-0,23",3,"0,62","0,48",31,"16,83",35
SAV TEN SPEED 3022,IA1688,2013,,P,IA,16477,,35,291,"0,40","0,76",59,"4,95","0,77",43,"-0,24","0,27",65,46,"0,07",72,"0,04",76,"0,11",59,"0,07",57,"0,02",67,,53,32,192,"8,13","0,63",14,"13,08",24,"0,15",51,"0,05",73,"0,09",69,"0,14",36,"-0,01",54,"0,39","0,71",49,"16,83",35
SÃO XAVIER 2640 TOUR OF DUTY,223785,2018,,P,PO,508,,1,49,"-0,15","0,58",26,"4,95","0,57",43,,,,,"0,23",21,"0,12",50,"0,19",30,"0,06",59,"-0,12",16,,36,1,34,"4,30","0,43",41,"9,25",42,"0,22",30,"0,09",61,"0,17",44,"0,06",57,"-0,12",19,"0,56","0,51",36,"16,68",35
EXAR RESISTOL 3710BB,IA1642,2013,,P,IA,15614,,4,39,"-0,16","0,56",25,"5,27","0,56",40,"2,67","0,15",9,6,"0,07",72,"-0,07",94,"0,00",86,"0,12",41,"0,02",69,,50,3,25,"4,33","0,44",40,"9,60",40,"0,10",68,"-0,05",92,"-0,01",90,"0,16",31,"0,03",70,"2,26","0,47",1,"16,57",35
FSL I BERRIEL 721 TE,134706,2009,,P,PO,14320,,2,23,"0,12","0,47",42,"5,70","0,46",36,"0,18","0,15",56,2,"0,22",24,"0,24",19,"0,15",43,"0,25",13,"-0,06",36,,32,2,22,"3,83","0,37",44,"9,53",40,"0,27",18,"0,26",16,"0,19",36,"0,26",15,"-0,05",42,"0,21","0,48",62,"16,56",35
REDBAR NET WORTH E327 BRIGADIER,202781,2015,,P,PO,9271,,1,23,"0,74","0,54",77,"5,59","0,54",37,"0,50","0,35",48,11,"0,23",20,"0,12",51,"0,20",29,"0,14",36,"0,02",66,,31,1,23,"2,33","0,48",61,"7,91",49,"0,24",26,"0,11",54,"0,21",32,"0,15",34,"0,03",71,"1,02","0,52",12,"16,56",36
QUIRI R0168,390377,2013,,V,PC,92,,1,53,"-0,03","0,60",33,"8,44","0,59",15,"-0,84","0,18",80,18,"0,21",26,"0,16",38,"0,17",37,"0,15",33,"0,02",68,,17,1,37,"2,95","0,44",54,"11,39",31,"0,20",36,"0,17",36,"0,20",36,"0,12",41,"0,07",82,"-0,06","0,52",79,"16,36",36
SANTA JOANA 5545,260518,2006,,P,PC,15398,,6,55,"0,64","0,63",73,"5,90","0,62",34,"-0,49","0,29",74,66,"0,12",58,"0,02",80,"0,12",56,"0,18",24,"-0,02",52,,41,4,38,"4,47","0,49",39,"10,37",36,"0,22",30,"0,10",56,"0,18",41,"0,21",22,"-0,05",41,"0,75","0,53",23,"16,27",37
BYERGO BLACK MAGIC 3348 BLACK MAGIC,IA1985,2013,,P,IA,23499,A,6,25,"0,84","0,47",82,"6,67","0,46",29,,,,,"0,07",74,"-0,25",99,"0,02",84,"0,30",8,"0,03",73,,41,6,21,"4,44","0,33",39,"11,12",33,"0,04",80,"-0,29",99,"-0,01",90,"0,34",6,"0,04",74,"1,88","0,37",1,"16,24",37
KCF BENNETT THEROCK A473 THEROCK,IA1670,2013,,P,IA,10379,,5,42,"0,76","0,46",79,"8,22","0,52",17,"1,86","0,10",20,12,"0,10",66,"-0,01",87,"-0,00",87,"0,27",11,"-0,02",49,,28,3,15,"4,74","0,33",37,"12,96",25,"0,12",62,"0,02",81,"0,03",82,"0,29",11,"-0,03",47,"0,47","0,32",42,"16,23",37
GAR GRID MAKER,IA729,1998,,P,IA,23805,M,15,178,"0,88","0,70",84,"6,97","0,73",26,"1,08","0,40",36,142,"0,21",26,"0,12",52,"0,22",21,"0,14",34,"-0,02",50,,25,14,136,"2,68","0,62",57,"9,65",40,"0,24",25,"0,10",56,"0,24",25,"0,16",32,"-0,05",40,"0,30","0,68",56,"16,22",37
SANTA JOANA 2262 NADAL,398965,2015,,V,PC,15398,F,3,83,"-0,20","0,47",24,"4,75","0,59",45,"3,95","0,14",3,4,"0,11",60,"0,07",69,"0,07",69,"0,09",48,"-0,03",45,,49,3,55,"7,56","0,43",17,"12,31",27,"0,13",58,"0,14",44,"0,12",58,"0,10",46,"-0,04",46,"0,32","0,46",54,"16,20",37
UMBU 2678 RADIANCE,185679,2015,,P,PO,99,,1,24,"0,48","0,52",64,"4,07","0,50",52,"0,93","0,19",39,6,"0,17",40,"0,15",42,"0,17",38,"0,10",47,"-0,04",41,,48,1,9,"5,94","0,38",26,"10,01",38,"0,19",38,"0,13",48,"0,19",36,"0,13",40,"-0,03",50,"0,52","0,43",38,"16,12",37
RED NORTHLINE BREAKER 28S BREAKER,IA1164,2006,,V,IA,23805,,5,113,"0,85","0,71",82,"6,80","0,68",28,"2,70","0,33",9,129,"0,20",30,"0,16",38,"0,18",33,"0,21",20,"0,09",89,,27,2,89,"1,92","0,55",65,"8,72",45,"0,16",48,"0,07",67,"0,16",47,"0,23",19,"0,06",80,"1,28","0,62",5,"16,10",37
BF ITANHOMI DA BRASIL FLORESTAL TE653,204013,2016,,P,PO,18640,,1,57,"1,19","0,58",93,"3,70","0,56",57,"-0,28","0,25",70,5,"0,27",12,"0,27",15,"0,23",17,"0,16",31,"0,03",71,,40,1,36,"3,55","0,43",48,"7,25",53,"0,25",22,"0,23",21,"0,24",26,"0,16",31,"0,01",63,"0,66","0,47",29,"16,09",37
Performance Qualidade de carne Adaptação SOLÉ 1314 IRON MOUNTAIN,201647,2016,,P,PO,11430,,1,70,,,,"8,40","0,53",16,"1,96","0,19",18,13,"0,17",39,"0,20",29,"0,19",32,"0,15",32,"-0,00",60,,20,1,66,"2,64","0,42",57,"11,04",33,"0,13",59,"0,13",45,"0,16",48,"0,15",34,"-0,04",44,"0,70","0,48",26,"16,08",37
S2 REGIS 20041 PATHFINDER,239366,2020,,P,PO,6667,,1,25,"-1,23","0,44",3,"1,80","0,39",73,,,,,"0,19",35,"-0,01",87,"0,07",70,"0,02",71,"-0,27",1,,63,,0,"7,54","0,14",17,"9,34",41,"0,29",15,"0,14",44,"0,15",50,"0,10",46,"-0,31",1,"-0,06","0,24",80,"16,05",38
BENJAMIN 1547 ZORZAL LIDER CONDOR,IA1106,2005,,P,IA,26294,,6,87,"0,28","0,65",52,"6,48","0,67",30,"-3,05","0,41",98,147,"0,22",24,"0,24",19,"0,21",25,"0,06",57,"0,17",98,,27,6,77,"3,33","0,57",50,"9,81",39,"0,15",52,"0,18",32,"0,16",47,"0,05",63,"0,15",96,"0,69","0,61",27,"16,05",38
CRA BEXTOR 872-5205-608,IA727,1998,,P,IA,23805,M,13,142,"0,59","0,72",70,"4,77","0,71",45,"3,33","0,37",5,115,"0,15",45,"0,06",72,"0,06",73,"0,17",28,"-0,07",31,,45,11,108,"5,44","0,60",30,"10,21",37,"0,19",38,"0,05",71,"0,05",79,"0,19",26,"-0,12",20,"0,58","0,63",34,"16,03",38
ESPINILHO RECORD HARVEST TE256,211878,2015,,P,PO,14550,,1,34,"1,73","0,52",98,"6,64","0,52",29,"-0,71","0,19",77,2,"0,21",25,"0,16",38,"0,33",5,"0,14",37,"-0,04",41,,27,1,17,"3,13","0,38",52,"9,78",39,"0,15",53,"0,12",51,"0,28",16,"0,09",49,"-0,05",40,"0,73","0,41",24,"16,01",38
JINDRA ACCLAIM,IA2028,2014,,P,IA,23247,,3,28,"0,12","0,34",42,"6,82","0,36",27,,,,,"0,13",53,"-0,06",93,"-0,01",88,"0,24",15,"0,10",92,,33,1,7,"5,21","0,22",33,"12,03",28,"0,15",52,"-0,08",96,"-0,08",97,"0,27",13,"0,12",93,"0,22","0,28",62,"15,89",38
SAV PIONEER 7301 PIONEER,IA1040,2007,,P,IA,23805,,47,334,"0,20","0,79",48,"6,92","0,79",27,"3,02","0,50",7,368,"0,23",21,"0,18",33,"0,17",38,"0,22",18,"-0,06",37,,24,41,235,"2,41","0,69",60,"9,32",42,"0,15",52,"0,08",63,"0,12",60,"0,17",30,"-0,08",30,"0,82","0,75",20,"15,89",38
RED FINE LINE MULBERRY 26P,IA1069,2004,,V,IA,14890,,8,53,"0,27","0,62",52,"3,96","0,60",54,"2,21","0,24",15,95,"0,09",68,"-0,05",92,"0,07",69,"0,03",68,"-0,02",52,,58,4,30,"7,68","0,47",16,"11,64",30,"0,16",48,"0,05",72,"0,15",52,"0,08",52,"-0,02",53,"0,39","0,49",48,"15,86",38
PA SAFEGUARD 021,204579,2010,,P,PO,22302,,3,239,"0,12","0,73",42,"0,50","0,71",83,"2,66","0,14",10,11,"-0,02",90,"-0,03",90,"-0,10",97,"0,08",53,"-0,16",8,,87,3,203,"11,03","0,58",5,"11,53",30,"0,16",49,"0,09",60,"0,06",75,"0,26",14,"-0,26",2,"1,00","0,72",12,"15,84",38
JUQUIRY RED 8038 9026,387509,2014,,V,PC,18553,,1,38,"0,78","0,48",81,"6,99","0,50",26,"-0,71","0,13",77,8,"0,19",32,"0,20",30,"0,21",26,"0,12",40,"0,06",81,,26,1,33,"1,56","0,39",68,"8,55",46,"0,18",42,"0,15",41,"0,20",36,"0,12",41,"0,07",82,"1,19","0,37",6,"15,83",39
TERRA COSTA TE18 BARBA ZORZAL 1501,149545,2011,,P,PO,16872,,1,59,"-0,23","0,57",23,"6,52","0,54",30,"-3,07","0,28",98,60,"0,18",38,"0,20",29,"0,10",61,"0,05",62,"-0,06",34,,31,1,43,"4,59","0,42",38,"11,11",33,"0,18",43,"0,25",17,"0,07",74,"0,05",60,"-0,07",33,"0,09","0,40",69,"15,79",39
SANTA JOANA 0141,242345,2020,,P,PO,15398,,1,29,"0,90","0,56",85,"3,12","0,53",62,,,,,"0,20",30,"0,15",42,"0,12",55,"0,17",26,"-0,09",24,,52,,0,"4,68","0,37",37,"7,81",50,"0,23",28,"0,17",35,"0,15",51,"0,18",27,"-0,06",37,"0,88","0,42",17,"15,71",39
CONNEALY CONSENSUS 7229,IA1430,2009,,P,IA,16783,,12,157,"0,27","0,72",51,"6,37","0,72",31,"-0,91","0,32",81,78,"0,22",22,"0,23",22,"0,21",25,"0,12",40,"-0,09",23,,27,8,110,"2,79","0,59",56,"9,16",42,"0,21",34,"0,14",45,"0,18",41,"0,08",54,"-0,14",16,"0,43","0,67",46,"15,67",39
SAV PUREBRED 4896,IA1653,2014,,P,IA,22588,,9,96,"0,13","0,64",43,"4,41","0,63",49,"3,37","0,27",5,22,"0,30",9,"0,16",39,"0,22",21,"0,08",52,"-0,07",30,,32,7,43,"1,83","0,47",66,"6,24",58,"0,22",30,"0,09",61,"0,18",41,"0,04",64,"-0,12",21,"1,03","0,50",11,"15,67",39
BC MATRIX 4132,IA867,2002,,P,IA,27153,,23,228,"0,41","0,75",60,"7,17","0,76",25,"2,98","0,50",7,308,"0,15",47,"0,15",42,"0,07",72,"0,20",21,"-0,25",1,,29,22,170,"4,38","0,66",40,"11,55",30,"0,14",55,"0,13",48,"0,03",83,"0,25",16,"-0,24",3,"0,30","0,71",55,"15,64",39
CONNEALY FINAL SOLUTION,IA1610,2009,,P,IA,13096,,2,32,,,,"7,06","0,37",26,"0,98","0,12",38,15,"0,13",52,"0,03",76,"0,09",65,"0,19",24,"-0,02",50,,31,1,19,"4,19","0,26",42,"11,26",32,"0,15",53,"0,03",77,"0,04",81,"0,22",20,,,"0,44","0,33",45,"15,53",40
RECONQUISTA TE2344 VAMP CANDELERO M.BEEF,181404,2014,,P,PO,155,,2,41,"0,18","0,48",46,"5,24","0,51",40,"-0,08","0,34",61,12,"0,10",65,"0,10",58,"0,17",37,"0,03",68,"0,07",85,,47,1,25,"6,24","0,44",24,"11,49",31,"0,13",59,"0,10",56,"0,20",35,"0,09",50,"0,06",81,"0,55","0,44",36,"15,47",40
DON MIGUEL DESAFIO 2135 NW TE DESAFIO,IA1349,2010,,P,IA,10379,,3,37,"-0,02","0,36",33,"4,82","0,46",45,"2,25","0,22",15,10,"0,26",14,"0,27",15,"0,25",15,"0,08",51,"0,02",67,,33,3,27,"1,98","0,36",64,"6,81",56,"0,27",18,"0,24",20,"0,27",18,"0,08",53,"0,02",68,"0,65","0,44",29,"15,46",40
CANTÃO,425314,2018,,P,PC,20397,,1,72,"0,15","0,66",44,"6,11","0,65",32,,,,,"0,20",28,"0,13",50,"0,16",40,"0,21",19,"-0,06",37,,30,1,50,"3,03","0,58",53,"9,14",42,"0,20",35,"0,13",47,"0,20",35,"0,19",25,"-0,03",49,"0,47","0,57",43,"15,40",40
ANDRAS NEW DIRECTION R240 New Direction,IA1503,2011,,V,IA,16477,G,61,1098,"-0,62","0,87",10,"3,76","0,87",56,"1,32","0,54",31,346,"0,13",54,"0,12",52,"0,03",82,"0,10",45,"0,03",72,,56,54,659,"5,31","0,77",32,"9,07",43,"0,21",32,"0,25",18,"0,21",33,"0,11",45,"0,05",76,"0,81","0,82",20,"15,39",40
BIG MAC TRAVELER 2033 TELLECHEA BIG RED,191492,2015,,V,PO,18551,R,6,68,"1,24","0,61",94,"-2,96","0,58",96,,,,,"0,32",7,"0,32",9,"0,31",7,"0,21",20,"0,17",98,,78,5,34,"7,18","0,39",19,"4,22",68,"0,39",5,"0,36",5,"0,44",2,"0,22",19,"0,14",95,"0,09","0,40",70,"15,38",40
UMBU 3496 RESOURCE,221805,2018,,P,PO,99,,1,122,"-0,79","0,70",7,"1,89","0,67",72,,,,,"0,14",50,"0,11",55,"0,16",41,"-0,01",80,"-0,02",53,,67,1,64,"7,98","0,50",15,"9,87",38,"0,23",28,"0,21",26,"0,27",19,"0,03",67,"0,03",70,"0,11","0,54",69,"15,33",40
ESPINILHO FIV154,169330,2013,,P,PO,14550,,1,33,"-0,27","0,43",21,"8,12","0,57",17,"1,81","0,25",21,9,"0,13",52,"0,07",69,"0,11",59,"0,13",37,"-0,01",57,,25,1,21,"4,18","0,44",42,"12,30",27,"0,13",59,"0,02",80,"0,10",66,"0,11",43,"0,03",69,"0,08","0,42",71,"15,32",40
SANTA JOANA 714,192751,2001,,P,PC,15398,,10,215,"1,19","0,74",93,"3,99","0,74",53,"0,98","0,46",38,351,"0,31",8,"0,26",16,"0,37",2,"0,22",17,"-0,19",5,,34,10,182,"4,46","0,65",39,"8,45",47,"0,22",31,"0,26",17,"0,34",8,"0,29",12,"-0,18",9,"-0,20","0,68",86,"15,31",40
SÃO XAVIER 2215 MARADONA TE,206128,2016,,P,PO,508,,2,41,"1,76","0,58",98,"4,67","0,58",45,"0,60","0,22",46,5,"0,20",29,"0,25",18,"0,18",35,"0,03",66,"-0,06",37,,41,1,34,"4,74","0,46",37,"9,41",41,"0,19",39,"0,15",40,"0,20",36,"0,00",76,"-0,04",43,"0,32","0,54",54,"15,28",40
COCKBURN RIBEYE 308U,IA1304,2008,,V,IA,17737,,5,75,"0,65","0,59",73,"6,70","0,60",28,"-1,31","0,19",86,51,"0,15",48,"-0,28",99,"0,09",64,"0,38",3,"0,31",99,,33,5,62,"2,09","0,47",63,"8,79",44,"0,19",40,"-0,31",99,"0,17",46,"0,40",4,"0,26",99,"1,12","0,48",8,"15,27",40
GAP 6691,228535,2019,,P,PO,23388,,1,68,"1,45","0,64",96,"1,51","0,61",76,,,,,"0,23",21,"0,14",46,"0,36",3,"0,09",50,"-0,07",32,,60,,0,"4,80","0,35",36,"6,31",58,"0,19",37,"0,15",41,"0,39",4,"0,06",59,"-0,03",47,"1,29","0,41",5,"15,25",40
SOLÉ 1474 NACHO LIDER,216365,2018,,P,PO,11430,,1,27,,,,"5,25","0,43",40,,,,,"0,22",24,"0,26",16,"0,24",16,"0,16",31,"-0,18",6,,35,1,20,"2,39","0,32",60,"7,63",51,"0,24",25,"0,27",15,"0,31",11,"0,15",33,"-0,18",9,"0,68","0,39",27,"15,20",41
TAMANDUÁ TE11 CARRASCO LIDER TE37,146375,2010,,P,PO,16005,,1,21,"0,10","0,40",41,"7,47","0,41",23,"0,26","0,19",54,9,"0,25",17,"0,31",9,"0,29",9,"-0,01",80,"0,01",66,,19,1,1,"1,46","0,28",69,"8,93",43,"0,20",35,"0,31",10,"0,31",11,"-0,02",81,"0,04",74,"0,24","0,33",61,"15,15",41
SAV BEST INTEREST 0136,IA1538,2010,,P,IA,16477,,13,143,"1,18","0,71",93,"7,05","0,71",26,"1,57","0,30",26,65,"0,15",45,"0,08",66,"0,15",44,"0,25",14,"-0,01",54,,30,10,95,"3,37","0,57",50,"10,41",36,"0,13",57,"0,08",65,"0,18",40,"0,17",29,"-0,00",58,"0,62","0,66",31,"15,13",41
TRÊS MENINAS 414 SIERRA CUT 847,208188,2017,,P,PO,16507,,1,22,"-0,13","0,30",27,"4,51","0,42",47,"1,41","0,11",29,1,"0,15",45,"0,17",36,"0,02",83,"0,20",21,"-0,02",51,,47,1,15,"5,54","0,31",29,"10,04",37,"0,19",38,"0,20",29,"0,03",82,"0,20",23,"-0,04",43,"0,24","0,38",61,"15,08",41
SÃO XAVIER 1389 FOGÓN TE,155596,2011,,P,PO,508,,1,67,"-0,75","0,54",7,"7,89","0,60",19,"-1,29","0,25",85,27,"0,09",68,"0,05",73,"0,08",69,"0,08",52,"0,11",93,,30,1,45,"4,88","0,44",35,"12,76",25,"0,11",64,"0,05",73,"0,09",70,"0,14",36,"0,16",96,"0,14","0,53",67,"15,02",41
CIA.AZUL 1118 F.ANSWER ZORZAL WOLF,138031,2009,,P,PO,8538,P,10,340,"-0,26","0,79",21,"4,40","0,79",49,"2,71","0,45",9,170,"0,18",38,"0,16",38,"0,18",34,"0,08",52,"-0,10",22,,45,9,254,"2,69","0,68",56,"7,09",55,"0,14",56,"0,13",47,"0,19",39,"0,03",69,"-0,14",15,"1,70","0,72",1,"14,96",41
QHF WEST COAST SGR C403 WEST COAST,IA1915,2015,,P,IA,22520,A,4,36,"-0,42","0,54",16,"4,58","0,52",46,"2,88","0,07",8,1,"0,13",54,"-0,04",90,"0,07",71,"0,18",25,"0,00",61,,49,4,21,"3,65","0,37",47,"8,23",48,"0,17",45,"-0,06",93,"0,08",71,"0,20",23,"0,01",62,"1,32","0,38",5,"14,92",42
SANTA JOANA NET WORTH,166648,2012,,P,PO,15398,,3,61,"1,90","0,61",99,"5,32","0,59",39,"1,38","0,30",29,47,"0,12",59,"0,12",52,"0,12",54,"0,03",66,"0,09",90,,45,2,46,"5,23","0,47",32,"10,55",35,"0,14",56,"0,15",39,"0,18",43,"0,06",58,"0,09",87,"0,57","0,53",35,"14,84",42
CANTÃO 1005,434770,2019,,P,PC,20397,,1,41,"0,22","0,57",49,"6,96","0,55",26,,,,,"0,09",69,"0,18",35,"0,15",45,"0,07",57,"0,05",80,,37,1,18,"5,44","0,40",30,"12,40",26,"0,09",70,"0,20",28,"0,16",49,"0,07",54,"0,09",88,"0,34","0,42",53,"14,82",42
SAV BRUISER 9164,IA1195,2009,,P,IA,23805,,11,120,"-0,45","0,70",14,"5,29","0,69",40,"0,11","0,37",57,85,"0,21",27,"0,22",24,"0,17",37,"0,05",62,"-0,05",38,,35,9,82,"3,05","0,57",53,"8,34",47,"0,25",23,"0,23",22,"0,23",26,"0,05",61,"-0,10",25,"0,21","0,62",63,"14,81",42
CIA. AZUL F550 TOUAREG,255935,2006,,P,PC,8538,P,21,407,"-0,25","0,82",22,"4,54","0,81",47,"-0,00","0,53",59,349,"0,15",47,"0,30",10,"0,26",13,"-0,00",77,"-0,08",28,,47,17,289,"6,62","0,70",22,"11,15",32,"0,18",43,"0,42",2,"0,36",6,"0,00",75,"-0,17",10,"-0,27","0,73",89,"14,78",42
SANTA AMÉLIA 6944 TRADIÇÃO 2028,407532,2016,,P,PC,33,,1,24,"1,14","0,44",92,"5,09","0,50",42,"2,08","0,19",17,1,"-0,02",91,"-0,07",94,"-0,01",87,"0,15",31,"-0,06",36,,62,1,23,"9,29","0,41",10,"14,38",20,"0,01",85,"0,06",69,"-0,00",88,"0,20",24,"-0,06",38,"0,51","0,48",39,"14,77",42
COLEMAN VENTURE VENTURE,IA1791,2014,,P,IA,22488,,7,58,"-0,36","0,61",17,"5,85","0,59",34,"0,29","0,21",54,29,"0,17",41,"0,27",15,"0,16",39,"-0,04",86,"-0,04",42,,36,4,37,"3,89","0,43",44,"9,73",39,"0,12",62,"0,24",20,"0,15",50,"-0,09",93,"-0,09",28,"0,69","0,47",27,"14,72",42
MANÁ DO CARUMBÉ 1860,142871,2010,,P,PO,18551,,1,140,"-0,24","0,71",22,"9,59","0,69",10,"-4,90","0,35",99,84,"0,35",4,"0,32",8,"0,33",5,"0,08",53,"0,20",99,,7,1,107,"-3,01","0,56",95,"6,58",57,"0,26",19,"0,23",22,"0,31",11,"0,03",67,"0,23",99,"0,22","0,61",62,"14,71",42
EPV RED WATCH 1701 CHIVAS,181703,2014,,V,PO,10791,P,7,101,"0,96","0,66",88,"4,58","0,68",46,"-1,84","0,21",92,18,"0,17",40,"0,28",14,"0,23",19,"0,08",53,"-0,04",42,,44,4,60,"4,76","0,51",36,"9,34",41,"0,16",48,"0,26",16,"0,24",24,"0,07",54,"-0,04",45,"0,48","0,55",42,"14,71",42
SAV RECORD HARVEST 2186,IA1426,2012,,P,IA,16477,,18,80,"2,40","0,63",99,"6,76","0,65",28,"-1,00","0,30",82,45,"0,21",25,"-0,04",91,"0,25",15,"0,22",18,"0,12",94,,26,15,60,"1,51","0,53",69,"8,28",47,"0,15",53,"-0,06",93,"0,21",32,"0,14",37,"0,12",93,"0,91","0,62",15,"14,70",42
TRAVELER DO CARUMBÉ TE1608,129646,2008,,P,PO,269,,6,70,"0,57","0,61",69,"2,11","0,61",70,"4,11","0,29",2,44,"0,18",37,"0,15",42,"0,16",40,"0,10",45,"0,01",62,,61,5,56,"6,66","0,48",22,"8,77",45,"0,19",39,"0,15",39,"0,23",28,"0,11",45,"-0,02",51,"0,34","0,52",52,"14,69",42
JUQUIRY BLACK J07 GENERAL TEIC8,171405,2012,,P,PO,18553,,2,71,"0,77","0,48",80,"5,89","0,58",34,"-3,80","0,17",99,21,"0,18",36,"0,25",18,"0,18",32,"0,12",41,"-0,12",17,,34,2,62,"3,35","0,46",50,"9,25",42,"0,18",41,"0,26",16,"0,23",28,"0,08",51,"-0,13",17,"0,36","0,50",51,"14,65",43
VOLCAN ZELDA 5433 TE BOLT,IA1974,2015,,P,IA,19908,,4,35,"-0,22","0,39",23,"4,71","0,47",45,"3,02","0,18",7,1,"0,20",29,"0,24",19,"0,23",20,"0,14",35,"0,02",67,,40,4,32,"2,60","0,38",58,"7,31",53,"0,24",25,"0,23",21,"0,26",19,"0,19",25,"-0,00",59,"0,66","0,40",29,"14,64",43
PASTORIZA 1548 TRUENO TE,IA1952,2014,,V,IA,22742,,10,108,"1,02","0,59",89,"0,54","0,66",83,"-1,50","0,22",88,4,"0,27",14,"0,35",5,"0,35",4,"0,04",65,"0,13",95,,63,7,77,"3,65","0,52",47,"4,18",69,"0,35",7,"0,39",3,"0,46",1,"0,08",51,"0,15",95,"0,68","0,56",27,"14,60",43
QUIRÍ G31,264652,2005,,P,PC,92,,4,113,"1,04","0,73",90,"3,90","0,71",54,"2,00","0,38",18,95,"0,19",33,"0,26",17,"0,23",19,"-0,02",83,"-0,02",49,,47,4,85,"4,25","0,60",41,"8,15",48,"0,19",39,"0,32",8,"0,20",35,"-0,04",84,"-0,06",38,"0,59","0,67",33,"14,48",43
CIA.AZUL 5264 ABSOLUTO HALCON,233442,2019,,P,PO,8538,,1,21,"0,47","0,56",63,"4,29","0,54",50,,,,,"0,15",45,"0,05",72,"0,14",48,"0,08",52,"-0,09",24,,48,,0,"4,52","0,39",38,"8,81",44,"0,21",32,"0,09",61,"0,17",44,"0,07",55,"-0,10",24,"0,42","0,47",46,"14,46",43
Performance Qualidade de carne Adaptação QUIRÍ N18,73396,1994,,V,PC,92,,10,328,"1,35","0,80",95,"2,30","0,80",68,"1,39","0,56",29,327,"0,12",58,"0,09",61,"0,18",35,"0,10",45,"0,13",95,,66,8,217,"7,45","0,70",17,"9,75",39,"0,17",45,"0,18",31,"0,29",14,"0,10",47,"0,13",94,"0,34","0,72",53,"14,43",43
QUIRI X90P,213418,2017,,P,PO,92,,2,21,"0,99","0,56",88,"5,12","0,54",42,,,,,"0,19",34,"0,27",14,"0,29",10,"0,09",50,"-0,05",40,,39,2,20,"2,06","0,45",64,"7,18",54,"0,18",43,"0,27",14,"0,31",10,"0,00",75,"-0,06",37,"1,13","0,53",8,"14,26",44
