nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
LAS LILAS 1405 ALAMO COOPER ROB MEXICANO,IA1187,2005,,V,IA,,,20,403,"0,22","0,75",53,"0,92","0,79",74,"-1,00","0,34",77,119,"0,10",54,"0,05",64,"0,07",62,"0,10",40,"0,07",84,"3,47",69,16,250,"0,43","0,65",71,"1,35",74,"0,06",67,"0,03",67,"0,06",67,"0,07",49,"0,08",84,"-0,35","0,64",91,"1,63",74
TRADIÇÃO 2003,372461,2013,,P,PC,3638,,1,53,"1,61","0,54",99,"3,23","0,56",51,"1,26","0,18",27,4,"0,01",81,"-0,06",91,"0,06",65,"-0,14",96,"-0,03",39,"5,56",62,1,47,"-0,49","0,45",78,"2,74",67,"-0,01",84,"-0,08",93,"0,03",73,"-0,20",97,"-0,04",39,"0,22","0,52",51,"1,56",74
MAYA 162 FLORISBELO GRAMÁTICO LANÇA,136309,2009,,V,PO,15958,,1,76,"0,04","0,64",40,"-0,90","0,63",86,"0,75","0,21",37,27,"0,04",74,"0,12",42,"0,16",30,"0,02",67,"-0,17",6,"-2,48",84,1,60,"1,36","0,49",62,"0,46",78,"0,10",56,"0,13",36,"0,19",27,"-0,00",72,"-0,14",11,"0,06","0,48",65,"1,47",74
BIGUÁ 5711 BISMARCK 5682 TEI,149475,2011,,P,PO,18474,,4,55,"0,49","0,51",71,"0,97","0,54",73,"1,21","0,23",28,26,"-0,08",94,"-0,04",88,"-0,02",85,"0,18",19,"0,06",82,"-2,39",84,4,48,"2,62","0,44",49,"3,59",63,"-0,14",97,"-0,11",96,"-0,09",95,"0,18",21,"0,07",82,"1,02","0,49",6,"1,40",75
BT JUNCO MAGNO 1161,185338,2014,,P,PO,21499,,2,34,"0,17","0,14",50,"1,04","0,35",72,,,,0,"0,08",60,"-0,02",82,"0,09",56,"0,02",67,"0,04",73,"3,15",70,2,23,"-0,48","0,22",78,"0,56",77,"0,05",71,"-0,07",92,"0,08",62,"0,05",55,"0,03",70,"0,09","0,18",63,"1,25",75
MESSMER PACKER S008,IA1053,2006,,V,IA,,,5,186,"-0,83","0,48",6,"0,80","0,67",75,"0,97","0,26",34,80,"0,04",73,"0,08",53,"0,06",64,"0,34",3,"0,04",74,"1,36",75,5,127,"0,21","0,50",73,"1,01",75,"0,06",67,"0,03",68,"0,06",66,"0,34",4,"0,03",70,"0,04","0,56",66,"1,19",75
TRES MARIAS 8155 CANDELERO,IA1148,2008,,P,IA,,K,48,1269,"0,32","0,86",61,"0,34","0,87",78,"-3,13","0,60",97,916,"0,08",61,"0,07",59,"0,12",44,"0,01",69,"0,11",93,"1,51",75,44,896,"-0,83","0,79",82,"-0,50",82,"0,04",74,"0,05",61,"0,12",51,"0,04",58,"0,12",92,"0,56","0,84",26,"1,12",75
HW104 HÉLIO DE 16 FIELD DAY,151600,2011,,V,PO,18650,,1,96,"-0,22","0,67",23,"-0,18","0,66",81,"-0,19","0,24",63,32,"0,07",65,"0,04",67,"-0,00",81,"-0,09",92,"0,15",98,"0,07",78,1,70,"0,57","0,51",70,"0,39",78,"0,04",73,"0,02",71,"-0,01",82,"-0,05",84,"0,14",96,"0,14","0,53",58,"1,04",75
ESPINILHO 1326,168500,2013,,V,PO,14550,,1,26,"-0,27","0,26",21,"3,00","0,49",54,"0,62","0,15",40,5,"0,06",69,"0,05",66,"0,17",26,"-0,01",77,"0,07",85,"6,70",59,1,16,"-0,49","0,35",78,"2,51",68,"0,01",80,"-0,03",83,"0,16",37,"-0,05",84,"0,10",89,"-0,36","0,37",91,"1,03",75
BASCO ZORZAL 331,143412,2010,,P,PO,4074,,2,44,"0,34","0,50",62,"-1,95","0,53",91,"-3,38","0,19",98,6,"0,19",23,"-0,05",89,"0,02",77,"0,05",57,"0,08",88,"0,29",78,2,19,"-1,89","0,38",90,"-3,84",92,"0,19",29,"-0,06",91,"0,03",73,"0,02",65,"0,08",86,"0,13","0,34",60,"0,85",76
SANTA AUGUSTA 152 BISMARCK,157169,2011,,P,PO,16076,,1,53,"0,42","0,47",67,"0,34","0,46",78,,,,0,"0,06",69,"-0,03",86,"-0,00",81,"0,02",66,"0,01",58,"0,81",76,1,22,"0,19","0,35",73,"0,52",78,"0,06",68,"-0,02",81,"0,01",77,"0,02",63,"-0,00",55,"-0,06","0,32",74,"0,63",76
LA LEGUA SAKIC 781 TE,IA1880,2011,,V,IA,17610,,2,60,"0,75","0,54",85,"2,52","0,53",59,"-0,32","0,09",66,1,"0,13",42,"0,05",66,"0,14",38,"0,06",52,"0,25",99,"8,03",54,2,51,"-3,83","0,41",97,"-1,30",84,"0,02",77,"-0,08",93,"0,02",76,"-0,07",87,"0,28",99,"0,62","0,50",22,"0,54",77
TRES MARIAS 5181 JÚNIOR TE,IA713,1997,,P,IA,,,14,81,"0,33","0,60",61,"-0,20","0,63",82,"0,88","0,24",35,45,"-0,05",90,"-0,13",98,"-0,02",84,"0,10",38,"0,04",74,"-3,89",87,12,51,"3,57","0,47",38,"3,37",64,"-0,01",82,"-0,13",98,"0,00",79,"0,11",38,"0,07",83,"-0,34","0,54",90,"0,48",77
UMBU 2030 LAPACHO,156628,2012,,V,PO,99,,1,26,"0,51","0,50",72,"0,68","0,49",76,"-3,44","0,19",98,9,"0,17",28,"0,11",44,"0,26",9,"0,14",28,"-0,06",29,"5,50",63,1,17,"-2,33","0,36",92,"-1,65",85,"0,13",46,"0,04",64,"0,25",16,"0,10",39,"-0,05",33,"-0,43","0,35",93,"0,34",77
ANGUS GUARITA 244TEI TOMAHAWK,195003,2015,,P,PO,20983,,16,238,"0,64","0,73",80,"0,07","0,74",80,"-1,92","0,10",89,1,"-0,01",85,"0,13",39,"0,15",33,"-0,11",94,"0,10",91,"-2,08",83,14,111,"1,75","0,54",58,"1,82",71,"-0,06",91,"0,05",63,"0,15",40,"-0,10",92,"0,12",93,"0,43","0,60",34,"0,32",77
LUQUENSE 1911 ENTRADOR TE ENTRADOR,IA1975,2015,,V,IA,23488,,4,42,"-0,35","0,52",17,"-0,19","0,51",82,,,,0,"-0,04",90,"-0,08",93,"0,03",75,"-0,06",88,"0,26",99,"-3,74",86,3,17,"2,26","0,28",53,"2,07",70,"-0,04",88,"-0,05",89,"0,05",68,"-0,09",90,"0,29",99,"0,38","0,26",38,"0,26",77
OTTONO B444 TEI DON PANCHO,67758,1995,,V,PO,35,,85,2810,"0,34","0,87",62,"0,11","0,91",80,"0,36","0,79",46,2599,"0,04",74,"-0,00",79,"0,04",71,"0,05",57,"0,02",64,"-0,37",79,75,2157,"0,69","0,87",69,"0,80",76,"0,05",69,"0,03",66,"0,06",67,"0,03",62,"0,04",71,"-0,18","0,86",84,"0,24",77
GV FAUSTO TE110 CANDELERO,196284,2015,,P,PO,14117,,1,30,"0,02","0,50",39,"-0,60","0,50",84,,,,0,"0,01",80,"-0,08",93,"-0,04",88,"-0,07",89,"-0,01",53,"-2,76",84,1,14,"1,40","0,33",61,"0,80",76,"0,01",80,"-0,05",89,"-0,03",86,"-0,04",82,"-0,01",51,"0,16","0,27",57,"0,06",78
CONDESSA 5755,311929,2008,,V,PC,112,,1,43,"0,18","0,58",50,"-0,24","0,58",82,"1,77","0,23",18,24,"-0,03",88,"-0,02",83,"-0,06",92,"0,02",68,"0,01",59,"-3,32",85,1,33,"2,59","0,45",49,"2,36",69,"-0,02",85,"-0,04",87,"-0,04",87,"0,03",62,"-0,03",43,"-0,10","0,40",78,"-0,08",78
LSF CONQUEROR 0026X,IA1502,2010,,P,IA,16477,,1,95,"0,36","0,19",63,"0,99","0,48",73,,,,0,"-0,06",92,"-0,12",97,"-0,11",97,,,,,"-1,76",82,1,41,"1,50","0,30",60,"2,49",68,"-0,01",84,"-0,04",87,"-0,06",92,,,,,"0,04","0,21",66,"-0,20",78
BROWN HERITAGE U6509,IA1132,2008,,V,IA,,M,4,46,"-0,01","0,50",37,"-0,13","0,51",81,"1,60","0,13",21,30,"-0,00",83,"0,10",48,"0,07",62,"-0,02",78,"0,07",84,"-2,11",83,4,22,"1,25","0,33",63,"1,12",75,"0,03",75,"0,05",61,"0,10",54,"0,02",64,"0,08",86,"-0,11","0,39",79,"-0,21",78
LA LEGUA BRUJO 341 SARANDI,IA1609,2008,,V,IA,17375,,2,22,,,,"1,39","0,36",69,"-0,46","0,11",69,4,"0,01",80,"0,28",9,"0,08",60,"-0,13",95,"0,02",65,"1,62",74,1,14,"-0,18","0,26",76,"1,21",74,"-0,01",83,"0,24",14,"0,07",62,"-0,15",96,"0,03",66,"0,11","0,24",62,"-0,22",78
BIEBER RREDS TAKEOUT 305A,IA1554,2013,,P,IA,4568,M,5,26,"-1,64","0,32",2,"-1,59","0,41",89,"0,93","0,02",35,1,"-0,00",83,"0,05",66,"-0,11",97,"0,03",61,"-0,04",36,"-5,39",89,4,21,"1,91","0,29",56,"0,32",79,"0,03",75,"0,13",36,"-0,04",87,"0,03",62,"-0,06",30,"0,14","0,37",59,"-0,27",78
TIMBAÚVA 22 AGAMENON NACO MR BEEF 805,163388,2012,,V,PO,14168,,1,28,"0,48","0,47",70,"0,66","0,46",76,"-1,27","0,19",81,14,"-0,01",84,"0,01",76,"0,11",50,"-0,07",89,"0,08",89,"-0,56",80,1,21,"1,03","0,35",65,"1,70",72,"0,01",80,"0,08",53,"0,10",54,"0,00",70,"0,07",82,"-0,18","0,31",84,"-0,32",79
CMC TAURA DO CEDRO C1TE CANDELERO,162877,2012,,P,PO,17029,,1,33,"-0,00","0,49",37,"1,22","0,48",71,"-1,60","0,19",85,8,"0,05",72,"0,08",56,"0,04",72,"-0,04",82,"-0,02",45,"2,40",72,1,24,"-0,60","0,37",79,"0,62",77,"0,00",81,"0,05",62,"0,04",70,"0,00",70,"-0,02",46,"-0,07","0,35",75,"-0,51",79
BARRAGEM CHATELLE TE105 NETWORTH 512,159638,2012,,P,PO,2251,,1,38,"0,47","0,46",70,"-0,44","0,50",83,,,,0,"0,04",74,"0,03",70,"0,05",68,"-0,07",89,"0,02",65,"-1,56",82,1,23,"0,27","0,36",73,"-0,17",80,"0,05",72,"0,04",66,"0,07",63,"-0,08",89,"0,01",57,"-0,03","0,35",72,"-0,58",79
CATANDUVA GRAMÁTICO STRYKER 4128-TE15,75476,1998,,V,PO,16417,,15,215,"0,79","0,72",87,"-2,24","0,76",92,"-1,42","0,48",83,181,"0,07",66,"0,03",69,"0,15",35,"0,01",69,"0,05",79,"-4,57",88,13,163,"-0,07","0,65",75,"-2,31",87,"0,09",59,"0,04",66,"0,17",34,"-0,03",78,"0,09",88,"0,37","0,68",39,"-0,58",79
GAR RETAIL PRODUCT,IA749,1999,,P,IA,,M,5,68,"-0,27","0,62",21,"-1,21","0,63",88,"3,55","0,25",3,54,"0,08",60,"0,12",42,"0,04",72,"0,16",24,"-0,13",9,"-1,79",82,4,59,"-0,71","0,51",80,"-1,92",86,"0,04",73,"0,09",49,"0,00",79,"0,09",42,"-0,15",9,"0,44","0,58",33,"-0,62",79
CIA.AZUL 3190 CIA 0474 CIA 0146,188354,2015,,V,PO,8538,,1,37,"0,57","0,43",76,"-4,13","0,50",97,,,,0,"0,07",64,"0,09",52,"0,18",23,"-0,01",76,"0,08",88,"-8,54",93,1,21,"2,59","0,36",49,"-1,54",85,"0,12",49,"0,15",33,"0,30",8,"0,04",58,"0,03",68,"-0,37","0,44",92,"-0,64",80
TRADIÇÃO 1503,295364,2008,,P,PC,3638,,1,100,"0,00","0,47",38,"-0,86","0,66",86,"-1,02","0,30",77,77,"0,14",40,"0,06",61,"0,15",34,"-0,03",81,,,"0,86",76,1,86,"-0,66","0,55",80,"-1,52",85,"0,12",49,"0,08",53,"0,15",41,,,,,"-0,66","0,53",98,"-0,71",80
OCC GREAT PLAINS 943G,IA923,1997,,P,IA,,,5,33,"-1,01","0,52",4,"0,93","0,54",74,"1,86","0,23",17,42,"0,03",76,"0,01",75,"-0,00",81,"0,02",68,"0,03",69,"1,17",75,4,32,"0,88","0,44",67,"1,81",71,"-0,03",85,"0,05",63,"-0,09",94,"-0,04",81,"0,04",71,"-0,40","0,50",92,"-0,72",80
DON JOSE 176 MAXI TE MAXI,IA1149,2005,,P,IA,,K,37,389,"0,54","0,80",74,"2,24","0,81",62,"-2,43","0,53",93,325,"0,11",51,"0,13",38,"0,19",23,"0,01",70,"0,11",93,"6,69",59,32,260,"-3,09","0,72",95,"-0,85",83,"0,07",65,"0,14",35,"0,23",19,"-0,05",85,"0,14",95,"-0,23","0,77",86,"-0,74",80
WEBR DOC HOLLIDAY 2N,IA835,2003,,V,IA,,,22,347,"-0,39","0,77",16,"2,40","0,79",60,"1,69","0,56",20,419,"0,02",77,"-0,05",90,"0,00",81,"0,13",30,"0,17",99,"4,26",67,20,230,"-1,69","0,70",88,"0,70",77,"0,03",74,"-0,09",94,"0,01",78,"0,08",46,"0,15",97,"-0,21","0,69",85,"-0,91",80
FSL TE1068 FENÔMENO,144233,2010,,P,PO,18583,,4,68,"-0,57","0,54",10,"2,35","0,58",61,,,,0,"-0,08",94,"0,02",74,"-0,07",93,"-0,15",96,"-0,11",15,"0,73",77,3,51,"1,00","0,45",66,"3,35",64,"-0,03",87,"-0,00",76,"-0,00",81,"-0,12",93,"-0,10",20,"-0,33","0,58",90,"-1,03",80
SÃO XAVIER 1976 LIBRES,192383,2015,,P,PO,508,,1,28,"1,47","0,46",98,"1,92","0,50",65,,,,0,"0,14",39,"0,27",11,"0,25",10,"0,19",17,"0,11",93,"6,99",58,1,22,"-4,22","0,37",98,"-2,30",87,"0,11",51,"0,20",21,"0,26",15,"0,12",35,"0,13",94,"-0,22","0,44",86,"-1,13",81
WOLF CREEK PLAINSMAN,IA1400,2009,,P,IA,15614,,2,40,"-1,15","0,46",3,"0,37","0,43",78,"1,15","0,07",29,16,"0,01",82,"0,28",10,"0,16",31,"0,09",42,"0,03",72,"-0,84",80,2,23,"-0,38","0,27",77,"-0,02",80,"0,02",77,"0,19",22,"0,16",37,"0,08",45,"0,04",74,"0,10","0,36",62,"-1,21",81
RHRA EZ 537 10T,IA1018,2007,,V,IA,,,3,38,"-0,06","0,43",32,"0,00","0,49",81,"0,93","0,10",34,20,"-0,00",84,"-0,04",88,"-0,06",92,"-0,13",95,"-0,01",52,"-1,98",83,3,28,"0,97","0,34",66,"0,97",76,"0,00",81,"-0,05",87,"-0,08",93,"-0,13",94,"0,01",60,"-0,20","0,28",85,"-1,22",81
TNTS PROFIT MARGIN X203 MARGIN,IA1364,2010,,V,IA,16783,,2,36,"0,34","0,50",62,"2,44","0,50",60,"-1,70","0,12",87,26,"0,01",81,"-0,08",93,"-0,02",85,"0,15",26,"0,04",74,"3,81",68,2,32,"-2,28","0,36",92,"0,16",79,"-0,03",87,"-0,12",97,"-0,06",91,"0,10",40,"0,04",72,"0,46","0,38",32,"-1,23",81
GUE GLEN NORTE ARITZ T/E CARLONCHO,IA1010,2004,,V,IA,,,22,448,"-0,28","0,77",20,"-1,35","0,81",88,"-1,24","0,48",81,263,"0,11",49,"0,31",7,"0,16",30,"-0,21",98,"0,08",87,"-1,10",81,21,334,"0,14","0,70",74,"-1,20",84,"0,14",44,"0,28",9,"0,23",20,"-0,20",97,"0,07",81,"-0,96","0,74",99,"-1,28",81
TRADIÇÃO AZUL 8014 REAL,125401,2007,,P,PO,13339,,2,25,,,,"-1,89","0,46",91,"-0,78","0,10",74,4,"0,04",73,"-0,07",93,"-0,03",87,"0,12",32,"-0,03",42,"-4,63",88,2,14,"0,89","0,31",67,"-1,00",83,"0,05",70,"0,00",75,"-0,00",80,"0,19",18,"-0,04",37,"-0,08","0,45",76,"-1,30",81
LSF BRA NO WORRIES 4657B,IA1811,2014,,V,IA,22559,,15,126,"-1,09","0,69",4,"-2,54","0,69",93,"-0,11","0,21",55,29,"0,11",49,"0,15",34,"0,12",46,"-0,03",80,"0,09",89,"-3,71",86,11,88,"1,60","0,53",60,"-0,94",83,"0,11",51,"0,19",23,"0,13",46,"-0,01",74,"0,09",87,"-1,08","0,57",99,"-1,44",81
MOHNEN PULSE 533,IA1911,2013,,P,IA,22840,,1,31,"-1,66","0,49",2,"-0,46","0,47",84,"0,93","0,04",35,3,"-0,06",92,"-0,04",88,"0,01",78,"0,03",62,"-0,05",31,"-4,84",88,1,19,"1,95","0,30",56,"1,49",73,"-0,03",86,"-0,01",80,"0,05",70,"0,06",50,"-0,06",32,"-0,00","0,28",69,"-1,51",81
BRUNS THUNDERBOLT 963,IA1550,2013,,P,IA,4568,M,1,25,,,,"1,13","0,24",71,,,,0,"-0,03",88,"0,12",41,"-0,17",99,"0,05",55,"-0,01",50,"-0,32",79,1,9,"-0,10","0,11",75,"1,04",75,"-0,02",85,"0,11",44,"-0,22",99,"0,07",47,"-0,01",49,"0,05","0,15",66,"-1,53",81
GP CATALYST 025,IA725,2000,,V,IA,,M,20,179,"0,43","0,69",68,"1,78","0,71",66,"0,64","0,40",40,188,"-0,05",90,"-0,09",94,"-0,12",97,"0,04",59,"0,03",69,"0,47",78,17,112,"-0,53","0,58",79,"1,25",74,"-0,02",84,"-0,11",96,"-0,05",89,"0,05",54,"0,02",63,"0,07","0,60",64,"-1,59",82
RINCON LAPACHO 860 DEL SARANDY,104073,2004,,V,PO,7287,,15,866,"0,58","0,85",76,"-1,07","0,85",87,"-6,16","0,62",99,662,"0,20",20,"0,02",74,"0,34",3,"0,06",53,"0,03",67,"2,65",71,13,648,"-3,14","0,78",95,"-4,22",92,"0,18",31,"-0,05",89,"0,27",13,"0,02",66,"0,04",73,"-0,62","0,81",97,"-1,68",82
SÃO BIBIANO HERDEIRO 7159,149992,2011,,V,PO,110,,2,34,"-0,39","0,49",16,"-0,82","0,50",85,"1,83","0,19",17,10,"0,03",75,"0,10",47,"0,13",44,"-0,12",95,"0,00",57,"-2,53",84,2,28,"-0,35","0,39",77,"-1,17",84,"0,05",70,"0,06",59,"0,13",47,"-0,07",88,"-0,02",48,"-0,20","0,38",85,"-2,19",82
CONNEALY PILGRIM PILGRIM,IA1744,2014,,P,IA,22155,,2,35,"-1,89","0,51",1,"0,37","0,50",78,"-0,45","0,09",68,7,"-0,14",98,"0,00",78,"-0,06",92,"-0,11",93,"-0,06",27,"-5,64",89,2,20,"1,96","0,33",56,"2,33",69,"-0,14",98,"-0,00",77,"-0,10",95,"-0,14",95,"-0,09",23,"0,66","0,29",19,"-2,22",82
SANTA CECÍLIA PREDESTINED 1433-5G-437,161259,2012,,P,PO,10,,1,32,"-0,20","0,51",25,"2,14","0,51",62,"2,73","0,18",7,6,"0,01",81,"-0,00",79,"-0,10",96,"0,03",63,"-0,08",20,"3,18",70,1,21,"-1,78","0,37",89,"0,36",78,"-0,03",85,"-0,03",83,"-0,19",99,"0,04",59,"-0,09",20,"-0,08","0,42",76,"-2,27",82
ZHAURY DO CARUMBÉ 1290,102042,2003,,P,PO,269,,3,39,"0,04","0,48",41,"-1,49","0,51",89,"-3,23","0,19",98,13,"-0,01",84,"-0,06",90,"-0,06",92,"-0,04",84,"-0,07",26,"-5,37",89,3,28,"1,09","0,38",64,"-0,41",81,"-0,00",82,"-0,08",93,"-0,04",88,"-0,05",85,"-0,07",28,"-0,02","0,25",71,"-2,31",83
LARKS CANYON 74D4,IA702,1994,,P,IA,,,6,45,"0,07","0,59",43,"2,10","0,60",63,"0,99","0,31",33,124,"0,03",76,"-0,10",95,"-0,12",98,"0,18",19,"-0,01",52,"3,87",68,5,41,"-1,48","0,49",87,"0,62",77,"-0,01",83,"-0,06",90,"-0,14",98,"0,19",19,"-0,05",35,"-0,54","0,54",96,"-2,44",83
DOBLEHACHE 33 ORIENTAL TE,IA674,1996,,V,IA,,,36,776,"0,54","0,81",74,"-0,44","0,85",83,"-1,98","0,65",90,721,"0,09",57,"0,06",60,"0,09",57,"-0,05",87,"0,03",71,"0,20",78,35,510,"-2,26","0,77",92,"-2,70",88,"0,02",77,"0,01",73,"0,06",66,"-0,08",89,"0,06",79,"0,21","0,80",52,"-2,47",83
RED LAZY MC BENELLI 102B,IA1769,2014,,V,IA,22342,,4,32,"0,43","0,38",68,"0,81","0,45",75,,,,0,"0,10",54,"0,14",37,"0,05",68,"0,10",38,"0,05",75,"3,25",70,4,22,"-2,48","0,29",93,"-1,68",85,"0,08",62,"0,08",51,"0,01",78,"0,02",63,"0,04",73,"-0,64","0,32",97,"-2,61",83
TRES MARIAS 8953 ZORZAL 7858 TE EMPERADOR,IA1457,2010,,P,IA,16982,K,4,36,"-0,76","0,52",7,"1,28","0,51",70,"-1,80","0,18",88,4,"0,02",77,"0,04",69,"-0,01",83,"-0,17",97,"0,06",79,"1,81",74,4,12,"-1,57","0,34",88,"-0,30",81,"-0,02",84,"0,01",74,"-0,04",88,"-0,22",98,"0,06",79,"-0,15","0,36",82,"-2,66",83
TRÊS MENINAS 128 MAXI 547TE,179995,2014,,P,PO,16507,,1,29,,,,"0,56","0,44",77,"-0,16","0,19",62,4,"0,02",77,"0,02",72,"0,04",71,"0,25",9,"0,04",73,"0,22",78,1,26,"-1,46","0,36",87,"-0,90",83,"0,03",75,"0,01",74,"0,10",55,"0,25",10,"0,03",70,"-0,25","0,39",87,"-2,79",84
DOBLEHACHE 293 BIGUA TE TEHUELCHE,IA1410,2008,,P,IA,15614,,13,133,"-0,22","0,65",23,"-2,69","0,70",94,"-0,62","0,33",72,82,"0,15",33,"0,34",4,"0,25",11,"-0,11",93,"-0,03",38,"-2,55",84,12,105,"-1,91","0,57",90,"-4,59",93,"0,18",31,"0,35",4,"0,29",10,"-0,14",95,"-0,02",48,"-0,63","0,62",97,"-2,85",84
FEDDES BIG SKY R9,IA930,2005,,V,IA,,,8,172,"-2,22","0,71",1,"-0,01","0,72",81,"1,00","0,32",33,108,"-0,07",94,"-0,09",95,"-0,06",92,"0,04",60,"0,14",96,"-4,36",87,8,111,"2,28","0,56",53,"2,26",69,"-0,05",89,"-0,10",96,"-0,03",86,"0,09",43,"0,12",92,"-0,61","0,60",97,"-2,87",84
LAS LILAS 659 MARKER HIGHLITE TEJAS,IA1161,1999,,V,IA,,,15,340,"-0,62","0,75",10,"1,38","0,78",69,"-1,63","0,44",86,235,"-0,07",93,"-0,02",84,"-0,07",94,"-0,01",77,"0,02",63,"-1,19",81,12,283,"0,58","0,68",70,"1,96",71,"-0,06",91,"0,01",73,"-0,02",84,"-0,07",88,"0,07",81,"-0,33","0,67",90,"-2,90",84
TRIARA SLAM DUNK ET 357Y SLAM DUNK,IA1770,2011,,P,IA,22376,,1,23,"-0,08","0,40",31,"-2,93","0,39",95,"0,92","0,05",35,2,"0,04",72,"0,01",75,"-0,03",87,"0,13",29,"0,07",85,"-6,80",91,1,17,"-0,74","0,26",81,"-3,67",91,"0,03",75,"-0,01",80,"-0,09",95,"0,15",27,"0,07",83,"0,57","0,39",25,"-2,94",84
ERRE TE 383 CONDOR EURO TE EURO,IA1886,2011,,P,IA,21177,K,18,135,"0,26","0,67",57,"-1,10","0,67",87,"-2,19","0,13",92,12,"0,06",67,"0,18",27,"0,10",55,"-0,09",92,"0,11",93,"-2,09",83,14,96,"-2,35","0,52",92,"-3,45",91,"0,01",80,"0,08",54,"0,02",75,"-0,16",96,"0,11",90,"0,52","0,59",28,"-3,16",84
RODEIO DO RINCÃO 241 CHANDOCA BRAND TE74,162086,2012,,P,PO,14672,,1,50,"-0,20","0,39",24,"-0,65","0,59",85,"0,42","0,21",44,11,"0,04",74,"0,12",43,"0,05",67,"-0,09",92,"-0,05",34,"-2,05",83,1,36,"-1,28","0,46",85,"-1,93",86,"0,02",77,"0,09",47,"0,03",72,"-0,08",89,"-0,05",35,"-0,07","0,47",75,"-3,25",84
GAP 3635 BEEF BROTHER,135403,2009,,P,PO,2555,,1,47,"0,49","0,60",71,"2,00","0,60",64,"-1,59","0,24",85,13,"-0,04",89,"-0,04",88,"-0,11",97,"-0,11",93,"0,06",81,"1,28",75,1,29,"-1,23","0,45",85,"0,77",76,"-0,04",88,"-0,06",90,"-0,12",96,"-0,15",96,"0,06",80,"-0,26","0,49",87,"-3,33",84
EF COMMANDO 1366,IA1730,2011,,P,IA,16477,,7,27,"-0,85","0,44",6,"-4,57","0,46",98,,,,0,"-0,05",91,"-0,11",96,"-0,13",98,"-0,01",75,"0,00",57,"-13,71",98,5,18,"3,95","0,34",34,"-0,62",82,"0,04",73,"0,01",74,"-0,05",89,"0,04",59,"-0,05",36,"-0,46","0,41",94,"-3,41",84
JUQUIRY BLACK J05 GENERAL TEIC22,171403,2012,,P,PO,18553,,2,42,"0,62","0,35",79,"0,23","0,50",79,"-3,09","0,14",97,13,"0,09",57,"0,07",57,"0,12",45,"0,07",48,"0,10",91,"1,70",74,2,39,"-3,14","0,39",95,"-2,91",89,"0,04",73,"0,04",65,"0,12",48,"0,03",60,"0,10",89,"-0,14","0,41",81,"-3,49",85
LIMESTONE GREAT DIVIDE U254 DIVIDE,IA1118,2008,,P,IA,,M,10,130,"1,47","0,69",98,"1,25","0,69",70,"-1,79","0,27",88,74,"0,08",59,"-0,02",83,"0,13",44,"-0,03",80,"0,05",79,"3,74",68,8,96,"-3,66","0,54",96,"-2,41",87,"0,00",81,"-0,08",94,"0,10",55,"-0,04",80,"0,05",77,"-0,08","0,61",76,"-3,60",85
STRATUM 1333 CREDITO DISCOVERY TE CREDITO,IA1072,2000,,P,IA,,,22,312,"0,47","0,80",70,"-3,34","0,79",96,"1,61","0,44",21,267,"0,08",58,"0,04",67,"0,14",39,"-0,06",87,"0,11",92,"-6,35",90,18,241,"-0,76","0,69",81,"-4,10",92,"0,04",74,"-0,01",80,"0,13",46,"-0,04",83,"0,13",94,"0,19","0,74",54,"-3,62",85
RITO 9M25 OF RITA 5F56 PRED,IA1501,2008,,P,IA,16477,,1,24,"-0,80","0,45",6,"1,96","0,45",64,"-0,05","0,11",54,21,"-0,02",85,"-0,07",91,"-0,10",96,"0,13",30,"-0,01",50,"1,99",73,1,22,"-2,09","0,33",91,"-0,13",80,"-0,07",92,"-0,08",94,"-0,18",99,"0,10",39,"-0,05",36,"0,05","0,35",66,"-3,72",85
RED ROCK STAR 1749 TELLECHEA,176955,2014,,V,PO,18551,,1,63,"-0,12","0,62",29,"-6,49","0,59",99,"-0,79","0,11",74,7,"0,03",77,"0,08",53,"0,09",56,"-0,12",95,"0,15",97,"-15,27",98,1,48,"2,15","0,42",54,"-4,34",93,"0,02",78,"0,10",47,"0,12",49,"-0,13",95,"0,16",97,"0,57","0,46",25,"-3,74",85
