nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
RINCON TE2625 COMPADRON DEL SARANDY,196229,2014,,V,PO,7287,,1,52,"0,61","0,58",78,"5,93","0,58",26,"-2,81","0,12",96,9,"0,20",20,"0,16",32,"0,18",24,"0,10",38,"0,07",84,"18,06",23,1,44,"4,39","0,44",30,"10,31",27,"0,24",17,"0,13",37,"0,23",19,"0,11",36,"0,09",86,"-0,35","0,50",91,"17,05",27
LARSON SUN KING 016,IA1345,2010,,V,IA,14435,M,9,69,"-1,72","0,45",2,"4,53","0,55",39,"-0,58","0,12",71,23,"0,07",66,"0,01",76,"-0,03",86,"0,22",12,"0,07",84,"10,42",46,8,39,"7,77","0,37",8,"12,30",18,"0,10",55,"0,05",61,"0,03",72,"0,20",17,"0,10",89,"0,47","0,46",32,"17,04",27
NET WORTH DE CANTAGALO 3845 MASTER,169670,2013,,P,PO,275,P,3,58,"0,67","0,32",81,"3,79","0,51",46,"1,77","0,22",18,9,"0,14",38,"0,19",24,"0,10",53,"0,12",33,"-0,06",29,"11,22",43,3,52,"5,32","0,42",21,"9,12",32,"0,19",28,"0,25",12,"0,13",47,"0,13",33,"-0,07",27,"0,85","0,49",12,"17,02",28
TRÊS MENINAS 414 SIERRA CUT 847,208188,2017,,P,PO,16507,,1,22,"-0,15","0,21",27,"4,93","0,38",35,,,,0,"0,16",33,"0,14",37,"0,05",68,"0,20",15,"-0,04",35,"14,26",34,1,15,"5,95","0,27",17,"10,88",24,"0,18",29,"0,15",31,"0,05",68,"0,22",14,"-0,08",24,"0,03","0,35",67,"17,02",28
CASTELO TE08,152617,2010,,P,PO,16656,,1,154,"-0,97","0,60",4,"8,31","0,69",11,"-2,50","0,33",94,60,"0,12",45,"0,16",32,"0,14",37,"0,13",30,"-0,06",28,"20,53",17,1,100,"5,07","0,55",24,"13,38",15,"0,13",46,"0,13",37,"0,12",50,"0,12",34,"-0,07",30,"-0,35","0,63",91,"16,96",28
GAP 0E039,296167,2008,,V,PC,2555,,2,211,"0,06","0,76",42,"5,14","0,76",34,"2,34","0,41",10,130,"0,23",14,"0,18",27,"0,07",63,"0,13",31,"-0,01",51,"17,24",25,2,151,"2,25","0,63",53,"7,39",42,"0,21",22,"0,28",9,"0,04",71,"0,15",27,"0,00",57,"0,91","0,69",9,"16,96",28
SAV NET WORTH 4200,IA911,2004,,P,IA,,,105,2887,"0,87","0,90",88,"4,78","0,91",37,"1,58","0,77",22,2567,"0,22",16,"0,16",31,"0,25",12,"0,16",22,"0,03",69,"16,18",28,93,2330,"3,32","0,87",41,"8,09",37,"0,22",21,"0,12",39,"0,26",15,"0,16",25,"0,04",72,"0,55","0,89",26,"16,86",28
S2 BANDO 9074 11063 GAR YIELD GRADE,147099,2011,,P,PO,6667,M,6,25,"-0,31","0,42",18,"4,68","0,51",38,"1,87","0,18",16,9,"0,21",19,"0,20",21,"0,11",48,"-0,03",80,"-0,22",2,"15,41",30,5,18,"3,09","0,39",43,"7,76",39,"0,25",16,"0,17",27,"0,11",54,"0,02",65,"-0,22",3,"0,64","0,47",21,"16,85",28
REDBAR RED LABEL A134 DOSE DUPLA,348547,2011,,V,PC,9271,A,3,54,"0,08","0,54",44,"4,46","0,54",40,"1,37","0,19",25,28,"0,19",23,"0,28",10,"0,26",9,"0,19",17,"-0,16",7,"14,46",34,2,53,"5,26","0,44",22,"9,72",29,"0,21",22,"0,27",10,"0,33",6,"0,19",19,"-0,16",8,"0,02","0,46",68,"16,80",28
CEHDROS HECTOR CACIQUE H01P,207798,2017,,P,PO,17029,,1,20,"0,74","0,33",85,"5,00","0,34",35,,,,0,"0,13",40,"0,15",34,"0,05",69,"0,06",52,"-0,01",51,"13,69",36,1,11,"5,08","0,24",24,"10,08",28,"0,15",41,"0,14",35,"0,06",65,"0,05",54,"-0,03",43,"0,70","0,28",18,"16,78",28
SANTA JOANA 2262,398965,2015,,V,PC,15398,,3,75,"0,32","0,38",61,"4,43","0,57",40,"3,24","0,10",4,1,"0,08",61,"0,06",60,"0,08",59,"0,09",44,"-0,01",49,"10,56",45,3,55,"7,72","0,42",8,"12,15",19,"0,10",55,"0,12",38,"0,12",50,"0,10",40,"-0,02",46,"0,30","0,45",44,"16,59",28
MAR RESPOND 1734,IA1073,2014,,P,IA,16477,,4,20,"0,63","0,37",79,"4,66","0,38",38,"-1,71","0,12",87,3,"0,15",36,"0,05",64,"0,01",80,"0,14",27,"-0,09",19,"13,39",37,2,9,"5,44","0,27",20,"10,10",28,"0,20",25,"0,06",57,"0,03",74,"0,14",29,"-0,09",21,"0,14","0,22",59,"16,55",29
DOS TAPES BW306,182595,2014,,P,PO,5949,,1,42,"-0,02","0,32",36,"5,39","0,48",31,"2,28","0,14",11,4,"0,26",10,"0,12",43,"0,19",21,"0,05",55,"-0,01",48,"18,79",20,1,39,"2,57","0,38",50,"7,96",38,"0,25",15,"0,07",56,"0,16",35,"0,03",63,"-0,00",56,"0,06","0,46",65,"16,53",29
TÓLIO TE411 BRIGADIER WIDESPREAD ELOGIO,182314,2014,,V,PO,14838,,1,22,"-0,35","0,49",17,"4,57","0,51",39,"-1,63","0,21",86,1,"0,20",20,"0,17",28,"0,17",27,"0,19",18,"0,05",77,"15,04",32,1,20,"3,34","0,42",41,"7,91",38,"0,25",16,"0,19",22,"0,26",15,"0,14",28,"0,03",69,"0,45","0,47",33,"16,53",29
SÃO XAVIER 1389 FOGÓN TE,155596,2011,,P,PO,508,,1,69,"-0,50","0,51",12,"7,81","0,59",13,"-3,16","0,23",98,27,"0,05",71,"0,02",74,"0,03",74,"0,06",50,"0,14",97,"17,01",25,1,45,"6,08","0,43",16,"13,88",13,"0,09",59,"0,04",65,"0,06",66,"0,13",30,"0,17",97,"-0,03","0,51",71,"16,45",29
COCKBURN RIBEYE 308U,IA1304,2008,,V,IA,17737,,5,79,"0,48","0,56",70,"6,35","0,59",22,"-1,61","0,14",86,30,"0,12",46,"-0,31",99,"0,05",67,"0,36",2,"0,31",99,"16,19",28,5,66,"2,78","0,46",47,"9,13",32,"0,17",34,"-0,32",99,"0,13",47,"0,38",2,"0,26",99,"1,06","0,45",5,"16,44",29
GUE-GLEN NORTE REGALON,IA1008,2002,,P,IA,,,8,48,"0,01","0,56",38,"5,55","0,60",30,"1,28","0,32",27,57,"0,19",24,"0,31",7,"0,25",10,"0,01",70,"0,03",71,"16,78",26,7,41,"2,25","0,50",53,"7,80",39,"0,25",16,"0,40",2,"0,33",6,"0,02",63,"0,03",70,"0,60","0,55",23,"16,36",29
SANTA EULÁLIA NET WORTH TE1352 MANDRAKE,204162,2016,,P,PO,95,P,3,38,"-0,03","0,32",35,"7,02","0,44",18,,,,0,"0,13",41,"0,14",37,"0,23",14,"0,08",47,"-0,06",30,"18,09",22,2,35,"3,96","0,37",34,"10,98",24,"0,14",42,"0,12",38,"0,25",16,"0,08",44,"-0,07",29,"0,29","0,34",45,"16,35",29
QUIRÍ N18,73396,1994,,V,PC,92,,10,324,"1,37","0,77",97,"2,45","0,80",60,"1,59","0,56",22,326,"0,13",43,"0,09",51,"0,18",26,"0,12",32,"0,10",92,"7,86",54,8,211,"7,26","0,70",10,"9,71",29,"0,17",32,"0,19",21,"0,29",9,"0,11",38,"0,12",92,"0,40","0,71",36,"16,33",29
SANTA JOANA 49,185560,2014,,P,PO,15398,,2,93,"0,49","0,64",71,"9,92","0,63",6,"3,88","0,18",2,6,"0,03",76,"0,19",23,"-0,03",86,"-0,04",83,"-0,19",4,"21,11",16,2,85,"3,47","0,51",40,"13,39",15,"0,05",68,"0,14",35,"-0,03",86,"0,05",55,"-0,20",5,"0,58","0,61",25,"16,22",29
GAP 3677-2937 EXTRA,135443,2009,,P,PO,2555,,2,273,"0,03","0,78",40,"5,72","0,77",28,"-4,82","0,40",99,132,"0,11",48,"0,08",54,"0,03",75,"-0,13",96,"-0,06",30,"14,62",33,2,191,"3,95","0,64",34,"9,67",30,"0,15",41,"0,14",34,"0,00",79,"-0,13",94,"-0,09",21,"0,84","0,70",12,"16,16",30
CIA.AZUL 3118 RESOURCE PAYADOR,188328,2015,,P,PO,8538,,1,45,"-0,28","0,58",20,"5,29","0,58",32,,,,0,"0,13",42,"0,18",26,"0,23",14,"0,04",60,"-0,09",18,"14,14",35,1,26,"5,57","0,43",19,"10,86",24,"0,16",35,"0,15",31,"0,25",16,"0,01",67,"-0,09",21,"0,07","0,48",64,"16,14",30
TRADIÇÃO 2514,426845,2018,,P,PC,3638,,1,23,"0,65","0,42",80,"3,21","0,42",51,,,,0,"0,19",23,"0,21",20,"0,19",23,,,"0,00",57,"11,68",42,,0,"4,20","0,25",32,"7,41",41,"0,16",35,"0,17",25,"0,17",34,,,"0,01",58,"1,07","0,31",5,"16,13",30
RED RRAR PALERMO 20Y,IA1573,2011,,V,IA,16783,,2,39,"0,04","0,52",41,"-3,05","0,51",95,"-0,35","0,12",67,26,"0,17",28,"0,13",39,"0,10",53,"-0,08",90,"-0,06",27,"-2,77",84,2,31,"9,04","0,34",5,"5,99",49,"0,30",8,"0,20",19,"0,23",20,"-0,01",73,"-0,08",26,"0,60","0,37",23,"16,12",30
MCPHEE TROPHY 36,IA1817,2013,,V,IA,22574,,3,33,"0,48","0,36",71,"3,74","0,39",47,"1,37","0,10",25,6,"0,14",38,"-0,06",91,"0,04",71,"-0,02",79,"-0,09",19,"11,10",44,3,26,"6,19","0,28",15,"9,93",28,"0,18",30,"-0,05",89,"0,06",66,"-0,01",74,"-0,08",25,"0,18","0,36",54,"16,07",30
SAV 004 DENSITY 4336 DENSITY,IA982,2004,,P,IA,,,59,1047,"0,76","0,86",85,"4,45","0,87",40,"-0,55","0,63",70,889,"0,19",22,"0,14",37,"0,20",19,"0,09",43,"-0,06",30,"14,50",33,52,803,"3,89","0,80",35,"8,33",36,"0,23",19,"0,17",27,"0,22",22,"0,12",35,"-0,07",28,"0,25","0,83",49,"16,03",30
LEACHMAN SHARPSHOOTER 1369,90492,1998,,V,PO,7992,,26,329,"-0,21","0,74",24,"8,29","0,78",11,"0,26","0,55",47,439,"0,13",42,"0,17",28,"0,10",54,"0,15",26,"-0,02",46,"20,84",16,23,250,"3,23","0,69",42,"11,52",21,"0,14",44,"0,16",29,"0,11",51,"0,17",23,"-0,05",36,"0,06","0,72",65,"16,03",30
RED TER RON PARKER 34A,IA1889,2013,,P,IA,22965,,3,66,"2,06","0,58",99,"6,09","0,59",25,"0,67","0,02",40,1,"0,27",8,"0,26",12,"0,23",14,"0,11",36,"0,19",99,"20,76",17,3,41,"-1,21","0,39",84,"4,88",56,"0,26",13,"0,20",20,"0,24",17,"0,09",42,"0,20",99,"1,16","0,46",3,"15,98",30
SANTA AMÉLIA 7032 SAV RADIANCE 0801,412669,2017,,P,PC,33,,1,29,"0,16","0,38",49,"3,13","0,41",52,,,,0,"0,18",26,"0,23",16,"0,22",15,"0,03",63,"0,08",89,"11,15",44,1,30,"5,07","0,33",24,"8,20",36,"0,24",17,"0,26",11,"0,30",8,"0,04",56,"0,10",90,"0,20","0,41",53,"15,94",30
SANTA JOANA NET WORTH,166648,2012,,P,PO,15398,,3,61,"1,86","0,58",99,"5,69","0,58",28,"1,39","0,26",25,31,"0,12",46,"0,11",45,"0,12",46,"0,02",68,"0,11",92,"14,72",33,2,46,"4,85","0,45",26,"10,54",25,"0,12",49,"0,12",40,"0,14",43,"0,03",62,"0,13",94,"0,48","0,52",31,"15,92",30
SAC CONVERSATION,IA1660,2013,,P,IA,4568,M,6,47,"-0,62","0,52",9,"6,42","0,52",21,,,,0,"0,22",17,"0,18",27,"0,23",13,"0,16",24,"-0,09",19,"19,55",19,4,34,"0,67","0,37",69,"7,09",43,"0,26",14,"0,21",18,"0,27",12,"0,16",25,"-0,14",10,"0,58","0,38",24,"15,91",31
CIA.AZUL 1118 F.ANSWER ZORZAL WOLF,138031,2009,,P,PO,8538,P,10,340,"-0,61","0,77",10,"4,80","0,79",37,"1,86","0,38",17,100,"0,20",22,"0,18",27,"0,19",22,"0,10",40,"-0,10",16,"15,37",31,9,253,"1,88","0,67",57,"6,68",46,"0,13",45,"0,09",47,"0,17",34,"0,02",65,"-0,13",13,"1,55","0,71",1,"15,86",31
QUAKER HILL DEACON 5EX6 DEACON,IA1888,2015,,P,IA,22520,G,4,33,"0,90","0,37",89,"5,83","0,46",27,,,,0,"0,01",82,"-0,02",82,"-0,06",92,"0,24",9,"0,04",75,"11,26",43,3,14,"6,77","0,27",12,"12,61",17,"0,01",80,"-0,07",92,"-0,13",97,"0,26",9,"0,02",66,"1,01","0,33",7,"15,84",31
RINCON 2583 CANDELERO DEL SARANDY,188265,2014,,P,PO,7287,,1,23,"1,06","0,46",93,"5,62","0,45",29,"-1,04","0,18",78,3,"0,20",20,"0,20",22,"0,18",25,"0,05",55,"0,04",72,"17,43",24,1,17,"2,57","0,36",50,"8,19",36,"0,16",35,"0,17",28,"0,21",23,"0,04",57,"0,04",73,"0,65","0,39",20,"15,84",31
KCF BENNETT FORTRESS,IA1532,2011,,P,IA,4568,,2,26,"0,10","0,30",45,"2,78","0,42",57,,,,0,"0,14",39,"0,05",65,"0,13",43,"0,09",41,"0,03",71,"8,91",51,2,20,"6,81","0,31",12,"9,59",30,"0,19",28,"0,07",55,"0,14",44,"0,12",35,"-0,03",41,"0,13","0,36",59,"15,82",31
SAV BEST INTEREST 0136,IA1538,2010,,P,IA,16477,,10,87,"1,28","0,61",96,"5,14","0,64",34,"1,87","0,26",16,33,"0,20",22,"0,08",54,"0,19",23,"0,20",16,"0,03",69,"16,10",28,9,59,"3,24","0,51",42,"8,38",35,"0,16",36,"0,05",61,"0,22",23,"0,14",29,"0,05",77,"0,59","0,57",24,"15,80",31
TRADIÇÃO 1933,372893,2012,,P,PC,3638,,1,70,"0,30","0,47",60,"1,29","0,61",70,"-0,36","0,19",67,12,"0,25",12,"0,10",47,"0,26",10,,,"-0,02",43,"9,39",49,1,68,"4,86","0,50",26,"6,15",48,"0,22",20,"0,04",64,"0,21",23,,,"-0,00",55,"0,58","0,57",25,"15,73",31
QUIRI R065,389313,2013,,V,PC,92,,2,53,"-0,38","0,60",16,"6,83","0,59",19,"-1,95","0,20",90,10,"0,30",6,"0,26",12,"0,27",8,"0,14",27,"0,02",62,"23,13",12,2,23,"0,41","0,42",71,"7,24",42,"0,28",10,"0,21",17,"0,27",13,"0,10",39,"0,04",73,"-0,30","0,51",89,"15,61",31
UMBU 2962 1296 HEADLINER,196732,2016,,P,PO,99,,1,28,"-0,52","0,52",11,"5,77","0,50",28,,,,0,"0,17",30,"0,12",42,"0,16",31,"0,15",27,"0,03",71,"16,45",27,1,3,"4,02","0,31",33,"9,80",29,"0,19",28,"0,14",34,"0,17",32,"0,14",29,"0,03",70,"-0,04","0,36",72,"15,58",31
TRES MARIAS 9849 CACHAFAS 7238 TE SULTAN,IA1844,2013,,P,IA,5150,K,9,87,"-0,68","0,60",8,"5,24","0,62",32,"-1,42","0,10",83,2,"0,10",52,"0,24",15,"0,20",19,"-0,10",92,"-0,01",48,"13,13",38,8,39,"4,82","0,41",26,"10,05",28,"0,11",51,"0,21",18,"0,21",25,"-0,04",81,"-0,03",42,"0,70","0,46",17,"15,54",32
LEACHMAN GRAND CANYON 1244G,IA576,1997,,V,IA,,,22,183,"-0,01","0,75",37,"7,12","0,77",17,"-0,79","0,56",74,294,"0,09",56,"0,08",56,"0,07",63,"0,10",40,"0,01",60,"17,01",25,21,155,"4,55","0,69",29,"11,67",21,"0,15",40,"0,05",61,"0,17",33,"0,13",32,"0,10",89,"-0,08","0,71",76,"15,52",32
CIA.AZUL 0474-C0134 PANHANDLE,110164,2005,,V,PO,8538,,3,212,"1,08","0,76",93,"3,53","0,76",49,"-5,83","0,44",99,180,"0,10",55,"0,25",14,"0,36",3,"-0,01",76,"-0,00",54,"9,15",50,3,147,"7,62","0,64",8,"11,14",23,"0,17",32,"0,35",4,"0,52",1,"0,06",52,"-0,03",41,"-0,27","0,67",87,"15,47",32
GAP C035,334233,2010,,V,PC,2555,,1,217,"0,59","0,76",76,"4,00","0,75",44,"1,30","0,31",26,66,"0,26",11,"0,11",46,"0,19",22,"0,23",11,"0,02",67,"15,59",30,1,168,"1,93","0,63",56,"5,93",50,"0,21",22,"0,12",41,"0,23",19,"0,28",7,"0,01",58,"0,77","0,68",14,"15,41",32
LEACHMAN MAJOR LEAGUE A502M,IA762,2002,,V,IA,,,25,373,"-0,12","0,78",29,"6,43","0,79",21,"-0,57","0,50",71,241,"0,08",63,"0,07",60,"0,05",70,"0,11",36,"-0,00",54,"14,86",32,19,271,"5,03","0,69",24,"11,46",22,"0,16",36,"0,07",56,"0,09",57,"0,17",22,"-0,02",45,"-0,03","0,70",71,"15,38",32
RECONQUISTA TE2344 VAMP CANDELERO M.BEEF,181404,2014,,P,PO,155,,2,40,"0,36","0,43",63,"4,97","0,47",35,"0,49","0,29",43,6,"0,13",41,"0,19",25,"0,21",18,"0,05",54,"0,04",74,"13,61",36,1,24,"4,69","0,40",27,"9,66",30,"0,15",39,"0,17",26,"0,23",20,"0,11",36,"0,04",71,"0,34","0,39",41,"15,37",32
TRADIÇÃO T69,190735,2015,,P,PO,3638,,1,65,"0,86","0,57",88,"8,04","0,60",12,,,,0,"0,11",49,"0,21",20,"0,17",28,,,"0,05",76,"19,66",19,1,60,"4,48","0,51",29,"12,52",18,"0,07",65,"0,08",52,"0,10",55,,,"0,07",81,"-0,11","0,59",78,"15,35",32
EARLEY DATELINE 2M,IA812,2002,,P,IA,,,7,81,"0,61","0,64",78,"4,86","0,65",36,"0,82","0,28",36,55,"0,07",66,"-0,08",94,"0,06",65,"0,21",14,"-0,07",25,"11,13",44,7,66,"5,74","0,52",18,"10,61",25,"0,17",34,"-0,04",86,"0,11",53,"0,20",17,"-0,11",18,"0,24","0,59",50,"15,28",33
CONNEALY FINAL SOLUTION,IA1610,2009,,P,IA,13096,,2,32,,,,"6,15","0,33",24,"0,47","0,06",43,10,"0,06",68,"-0,02",83,"0,00",80,"0,18",19,"-0,05",31,"13,85",36,1,19,"4,88","0,20",26,"11,03",24,"0,08",61,"0,00",76,"-0,04",87,"0,24",11,,,"0,66","0,26",19,"15,18",33
SAV BRILLIANCE 8077,IA1222,2008,,P,IA,,,39,568,"-0,25","0,83",21,"6,57","0,83",20,"3,81","0,51",2,275,"0,19",23,"0,16",31,"0,18",24,"0,11",36,"-0,09",18,"19,10",20,32,452,"0,43","0,75",71,"7,00",44,"0,20",24,"0,05",63,"0,18",32,"0,10",40,"-0,10",19,"0,85","0,80",12,"15,14",33
SANTA SERGIA LUQUENSE MISTER 3256,196600,2013,,V,PO,19692,,4,117,"0,19","0,62",51,"5,84","0,62",27,,,,0,"0,32",5,"0,50",1,"0,40",1,"0,04",57,"0,02",64,"21,67",14,4,42,"-1,93","0,38",90,"3,91",61,"0,28",10,"0,40",2,"0,32",6,"-0,02",75,"0,01",61,"0,83","0,49",12,"15,10",33
JF PIRATINIZINHO 194 TANQUE,390358,2015,,V,PC,18778,,1,37,"2,44","0,52",99,"6,77","0,51",19,"-1,94","0,14",90,4,"0,23",15,"0,18",25,"0,25",11,"0,20",15,"0,21",99,"20,66",17,1,28,"1,23","0,39",63,"8,00",38,"0,25",16,"0,18",23,"0,31",7,"0,23",12,"0,20",99,"-0,18","0,42",84,"14,96",33
SÃO XAVIER 1825 JAGÜEL TE,184890,2014,,P,PO,508,,1,20,"1,26","0,45",96,"2,26","0,48",61,"0,76","0,20",37,1,"0,12",44,"0,01",75,"0,14",38,"0,22",11,"0,00",57,"7,34",56,1,15,"6,95","0,39",11,"9,21",31,"0,14",42,"0,02",72,"0,17",34,"0,22",13,"0,00",56,"0,31","0,45",43,"14,91",33
SANTO ANTÃO PENDLETON 692,156957,2012,,P,PO,14982,,1,38,"-0,84","0,33",6,"6,13","0,57",24,"1,01","0,20",33,6,"0,32",4,"0,26",13,"0,44",1,"0,11",35,"0,11",93,"22,50",13,1,32,"-0,81","0,46",81,"5,31",53,"0,25",15,"0,06",57,"0,40",3,"0,04",58,"0,08",84,"0,30","0,52",44,"14,91",33
MAYA 97 ELEUTÉRIO BRIGADIER CAMÉLIA,128233,2008,,V,PO,15958,,4,27,"0,24","0,46",55,"5,96","0,46",26,"-2,78","0,20",96,16,"0,20",20,"0,19",24,"0,25",11,"0,15",25,"0,06",82,"18,12",22,3,19,"1,11","0,36",64,"7,07",43,"0,19",27,"0,20",20,"0,28",11,"0,13",33,"0,08",85,"0,67","0,43",19,"14,86",34
INDIO NUEVO 419 DIFERENTE 28 T/E,IA2045,2016,,P,IA,23718,,3,82,"0,28","0,62",58,"4,85","0,60",36,,,,0,"0,14",38,"0,20",23,"0,16",30,"0,05",57,"-0,02",43,"13,51",37,2,28,"2,69","0,37",48,"7,54",41,"0,18",30,"0,17",27,"0,18",31,"0,03",61,"0,01",59,"0,90","0,35",9,"14,83",34
SAV IRON MOUNTAIN 8066,IA1250,2008,,P,IA,,,27,375,"0,77","0,76",86,"4,77","0,79",37,"-0,01","0,43",52,175,"0,18",25,"0,12",42,"0,11",47,"0,24",9,"0,07",84,"14,85",33,22,226,"2,80","0,65",47,"7,58",40,"0,18",31,"0,06",58,"0,09",59,"0,22",13,"0,05",76,"0,57","0,72",25,"14,80",34
PA SAFEGUARD 021,204579,2010,,P,PO,22302,,3,137,"-0,12","0,68",29,"0,81","0,67",75,"2,76","0,11",7,8,"-0,01",85,"-0,04",88,"-0,10",96,"0,11",36,"-0,22",2,"-0,40",79,3,105,"9,56","0,51",4,"10,37",26,"0,12",50,"0,05",61,"0,01",77,"0,24",11,"-0,29",1,"0,73","0,65",16,"14,78",34
MAUFER FALSARIO 0177FIV FLORICE ZORZAL,165397,2013,,P,PO,17034,,2,20,"0,77","0,43",86,"4,83","0,42",36,"-2,61","0,19",95,5,"0,21",19,"0,01",76,"0,08",59,"0,12",33,"-0,01",48,"15,70",29,1,13,"2,60","0,32",49,"7,42",41,"0,21",23,"-0,01",80,"0,07",64,"0,10",39,"-0,01",49,"0,26","0,33",48,"14,75",34
GAP 3981,145903,2010,,P,PO,2555,,1,89,"-0,06","0,67",33,"3,90","0,66",45,"-1,89","0,24",89,40,"0,14",38,"0,08",54,"-0,13",98,,,"0,02",65,"11,44",43,1,53,"5,63","0,49",19,"9,53",30,"0,15",39,"0,04",64,"-0,14",97,,,"0,01",62,"0,05","0,52",66,"14,73",34
RITO 9FB3 OF 5H11 FULLBACK,IA368,1989,,P,IA,,M,19,193,"1,17","0,67",94,"4,32","0,74",41,"1,52","0,49",23,301,"0,23",14,"0,20",23,"0,28",7,"0,14",29,"-0,08",21,"15,52",30,19,180,"3,77","0,65",36,"8,10",37,"0,10",57,"0,10",45,"0,22",21,"0,12",35,"-0,09",21,"0,38","0,68",38,"14,62",34
BASCO SUEZ YESQUERO 1253TE,215880,2017,,V,PO,4074,,1,20,"1,72","0,47",99,"5,04","0,46",34,,,,0,"0,23",15,"0,17",28,"0,17",29,"0,20",15,"-0,03",39,"16,90",26,1,10,"0,42","0,31",71,"5,46",52,"0,23",19,"0,17",27,"0,16",36,"0,22",13,"-0,05",35,"0,85","0,26",11,"14,61",35
TÓLIO TE402 BRAND NAME TRAVELER ECLIPSE,181338,2014,,P,PO,14838,,4,40,"-0,14","0,57",27,"3,50","0,58",49,"2,29","0,19",11,3,"0,25",12,"0,23",17,"0,20",19,"0,20",15,"0,07",84,"14,24",34,2,25,"1,60","0,44",60,"5,10",54,"0,22",20,"0,16",29,"0,20",26,"0,22",13,"0,07",81,"0,77","0,52",14,"14,56",35
SANTA JOANA 1023 GRAN LIDER,279582,2007,,P,PC,15398,L,3,74,"-0,08","0,64",32,"3,45","0,64",50,"0,68","0,33",39,104,"0,28",8,"0,50",1,"0,38",2,"0,05",54,"0,07",83,"15,12",31,3,60,"3,88","0,52",35,"7,32",42,"0,29",9,"0,52",1,"0,47",1,"0,05",53,"0,07",83,"-0,87","0,56",99,"14,55",35
EF PRESIDIO 9001,IA1327,2009,,P,IA,17737,,3,23,"-0,94","0,38",5,"4,21","0,42",42,"1,09","0,03",30,4,"0,19",22,"0,16",32,"0,17",26,"0,09",43,"-0,13",10,"13,99",35,3,22,"4,12","0,30",32,"8,33",36,"0,20",26,"0,18",24,"0,18",30,"0,10",40,"-0,15",9,"-0,11","0,38",79,"14,55",35
RUBETA 3910 GRINGO TE GRINGO,IA1005,2003,,P,IA,,,14,278,"1,27","0,75",96,"3,92","0,76",45,"-1,69","0,45",87,261,"0,14",37,"0,20",22,"0,15",34,"0,21",13,"-0,07",26,"11,64",42,12,233,"4,50","0,66",29,"8,42",35,"0,16",36,"0,14",34,"0,20",26,"0,21",15,"-0,09",22,"0,40","0,72",36,"14,50",35
TRADIÇÃO 2450 XAVANTE,418278,2017,,P,PC,3638,P,3,27,"0,82","0,41",87,"1,76","0,48",66,,,,0,"0,15",34,"0,28",10,"0,12",44,"0,00",73,"-0,05",34,"7,15",57,3,13,"5,23","0,33",22,"6,99",44,"0,21",22,"0,32",6,"0,17",34,"-0,01",74,"-0,06",32,"0,52","0,36",28,"14,49",35
SANTO ANTÃO DON LEO 703,156967,2012,,P,PO,14982,,1,40,"-0,32","0,32",18,"4,27","0,58",41,"-0,06","0,22",54,8,"0,13",40,"0,24",16,"0,13",41,"0,00",73,"-0,03",39,"12,11",41,1,32,"3,34","0,46",41,"7,62",40,"0,16",35,"0,24",14,"0,16",36,"0,00",69,"-0,03",43,"0,80","0,53",13,"14,43",35
INHANDUÍ 1349 DON LEO DENSITY,170423,2013,,P,PO,8386,,1,40,"0,43","0,50",68,"3,27","0,48",51,"0,10","0,17",50,11,"0,18",26,"0,07",58,"0,11",50,"0,17",21,"-0,16",6,"11,40",43,1,12,"3,14","0,34",42,"6,41",47,"0,23",19,"0,09",48,"0,15",39,"0,24",11,"-0,20",4,"0,56","0,40",26,"14,42",35
CIA.AZUL 1282 NET WORTH WIDESPREAD,149256,2010,,P,PO,8538,T,2,62,"0,23","0,61",55,"4,59","0,62",38,"-1,15","0,35",79,57,"0,14",40,"-0,06",91,"0,06",66,"0,19",18,"-0,01",52,"12,83",39,2,45,"4,27","0,51",31,"8,86",33,"0,18",29,"-0,04",87,"0,07",65,"0,21",15,"-0,03",41,"0,11","0,53",61,"14,39",35
RECONQUISTA 1301 NACO CACHAFAZ FENOMENA,122718,2007,,V,PO,155,,13,65,"0,69","0,59",82,"6,74","0,60",19,"-2,62","0,37",95,113,"0,16",31,"0,20",21,"0,22",15,"0,09",43,"0,06",80,"18,53",21,10,30,"3,25","0,48",42,"9,99",28,"0,16",37,"0,24",14,"0,20",26,"0,13",32,"0,07",83,"-0,33","0,52",90,"14,31",36
