nome_touro,registro,ano_nasc,var_mocha,geracao,grau_sangue,raca2_marcador,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
GAP TORNADO Z217,33349,2003,,3G,3/8,NE,P,PS,23388,Y,3,35,"-0,94","0,24",5,"-3,09","0,51",81,"-0,48","0,06",85,20,"-0,11",93,"0,03",57,"0,08",34,"-0,12",84,"0,10",96,,89,3,20,"1,57","0,34",26,"-1,51",58,"-0,12",93,"0,09",34,"0,08",31,"-0,13",87,"0,12",98,"0,24","0,35",35,"-6,47",73
JMT ZARCO 9861,91830,2013,,4G,3/8,NE,P,PS,15813,,5,220,"0,07","0,68",59,"-1,20","0,71",64,"0,01","0,12",43,5,"-0,04",76,"-0,03",78,"-0,01",67,"0,07",21,"0,02",75,,68,4,150,"-1,84","0,56",71,"-3,03",67,"-0,04",73,"-0,06",84,"-0,04",77,"0,06",24,"0,02",77,"0,02","0,64",57,"-6,63",73
JUQUIRY 6024,93183,2012,,3G,3/8,NE,V,PS,18553,,1,28,"-0,07","0,42",47,"-0,76","0,45",58,"0,94","0,07",18,10,"-0,00",59,"-0,03",78,"0,03",50,"-0,01",45,"0,02",75,,59,1,26,"-3,03","0,35",84,"-3,79",73,"-0,01",60,"-0,06",85,"-0,02",67,"0,04",29,"0,01",76,"-0,09","0,23",68,"-6,67",73
BRANGUS BRASIL O386 MANANCIAL,96980,2013,,3G,3/8,NE,V,PS,7594,,2,96,"-0,65","0,56",11,"-4,20","0,59",89,"-0,19","0,12",77,9,"0,07",30,"0,07",43,"0,10",27,"0,02",33,"0,14",99,,80,2,47,"-2,25","0,41",77,"-6,44",86,"0,09",29,"0,05",49,"0,10",27,"-0,00",43,"0,11",98,"-0,19","0,28",78,"-6,68",74
OLHOS D'AGUA ELEGIDO 4G 7846 TE,95169,2013,,4G,3/8,NE,P,PS,73,,1,23,"0,41","0,47",79,"-0,56","0,47",56,"1,39","0,12",10,4,"-0,06",82,"0,03",59,"0,01",58,"-0,12",86,"-0,08",15,,65,1,21,"-0,55","0,36",51,"-1,11",54,"-0,09",90,"0,07",40,"-0,03",71,"-0,13",87,"-0,07",18,"-0,34","0,39",87,"-6,71",74
GARRET OF BRINKS 789P,IA9686098,2004,,4G,3/8,NE,P,E,23805,,2,77,,,,"-5,77","0,57",95,"1,36","0,15",11,69,"-0,15",97,"-0,39",99,"-0,47",99,"-0,03",56,"0,00",67,,97,2,14,"2,87","0,31",14,"-2,91",66,"-0,12",93,"-0,26",99,"-0,43",99,"0,01",37,"0,01",74,"0,78","0,42",9,"-7,03",74
J.M.T. 9933,101854,2013,,2G,3/8,NE,P,PS,15813,,1,23,"-0,30","0,40",29,"0,09","0,39",49,"-0,20","0,01",77,3,"-0,09",90,"0,12",25,"0,10",26,"-0,11",84,"-0,01",53,,63,1,22,"-1,42","0,29",65,"-1,33",57,"-0,08",88,"0,13",19,"0,11",25,"-0,11",82,"-0,01",57,"-0,27","0,32",83,"-7,34",75
BRANGUS BRASIL J320 MANACIAL,61861,2008,,3G,3/8,NE,V,PS,7594,,1,35,"1,04","0,34",95,"-5,09","0,48",93,"-0,89","0,03",90,5,"0,02",50,"-0,09",89,"-0,03",73,"-0,04",63,"-0,03",37,,89,1,20,"-1,99","0,30",74,"-7,09",89,"0,05",40,"-0,05",84,"-0,02",70,"-0,06",66,"-0,05",31,"0,43","0,15",23,"-7,42",75
TILITA ÑATITO 1256 TE ARANGÁ,IA121179,2007,,4G,3/8,NE,P,E,,T,6,115,"-1,67","0,62",1,"-3,04","0,66",80,"-0,85","0,12",90,40,"-0,07",86,"-0,01",71,"-0,04",82,"-0,36",99,"-0,15",3,,85,5,84,"-0,27","0,52",47,"-3,32",70,"-0,04",75,"0,08",38,"0,05",42,"-0,36",99,"-0,15",4,"-0,04","0,57",63,"-7,60",76
EBANO 2867 ÑATITO,IA32203,1997,,3G,3/8,NE,P,E,23805,,6,111,"0,01","0,65",55,"-3,32","0,69",84,"0,74","0,28",22,74,"0,04",43,"0,36",2,"0,20",9,"-0,35",99,"-0,14",4,,77,6,74,"-2,75","0,56",82,"-6,07",85,"0,11",21,"0,40",1,"0,27",5,"-0,35",99,"-0,08",14,"-0,57","0,60",95,"-7,72",76
UMBU 2568,33526,2003,,4G,3/8,NE,V,PS,99,,4,224,"0,10","0,73",61,"3,62","0,73",18,"-5,74","0,32",99,117,"0,14",15,"0,13",23,"0,10",27,"0,08",18,"0,06",89,,14,3,175,"-10,62","0,60",99,"-6,99",88,"-0,04",74,"-0,05",84,"-0,07",86,"-0,03",55,"0,04",86,"0,55","0,63",18,"-7,73",76
RINCON TE478 DON CIRIACO DEL SARANDY,120469,2014,,5G,3/8,NE,V,PS,7287,,1,44,"-0,11","0,55",43,"-1,02","0,54",62,"1,61","0,15",8,12,"0,02",49,"0,08",39,"0,11",23,"-0,13",87,"0,04",84,,58,1,37,"-3,76","0,43",91,"-4,78",79,"0,00",57,"0,06",44,"0,12",23,"-0,11",81,"0,01",75,"-0,27","0,51",83,"-7,94",77
JUNCO 38P 6650 REI ARTHUR,225258,2003,,4G,3/8,NE,V,PS,21499,,2,57,"-1,06","0,16",4,"-0,89","0,51",60,"-0,30","0,13",81,37,"-0,07",86,"-0,07",87,"-0,02",71,"0,02",34,"0,01",70,,71,2,28,"-2,54","0,33",80,"-3,43",71,"-0,08",88,"-0,08",88,"-0,02",68,"-0,01",45,"0,02",78,"0,18","0,15",40,"-8,32",78
JUQUIRY BLACK TE6396 PIRULIN 6070,115685,2015,,3G,3/8,NE,P,PS,18553,,1,44,"-1,17","0,47",3,"-6,30","0,51",96,,,,,"0,02",51,"0,09",34,"0,11",22,"-0,09",77,"-0,02",44,,92,1,33,"-2,54","0,39",80,"-8,84",93,"0,02",49,"0,14",18,"0,13",21,"-0,03",59,"-0,07",21,"0,95","0,43",6,"-8,49",78
JUQUIRY RED FIV 6380 RED BULL 4821,105430,2015,,3G,3/8,NE,V,PS,18553,,1,20,"-1,27","0,35",3,"-2,59","0,40",77,,,,,"0,03",46,"0,05",50,"0,07",35,"0,04",27,"0,15",99,,72,1,15,"-2,82","0,30",83,"-5,41",82,"-0,02",65,"-0,01",69,"-0,02",69,"0,03",31,"0,18",99,"-0,21","0,26",79,"-8,50",78
TRADIÇÃO MT GUARANI 4G 350TE,96699,2012,,4G,3/8,NE,P,PS,23242,,1,65,"-0,51","0,59",17,"-2,81","0,57",79,"2,71","0,12",1,13,"-0,11",92,"0,06",49,"-0,04",79,"-0,17",94,"-0,14",3,,86,1,9,"-0,66","0,32",54,"-3,46",71,"-0,08",87,"0,08",37,"-0,04",78,"-0,14",89,"-0,12",6,"0,21","0,29",37,"-8,51",78
JUQUIRY TE 6070 SENSATION,89846,2013,,2G,3/8,NE,V,PS,18553,,3,271,"-1,00","0,66",4,"-3,49","0,75",86,"-2,89","0,10",99,21,"0,06",35,"0,18",12,"0,12",20,"-0,17",93,"0,04",84,,75,4,237,"-5,52","0,64",97,"-9,01",94,"0,07",36,"0,13",21,"0,07",37,"-0,12",86,"0,02",79,"0,63","0,68",15,"-8,52",78
JUQUIRY MR IDEAL 4828,69364,2009,,3G,3/8,NE,V,PS,77,,1,27,"0,01","0,29",55,"-2,36","0,42",74,"-0,25","0,02",80,4,"-0,05",79,"-0,16",96,"-0,06",87,"0,02",32,"-0,02",44,,80,1,27,"-1,39","0,31",64,"-3,75",72,"-0,07",85,"-0,13",95,"-0,08",87,"-0,02",52,"-0,04",36,"-0,20","0,21",78,"-8,89",79
J.M.T 10217,101864,2013,,2G,3/8,NE,P,PS,15813,,1,33,"-0,52","0,42",17,"-1,72","0,41",70,,,,,"-0,01",64,"-0,16",96,"0,04",47,"-0,09",77,"-0,05",29,,70,1,33,"-1,94","0,31",72,"-3,66",72,"-0,07",83,"-0,14",96,"-0,01",66,"-0,11",84,"-0,05",27,"-0,54","0,29",95,"-8,99",80
EBANO 5303 ÑATITO YUNQUE,IA117922,2005,,3G,3/8,NE,P,E,,,5,26,"0,23","0,35",72,"-1,40","0,43",66,"1,46","0,09",9,3,"0,04",42,"0,14",20,"0,05",42,"-0,17",94,"-0,03",39,,59,5,20,"-5,03","0,32",96,"-6,42",86,"0,08",32,"0,15",17,"0,07",37,"-0,18",95,"0,00",71,"-0,56","0,35",95,"-9,09",80
CCR INTEGRITY 355S4 IA10084480 2006 4G 3/8 NE P E,23805,,,,,,,,,,2,49,"-0,46","0,55",21,"-5,70","0,53",94,"0,28","0,07",35,20,"-0,17",98,"-0,18",97,"-0,23",99,"-0,13",87,"-0,00",63,,97,2,36,"2,41","0,37",18,"-3,29",69,"-0,09",90,"-0,12",93,"-0,20",99,"-0,11",83,"-0,01",64,"0,28","0,46",32,"-9,15",81
JUQUIRY HOME HUN INTENSO 5292,75321,2011,,3G,3/8,NE,V,PS,18553,,1,30,,,,"-1,67","0,48",69,"-1,85","0,09",98,23,"-0,00",59,"0,17",15,"0,11",23,"-0,13",87,,,,67,1,23,"-4,19","0,36",92,"-5,86",83,"-0,00",60,"0,10",30,"0,06",38,"-0,15",90,,,"-0,08","0,31",66,"-9,26",81
SAO BIBIANO TORNADO 4229,88628,2010,,4G,3/8,NE,P,PS,110,,2,75,,,,"-3,61","0,57",86,"-0,07","0,02",45,20,"-0,06",82,"0,05",50,"0,02",54,"-0,13",86,"-0,03",40,,87,2,42,"-1,75","0,38",70,"-5,35",81,"-0,08",87,"0,06",45,"-0,00",64,"-0,14",90,"-0,02",51,"0,44","0,33",23,"-9,33",82
JUQUIRY 3850 DON CLEMENTINO,39928,2006,,2G,3/8,NE,P,PS,18553,,2,79,,,,"-2,28","0,60",74,"0,58","0,19",27,55,"-0,09",89,"-0,04",82,"-0,03",73,"-0,11",84,"-0,05",27,,83,2,41,"-3,28","0,44",86,"-5,57",82,"-0,06",83,"-0,01",68,"-0,01",66,"-0,09",78,"-0,04",33,"0,62","0,35",16,"-9,56",82
GAP M479/14,107595,2014,,3G,3/8,NE,P,PS,23388,,3,30,,,,"-2,72","0,30",78,,,,,"-0,05",80,"-0,06",85,"-0,03",77,"-0,09",76,"-0,04",35,,82,2,26,"-1,56","0,22",67,"-4,28",76,"-0,09",88,"-0,03",79,"-0,04",80,"-0,15",91,"-0,02",50,"-0,13","0,16",72,"-9,63",82
MC HULL DA CORTICEIRA N102,36762,2005,,3G,3/8,NE,V,PS,4602,,4,25,"0,61","0,47",86,"-3,46","0,49",85,"-1,09","0,18",93,39,"0,08",26,"0,03",55,"0,05",43,"-0,16",92,"0,15",99,,72,2,14,"-4,95","0,35",96,"-8,42",92,"0,08",31,"-0,03",79,"0,04",46,"-0,16",93,"0,07",93,"-0,31","0,37",85,"-9,72",83
GAP M593/14 WHATSAPP,96855,2014,,3G,3/8,NE,P,PS,23388,P,9,135,"0,14","0,51",64,"0,19","0,63",47,"0,70","0,03",24,12,"-0,04",75,"-0,04",82,"-0,05",83,"-0,14",89,"0,06",90,,56,9,111,"-4,54","0,49",94,"-4,34",77,"-0,07",84,"-0,05",83,"-0,08",88,"-0,24",98,"0,07",93,"-0,32","0,60",86,"-10,20",83
CAPITÃO PRIMAVERA H188 NASCIMENTO,63602,2007,,3G,3/8,NE,V,PS,2496,P,9,153,"0,70","0,62",88,"-1,50","0,69",67,"-1,03","0,07",91,19,"0,01",53,"0,04",53,"0,09",30,"-0,17",93,"0,05",87,,64,9,118,"-3,38","0,54",87,"-4,88",79,"-0,04",76,"-0,08",88,"0,00",59,"-0,15",90,"0,06",91,"-0,70","0,64",97,"-10,23",83
PRIMAVERA Q582/13,103032,2013,,3G,3/8,NE,V,PS,2496,,3,24,"0,65","0,18",87,"-0,04","0,44",49,"-0,24","0,06",79,1,"-0,01",61,"0,06",44,"0,09",28,"-0,10",81,"0,09",95,,53,1,18,"-6,35","0,31",98,"-6,39",86,"-0,05",77,"0,02",58,"0,08",31,"-0,09",76,"0,13",99,"0,21","0,46",37,"-10,29",83
J.M.T 9901,101853,2013,,2G,3/8,NE,P,PS,15813,,1,26,"0,27","0,40",74,"1,06","0,39",39,"-0,04","0,01",44,2,"-0,05",80,"-0,15",96,"-0,02",71,"0,06",23,"-0,05",29,,49,1,25,"-2,17","0,29",75,"-1,11",54,"-0,15",96,"-0,17",97,"-0,06",84,"0,01",37,"-0,05",28,"-1,30","0,27",99,"-10,66",84
J.M.T JUQUIRY A49 6611 1996 5G 3/8 NE P PS,15813,,,,,,,,,,2,29,"-0,20","0,20",36,"-2,49","0,45",76,"-1,31","0,05",95,7,"-0,12",93,"-0,17",97,"-0,04",82,"-0,12",85,,,,85,2,19,"-1,13","0,33",62,"-3,62",72,"-0,12",94,"-0,13",94,"-0,03",72,"-0,11",83,,,"-0,22","0,28",79,"-11,00",85
CCR SLEEP EASY 9L2,IA9675802,2001,,4G,3/8,NE,P,E,23805,,5,136,"-0,34","0,68",27,"-3,44","0,66",85,"-1,47","0,25",96,74,"-0,03",68,"-0,23",99,"-0,04",80,"-0,03",59,"0,05",86,,83,5,69,"-3,10","0,48",85,"-6,54",87,"-0,05",78,"-0,17",97,"-0,08",88,"-0,02",53,"0,04",88,"-0,08","0,41",67,"-11,12",85
BRANGUS BRASIL O26 MANANCIAL,96953,2013,,2G,3/8,NE,V,PS,7594,,1,30,"-0,03","0,34",50,"-6,02","0,48",95,"0,66","0,12",26,2,"0,03",45,"0,02",62,"0,09",31,"-0,17",95,"0,05",86,,92,1,23,"-1,99","0,36",73,"-8,00",91,"0,04",43,"0,04",53,"0,09",28,"-0,16",92,"0,04",88,"-0,57","0,34",95,"-11,12",85
J.M.T 8041 NATO,76904,2010,,4G,3/8,NE,P,PS,15813,Y,4,162,"-0,61","0,67",12,"-2,26","0,69",74,"-0,77","0,10",89,12,"-0,13",95,"-0,03",81,"-0,02",72,"-0,17",94,"-0,05",30,,85,4,105,"-3,11","0,53",85,"-5,38",81,"-0,12",94,"0,02",59,"-0,00",63,"-0,15",91,"-0,03",39,"0,64","0,62",15,"-11,14",85
MR 0/672,IA71983,2010,,2G,3/8,NE,V,E,23805,,1,52,"-1,10","0,52",4,"-3,31","0,52",84,,,,,"-0,09",89,"0,15",18,"0,20",9,"-0,28",99,"0,27",99,,88,1,43,"-0,92","0,40",58,"-4,24",76,"-0,15",97,"0,11",24,"0,22",8,"-0,35",99,"0,27",99,"-0,22","0,42",79,"-11,66",86
RINCON 493 DON CIRIACO DEL SARANDY,112925,2014,,5G,3/8,NE,V,PS,7287,,1,22,"-0,15","0,36",40,"-3,75","0,43",86,,,,,"-0,11",92,"0,00",67,"-0,01",69,"0,05",25,"0,05",88,,91,1,18,"-2,43","0,33",79,"-6,18",85,"-0,09",90,"-0,01",71,"-0,06",82,"0,08",19,"0,03",84,"0,40","0,38",24,"-11,73",86
BRANGUS BRASIL Q466 DO MANANCIAL,114164,2015,,4G,3/8,NE,V,PS,7594,,1,28,,,,"-6,13","0,47",96,,,,,"-0,01",61,"0,19",12,"0,02",55,"-0,05",65,"0,04",84,,93,1,17,"-1,62","0,31",68,"-7,76",90,"-0,02",63,"0,15",15,"0,00",60,"-0,03",56,"0,02",77,"-0,26","0,23",82,"-11,80",86
BRANGUS BRASIL R01 DO MANANCIAL,132757,2016,,3G,3/8,NE,V,PS,7594,,1,26,,,,"-3,24","0,48",83,,,,,"-0,00",59,"0,10",32,"0,05",43,"-0,13",88,"0,09",95,,81,1,21,"-5,78","0,36",97,"-9,02",94,"-0,03",68,"0,04",55,"0,01",59,"-0,13",88,"0,07",93,"0,54","0,35",18,"-11,83",87
LADICHA 4803 CUATRERO,IA112571,2001,,3G,3/8,NE,V,E,23805,,7,48,"0,28","0,41",74,"-5,42","0,58",93,"-2,05","0,10",99,33,"0,13",15,"0,06",44,"0,11",21,"-0,00",43,"0,01",69,,82,5,43,"-7,00","0,44",99,"-12,42",98,"0,06",37,"-0,03",76,"0,08",31,"-0,08",73,"0,00",70,"0,46","0,46",22,"-11,88",87
BRANGUS BRASIL P07 DO MANANCIAL,104927,2014,,2G,3/8,NE,V,PS,7594,,1,26,"-0,51","0,44",18,"-7,79","0,48",98,"1,27","0,13",12,8,"-0,08",88,"-0,02",77,"-0,07",89,"0,05",26,"0,06",91,,98,1,21,"0,45","0,37",38,"-7,34",89,"-0,08",87,"-0,01",70,"-0,09",89,"0,07",22,"0,05",90,"0,26","0,22",33,"-12,20",87
JUQUIRY TE 05702,84288,2012,,3G,3/8,NE,V,PS,18553,,2,96,"0,30","0,49",76,"-3,04","0,64",81,"-1,23","0,09",94,19,"0,07",31,"0,22",8,"0,22",6,"0,00",41,"0,05",88,,70,2,66,"-6,85","0,49",99,"-9,89",95,"0,04",45,"0,07",42,"0,17",14,"0,01",40,"0,03",81,"-0,10","0,47",70,"-12,26",88
PRATA R1627,196038,2002,,1G,3/4,NE,V,PS,27141,,4,94,"0,95","0,39",93,"-3,16","0,59",82,"1,13","0,03",14,23,"-0,29",99,"-0,15",96,"-0,28",99,"-0,11",83,"0,06",90,,96,4,86,"2,57","0,43",17,"-0,59",51,"-0,30",99,"-0,09",91,"-0,22",99,"-0,08",73,"0,04",87,"0,21","0,46",37,"-12,29",88
BRANGUS BRASIL M62 MANANCIAL,84810,2011,,3G,3/8,NE,V,PS,7594,,4,647,"-0,03","0,64",50,"-2,18","0,81",73,"-0,01","0,20",43,58,"-0,04",74,"0,15",18,"0,05",42,"-0,17",94,"-0,00",65,,77,4,528,"-5,17","0,72",96,"-7,35",89,"-0,04",76,"0,15",15,"0,01",56,"-0,13",89,"-0,01",59,"-0,03","0,72",62,"-12,44",88
OLHOS D'AGUA SPARTACUS 4G 7932,92734,2012,,4G,3/8,NE,P,PS,73,,1,100,"-0,60","0,64",13,"2,40","0,62",27,"1,84","0,09",6,8,"-0,37",99,"-0,12",92,"-0,21",99,"0,03",30,"-0,13",5,,80,1,10,"-0,97","0,31",59,"1,43",39,"-0,33",99,"-0,09",91,"-0,18",98,"0,03",32,"-0,12",7,"0,18","0,30",39,"-12,84",89
LAS LILAS 4247-J CLAS. REVEL TE,IA128739,2009,,2G,3/8,NE,P,E,23805,,3,62,"-1,32","0,51",2,"-3,81","0,55",87,"-0,71","0,03",88,8,"0,01",56,"-0,16",97,"-0,07",90,"-0,07",70,"0,06",90,,83,3,28,"-4,45","0,34",93,"-8,26",92,"-0,02",64,"-0,19",98,"-0,08",89,"-0,04",61,"0,04",86,"-0,32","0,33",86,"-12,86",89
CORRALERO 10373 AONIKENK CLASSIC,IA136743,2012,,3G,3/8,NE,P,E,23805,,4,42,"-0,07","0,26",47,"-5,58","0,49",94,,,,,"-0,11",92,"-0,10",90,"-0,12",95,"-0,23",98,"-0,03",36,,95,3,27,"-0,42","0,33",49,"-6,00",84,"-0,09",89,"-0,13",94,"-0,11",93,"-0,15",92,"-0,03",40,"-0,32","0,40",86,"-13,16",90
BRANGUS BRASIL R526 DO MANANCIAL,129026,2016,,3G,3/8,NE,V,PS,7594,,1,23,,,,"-4,62","0,42",91,,,,,"-0,00",59,"0,00",66,"0,02",54,"0,03",29,"-0,05",27,,88,1,14,"-3,59","0,30",89,"-8,21",91,"0,01",55,"-0,01",69,"0,02",53,"0,01",40,"-0,08",15,"-0,68","0,35",96,"-13,40",90
J.M.T. CIMARRÓN 6745,46195,2007,,3G,3/8,NE,V,PS,15813,,2,58,"0,65","0,59",87,"-2,17","0,57",73,"1,56","0,18",8,25,"-0,16",98,"0,01",65,"-0,04",79,"-0,01",49,"0,02",75,,88,2,34,"-3,32","0,41",87,"-5,49",82,"-0,17",98,"-0,03",77,"-0,07",86,"0,02",33,"0,00",70,"0,44","0,36",23,"-13,56",91
SULTANA FRANCESCO 1388 AON T/E,IA143387,2016,,4G,3/8,NE,P,E,23805,,2,106,"-0,26","0,60",31,"-2,73","0,60",78,,,,,"-0,12",95,"-0,03",80,"-0,08",91,"-0,21",97,"-0,02",50,,87,2,86,"-2,20","0,46",76,"-4,93",79,"-0,10",91,"-0,00",66,"-0,05",81,"-0,22",97,"-0,03",40,"-0,66","0,45",96,"-13,84",91
JUQUIRY 6136 LEAD BLACK,98348,2013,,3G,3/8,NE,P,PS,18553,,2,65,"-0,53","0,41",17,"-6,05","0,56",96,"2,07","0,07",4,9,"-0,02",66,"0,00",67,"0,01",59,"-0,17",93,"-0,02",50,,93,1,51,"-4,48","0,41",94,"-10,53",96,"-0,02",65,"0,02",61,"0,02",53,"-0,13",87,"-0,03",43,"0,38","0,37",25,"-13,98",91
FORTINRIFLES 7087,IA115095,2004,,2G,3/8,NE,P,E,,T,2,28,,,,"-5,06","0,45",92,"0,89","0,10",18,8,"-0,14",96,"-0,16",96,"-0,22",99,"-0,03",57,"0,02",76,,95,2,8,"-1,94","0,28",72,"-7,00",88,"-0,09",89,"-0,08",89,"-0,19",98,"0,00",41,"0,01",73,"0,08","0,33",51,"-14,08",91
BRANGUS BRASIL Q86 DO MANANCIAL,114199,2015,,3G,3/8,NE,V,PS,7594,,1,30,,,,"-4,25","0,45",90,,,,,"0,06",36,"-0,01",71,"0,02",56,"-0,03",57,"0,03",78,,82,1,17,"-6,09","0,33",98,"-10,34",95,"0,06",37,"-0,02",73,"-0,00",63,"-0,00",43,"0,02",79,"-0,72","0,40",97,"-14,32",92
GAP L055/13 GAP TROLLER,89908,2013,,5G,3/8,NE,V,PS,23388,A,5,37,"-0,47","0,46",20,"-4,03","0,48",88,"0,74","0,10",23,5,"-0,09",89,"-0,09",89,"-0,04",79,"0,02",34,"0,01",69,,91,5,30,"-4,29","0,35",93,"-8,32",92,"-0,09",89,"-0,11",93,"-0,07",85,"0,00",42,"0,01",72,"0,24","0,29",35,"-14,48",92
BRANGUS BRASIL L15 MANANCIAL,68013,2010,,3G,3/8,NE,V,PS,7594,,2,70,"-0,38","0,46",24,"-7,40","0,64",98,"0,45","0,12",29,29,"0,00",57,"0,14",21,"0,03",48,"-0,08",75,"0,11",98,,95,2,55,"-3,73","0,52",90,"-11,14",96,"0,00",57,"0,09",32,"0,03",52,"-0,09",77,"0,06",92,"-0,05","0,53",64,"-14,94",93
SÃO BIBIANO TORNADO 4271,88635,2010,,4G,3/8,NE,P,PS,110,,2,77,,,,"-4,66","0,55",91,"-0,78","0,03",89,24,"-0,16",98,"0,01",65,"-0,07",89,"-0,06",67,,,,95,2,34,"-1,71","0,35",69,"-6,36",85,"-0,16",97,"0,04",54,"-0,09",90,"-0,08",75,,,"0,12","0,35",47,"-14,99",93
J.M.T 10221,101856,2013,,2G,3/8,NE,P,PS,15813,,1,22,"-0,61","0,38",12,"-3,28","0,37",83,,,,,"-0,07",83,"0,01",65,"-0,05",82,"0,08",17,"-0,05",28,,86,1,22,"-4,95","0,28",96,"-8,23",92,"-0,12",94,"-0,04",80,"-0,07",85,"0,11",12,"-0,05",27,"0,11","0,28",48,"-15,14",93
BRANGUS BRASIL O604 MANANCIAL,96995,2013,,4G,3/8,NE,P,PS,7594,,1,46,,,,"-8,69","0,48",99,"0,70","0,04",24,6,"-0,03",72,"-0,03",80,"-0,01",66,"-0,05",65,"0,05",89,,98,1,39,"-2,47","0,36",79,"-11,17",97,"-0,03",71,"-0,03",77,"0,01",56,"-0,04",62,"0,04",85,"0,18","0,27",39,"-15,47",94
BRANGUS BRASIL R55 DO MANANCIAL,132767,2016,,3G,3/8,NE,V,PS,7594,,1,39,,,,"-4,22","0,50",90,,,,,"-0,02",66,"0,05",51,"0,02",56,"-0,13",87,"0,03",78,,87,1,28,"-5,51","0,38",97,"-9,72",95,"-0,03",67,"0,02",59,"-0,01",67,"-0,10",81,"0,01",71,"-0,38","0,37",89,"-15,62",94
BRANGUS BRASIL R31 DO MANANCIAL,132762,2016,,3G,3/8,NE,V,PS,7594,,1,26,,,,"-4,63","0,49",91,,,,,"-0,06",83,"0,08",39,"-0,01",66,"-0,00",42,"-0,01",54,,92,1,22,"-5,56","0,38",97,"-10,20",95,"-0,06",82,"0,03",55,"-0,05",80,"0,03",32,"-0,03",40,"0,26","0,40",34,"-15,89",95
BRANGUS BRASIL P11 DO MANANCIAL,104928,2014,,4G,3/8,NE,V,PS,7594,,1,35,"-0,69","0,48",10,"-11,38","0,52",99,"0,61","0,14",27,11,"0,01",52,"0,02",60,"0,07",37,"-0,04",61,"0,03",81,,99,1,31,"-3,44","0,41",88,"-14,83",99,"0,04",45,"0,08",35,"0,09",28,"-0,05",66,"0,03",83,"0,76","0,42",11,"-15,90",95
SAN ALEJO YC 601,IA14291,1995,,2G,3/8,NE,P,E,,,3,232,"0,01","0,75",56,"-5,35","0,74",93,"-8,64","0,34",99,163,"-0,14",96,"-0,07",87,"-0,15",98,"-0,08",75,"0,02",76,,96,3,165,"-1,73","0,60",70,"-7,08",89,"-0,11",92,"-0,09",91,"-0,13",95,"-0,08",75,"-0,00",66,"-0,52","0,57",94,"-16,31",95
CCR SLEEP EASY 46T3 IA10107253 2007 5G 3/8 NE P E,23805,,,,,,,,,,4,332,"-0,50","0,76",18,"-5,73","0,75",95,"-2,06","0,34",99,137,"-0,06",81,"-0,24",99,"-0,06",86,"-0,13",88,"0,11",97,,94,4,145,"-3,34","0,58",87,"-9,07",94,"-0,14",96,"-0,24",99,"-0,12",94,"-0,13",88,"0,11",98,"-0,18","0,55",76,"-16,82",96
RINCON 519 2018 DEL SARANDY,120453,2015,,5G,3/8,NE,P,PS,7287,,1,40,"0,87","0,45",92,"-0,17","0,51",51,,,,,"-0,21",99,"-0,03",78,"-0,17",98,"0,02",31,"0,05",89,,82,1,31,"-3,60","0,38",89,"-3,78",73,"-0,24",99,"-0,08",89,"-0,23",99,"0,04",28,"0,04",85,"-0,71","0,45",97,"-17,18",96
SB MR BRASIL 3767,52727,2008,,5G,3/8,NE,V,PS,110,,1,88,"0,35","0,63",77,"-5,03","0,61",92,"-2,29","0,14",99,30,"-0,02",66,"0,01",63,"0,03",48,"-0,03",56,"0,06",91,,91,1,66,"-6,88","0,46",99,"-11,91",97,"-0,02",63,"-0,05",83,"-0,00",64,"-0,06",69,"0,02",80,"-0,19","0,51",77,"-17,61",97
BRANGUS BRASIL R25 DO MANANCIAL,132761,2016,,3G,3/8,NE,V,PS,7594,,1,24,,,,"-3,28","0,47",84,,,,,"-0,04",76,"0,17",15,"-0,01",68,"-0,23",98,"0,08",93,,84,1,21,"-8,87","0,36",99,"-12,15",97,"-0,02",64,"0,13",21,"-0,04",79,"-0,18",96,"0,06",92,"0,19","0,39",39,"-17,67",97
J.M.T 10059,101852,2013,,2G,3/8,NE,V,PS,15813,,1,38,"-0,91","0,39",6,"-6,26","0,38",96,"0,24","0,02",36,4,"-0,12",94,"-0,09",90,"-0,03",75,"-0,18",95,"-0,03",37,,97,1,37,"-4,62","0,29",95,"-10,87",96,"-0,08",86,"-0,07",87,"-0,07",84,"-0,16",93,"-0,03",40,"0,06","0,31",53,"-18,56",97
