nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
WT BUTIÁ TE140 BISMARCK X STA AMÉLIA 5001,O168556,2012,,P,PO,17087,,1,81,0,"0,53",41,"6,89","0,53",10,"0,72","0,16",24,11,"0,15",22,"0,22",11,"0,19",13,"0,09",34,"0,02",62,"21,49",11,1,70,"5,01","0,35",10,"11,9",8,"0,18",17,"0,21",11,"0,24",10,"0,05",44,"0,01",61,"0,74","0,5",9,"24,27",8
RINCON CRAQUE 1373 DEL SARANDY CRAQUE,O127588,2008,,V,PO,7287,L,4,37,"0,86","0,51",91,"6,65","0,52",11,"-1,79","0,19",86,18,"0,25",6,"-0,02",74,"0,22",9,"0,22",7,"-0,03",31,"24,81",7,4,26,"2,81","0,27",28,"9,46",15,"0,28",5,"-0,01",70,"0,25",9,"0,3",4,"-0,04",32,"0,45","0,4",23,"24,17",8
TRADIÇÃO 2064,C372387,2013,,P,PC,3638,,2,40,"0,33","0,37",66,"4,74","0,53",22,,,,,"0,19",13,"0,02",63,"0,08",44,,,"-0,08",17,"17,81",17,1,23,"5,39","0,3",8,"10,12",13,"0,23",10,"0,06",47,"0,1",40,,,,,"0,79","0,44",7,"24,13",8
TRADIÇÃO T68 PALANQUE,O190734,2015,,P,PO,3638,R,2,52,"1,18","0,54",96,"6,88","0,55",10,,,,,"0,3",3,"0,1",36,"0,25",6,,,"0,21",99,"27,2",5,1,12,"0,63","0,24",55,"7,51",24,"0,31",3,"0,09",38,"0,27",8,,,"0,2",99,"0,83","0,37",6,"24,11",9
REDBAR BAR EXT V23 VAQUERO,O139467,2008,,P,PO,9271,,2,82,"0,59","0,64",80,"4,28","0,63",26,"-0,99","0,25",75,36,"0,25",5,"0,29",5,"0,19",13,"0,11",26,"-0,1",12,"19,07",15,2,74,"4,89","0,4",11,"9,16",16,"0,32",3,"0,33",3,"0,24",10,"0,11",27,"-0,14",8,"0,16","0,56",48,"24,02",9
ESPINILHO BRAND NAME TE118,O171432,2012,,P,PO,14550,,3,22,"-0,16","0,45",28,"6,44","0,46",12,"0,29","0,12",35,5,"0,29",3,"0,08",44,"0,21",9,,,"-0,05",27,"25,8",6,3,10,"1,44","0,23",44,"7,88",22,"0,3",4,"0,1",34,"0,25",9,,,"-0,07",23,"0,73","0,24",9,"24,01",9
LC TROPEIRO T191 CASIMIRO TEI,O142076,2010,,P,PO,4602,,1,20,"-0,06","0,27",36,"7,01","0,24",9,,,,,"0,24",6,"0,23",10,"0,16",19,,,"0,02",62,"25,42",6,1,1,"3,91","0,09",17,"10,91",10,"0,26",6,"0,21",11,"0,19",20,,,"0,03",69,"-0,09","0,11",72,"23,98",9
CIA.AZUL 3118 RESOURCE PAYADOR,O188328,2015,,P,PO,8538,,1,30,0,"0,52",41,"5,73","0,5",15,,,,,"0,17",17,"0,25",7,"0,31",3,"0,06",42,"-0,04",28,"19,52",14,1,6,"6,69","0,27",4,"12,42",7,"0,17",20,"0,24",9,"0,36",2,0,63,"-0,03",36,"0,24","0,39",40,"23,97",9
MAIPÚ 401,C264421,2006,,V,PC,6797,,1,24,,,,"8,18","0,44",5,"-0,43","0,19",65,13,"0,14",24,"0,15",23,"0,22",9,"0,17",13,"-0,02",38,"24,38",7,1,13,"5,56","0,25",7,"13,74",5,"0,18",17,"0,15",21,"0,24",10,"0,18",13,"-0,01",47,"-0,08","0,39",71,"23,88",9
SANTA THEREZA 2799,C384203,2014,,P,PC,3108,,1,33,"-0,38","0,51",17,"9,36","0,48",3,,,,,"0,04",58,"0,07",46,"-0,02",78,"-0,02",74,"-0,11",10,"23,62",8,1,16,"5,77","0,21",7,"15,13",3,"0,04",59,"0,05",47,"-0,03",80,"-0,03",74,"-0,13",10,"0,9","0,29",5,"23,81",9
SANTA JOANA 1791,C362616,2012,,P,PC,15398,,1,35,"0,21","0,44",59,"5,36","0,51",18,"0,64","0,15",26,1,"0,26",5,"0,13",27,"0,18",15,,,"-0,13",7,"22,07",10,1,16,"2,89","0,29",27,"8,25",20,"0,27",6,"0,05",48,"0,13",32,,,"-0,15",6,"0,79","0,43",7,"23,74",9
TAMANDUÁ TE11 CARRASCO LIDER TE37,O146375,2010,,P,PO,16005,,2,21,"0,09","0,38",49,"7,71","0,38",7,"-1,11","0,17",77,7,"0,25",5,"0,33",3,"0,29",3,"0,01",61,"0,03",70,"27,49",5,1,1,"3,03","0,2",26,"10,75",11,"0,21",12,"0,34",3,"0,33",4,"0,01",59,"0,04",74,"0,19","0,32",44,"23,65",9
SANTA NÉLIA 2679,C292465,2008,,P,PC,13463,,3,117,"-0,01","0,37",40,"6,85","0,54",10,"0,93","0,16",20,31,"0,15",21,"0,08",42,"0,15",21,"0,22",7,"0,02",63,"21,51",11,3,101,"4,76","0,31",12,"11,6",9,"0,2",14,"0,25",7,"0,23",12,"0,26",5,0,54,"0,5","0,43",20,"23,57",9
RED NORTHLINE BREAKER 28S BREAKER,IA-1164,2006,,V,IMP,,,6,114,"0,81","0,68",89,"5,59","0,68",16,"1,96","0,27",7,94,"0,17",17,"0,13",28,"0,14",24,"0,17",14,"0,06",81,"19,08",15,3,90,"4,95","0,41",11,"10,54",12,"0,14",29,"0,07",42,"0,13",34,"0,21",9,"0,03",68,"1,2","0,61",1,"23,56",9
SÃO BIBIANO HEADLINER 6509 CHARUTO,O113333,2006,,P,PO,110,Y,5,42,"0,39","0,24",69,"6,4","0,53",12,"-0,56","0,25",67,39,"0,23",8,"0,25",8,"0,24",6,"0,07",40,"-0,14",6,"23,27",9,2,13,"4,51","0,29",13,"10,91",10,"0,2",13,"0,28",5,"0,27",7,"0,04",47,"-0,13",9,"0,23","0,34",40,"23,54",9
TRADIÇÃO 2005,C372393,2013,,P,PC,3638,,1,103,"0,06","0,59",46,"6,83","0,6",10,"0,29","0,13",35,2,"0,28",4,"0,17",20,"0,29",3,"0,28",3,"-0,11",11,"26,3",6,1,63,"1,91","0,36",38,"8,73",18,"0,25",7,"0,15",21,"0,28",6,"0,29",4,"-0,1",14,"0,59","0,39",15,"23,51",9
SANTA JOANA 2214,C398949,2015,,P,PC,15398,,1,35,"1,97","0,45",99,"9,73","0,44",3,,,,,"0,08",43,"0,18",17,"0,13",27,,,"-0,07",18,"26,1",6,1,29,"3,75","0,23",18,"13,48",5,"0,08",44,"0,17",17,"0,2",16,,,"-0,09",17,1,"0,37",3,"23,48",9
MAUFER 038 TEI APAM96 ZORZAL DISPARO,O152927,2011,,P,PO,17034,,1,31,"-0,21","0,26",25,"6,01","0,35",14,"0,87","0,06",21,2,"0,22",9,"0,11",32,"0,22",8,"0,04",48,"-0,02",,"21,97",11,1,29,"3,59","0,14",19,"9,6",15,"0,24",9,"0,1",33,"0,22",13,"0,05",46,,,"0,63","0,28",14,"23,42",10
SANTA JOANA 2123,C387210,2014,,P,PC,15398,,1,20,"-2,2","0,42",1,"7,23","0,4",8,,,,,"0,1",37,"0,17",20,"0,15",23,,,"-0,16",4,"20,49",12,1,20,"6,04","0,22",6,"13,28",5,"0,17",19,"0,2",13,"0,2",17,,,"-0,19",4,"0,25","0,39",39,"23,39",10
GAR GRID MAKER,IA-729,1998,,P,IMP,,,16,197,"0,94","0,65",92,"6,59","0,71",11,"1,11","0,28",17,65,"0,28",4,"0,17",18,"0,29",3,"0,15",17,"-0,05",24,"25,7",6,13,152,"1,91","0,46",38,"8,5",19,"0,31",3,"0,16",20,"0,31",5,"0,19",11,"-0,09",18,"0,27","0,66",38,"23,39",10
TRADIÇÃO T73,O190739,2015,,P,PO,3638,,1,35,"0,15","0,41",53,"7,26","0,47",8,,,,,"0,24",6,"0,23",10,"0,27",4,,,"0,02",66,"26,04",6,1,13,"3,08","0,24",25,"10,34",12,"0,2",15,"0,19",15,"0,26",9,,,"0,01",60,"0,37","0,34",29,"23,2",10
SANTA JOANA 2370,C408372,2016,,P,PC,15398,,1,22,"-0,31","0,28",19,"7,1","0,43",8,,,,,"0,16",19,"0,19",16,"0,05",55,,,"-0,04",28,"22,4",10,,0,"5,53","0,2",8,"12,63",6,"0,22",11,"0,2",13,"0,09",44,,,"-0,06",27,"-0,23","0,31",83,"23,12",10
SAV ANGUS VALLEY 1867,IA-1372,2011,,P,IMP,,,48,461,"-0,92","0,79",5,"2,87","0,81",39,"2,32","0,32",5,137,"0,1",36,"0,07",45,"0,05",54,"0,12",24,"-0,13",6,"9,92",36,37,329,"7,03","0,54",3,"9,89",13,"0,23",10,"0,13",27,"0,11",37,"0,24",7,"-0,16",6,"0,99","0,77",4,"22,92",10
PAINEIRAS QUEBRACHO ÍMPAR TE5054,O113992,2006,,P,PO,14028,,2,66,,,,"5,73","0,54",15,"2,45","0,28",4,76,"0,14",22,"0,06",50,"0,09",40,"0,3",3,"-0,04",29,"18,51",16,2,50,"4,42","0,31",14,"10,15",13,"0,19",16,"0,13",25,"0,1",41,"0,33",2,"-0,07",23,"1,04","0,34",3,"22,89",10
GMRA PEACEMAKER 1216 PEACEMAKER,IA-1444,2011,,V,IMP,,,5,104,"0,45","0,28",73,"3,91","0,52",29,,,,,"0,18",14,"0,15",24,"0,16",19,"-0,08",88,"-0,07",20,"15,47",22,5,71,"5,57","0,24",7,"9,48",15,"0,24",9,"0,16",19,"0,17",23,"-0,07",84,"-0,07",22,"0,57","0,37",16,"22,71",10
SAV IRON MOUNTAIN 8066,IA-1250,2008,,P,IMP,,,28,348,"0,84","0,75",90,"4,22","0,78",26,"0,99","0,29",19,81,"0,15",20,"0,12",30,"0,11",32,"0,23",6,"0,04",71,"15,06",23,24,195,"6,67","0,47",4,"10,89",11,"0,19",16,"0,08",41,"0,1",41,"0,25",6,"0,02",61,"0,48","0,69",21,"22,69",10
TRADIÇÃO 2011,C372471,2013,,P,PC,3638,,2,99,,,,"7,84","0,55",6,"1,16","0,14",16,1,"0,3",3,"0,3",4,"0,28",4,"0,18",12,"0,02",64,"29,42",4,1,60,"1,56","0,31",43,"9,4",16,"0,27",6,"0,24",8,"0,26",8,"0,15",17,"0,04",72,"-0,18","0,5",80,"22,56",10
BARRAGEM 54 CHATEAU TE91 ALLIANCE 234,O130174,2008,,P,PO,2251,,3,71,"-0,42","0,64",15,"6,56","0,62",11,"0,24","0,2",36,42,"0,17",17,"0,08",44,"0,08",43,"-0,06",83,"-0,08",16,"21,52",11,2,46,"5,26","0,33",9,"11,82",8,"0,24",8,"0,1",31,"0,18",20,,,"-0,12",10,"-0,33","0,4",88,"22,52",10
SAV FINAL ANSWER 0035,IA-872,2000,,P,IMP,,,71,725,"-0,43","0,85",15,"5,19","0,85",19,"2,72","0,57",3,434,"0,15",21,"0,15",22,"0,11",32,"0,19",11,"-0,1",11,"17,36",18,59,481,"4,46","0,64",13,"9,65",14,"0,16",22,"0,1",35,"0,08",47,"0,16",15,"-0,14",7,"1,1","0,79",2,"22,13",11
SAV PIONEER 7301 PIONEER,IA-1040,2007,,P,IMP,,,49,317,"0,13","0,76",52,"6,63","0,77",11,"2,44","0,38",4,206,"0,22",8,"0,2",14,"0,16",20,"0,25",5,"-0,1",12,"23,71",8,40,215,"2,41","0,46",32,"9,05",17,"0,14",27,"0,09",37,"0,11",39,"0,2",11,"-0,11",11,"1,06","0,71",3,"22,11",11
SANTA THEREZA 2062,C311191,2009,,P,PC,3108,,2,35,"-0,23","0,52",23,"6,81","0,49",10,"0,22","0,11",37,3,"0,11",35,"0,04",57,"-0,02",78,"0,03",54,"-0,01",41,"19,7",13,2,7,"4,62","0,22",12,"11,43",9,"0,15",25,"0,05",49,"0,02",65,"-0,01",66,"-0,04",34,,,,"21,92",11
SAV NET WORTH 4200,IA-911,2004,,P,IMP,,,129,2869,"0,84","0,9",90,"3,86","0,91",29,"0,83","0,74",21,1818,"0,19",13,"0,14",25,"0,22",9,"0,14",19,"0,01",61,"15,55",22,114,2196,"5,48","0,79",8,"9,34",16,"0,21",12,"0,12",29,"0,24",10,"0,14",19,"0,02",62,"0,47","0,89",22,"21,75",12
REDBAR FINAL ANSWER E331 VIGOR,O202780,2015,,P,PO,9271,,1,29,"-0,6","0,48",10,"5,86","0,45",14,,,,,"0,09",39,"0,11",32,"0,07",48,"0,27",4,"-0,11",9,"16,93",19,1,28,"5,72","0,22",7,"11,59",9,"0,1",40,"0,08",39,"0,02",67,"0,26",6,"-0,14",7,"0,92","0,47",4,"21,72",12
DON MIGUEL DESAFIO 2135 NW TE DESAFIO,IA-1349,2010,,P,IMP,,,4,39,"0,32","0,27",65,"5,34","0,36",18,,,,,"0,19",14,"0,21",12,"0,19",14,"0,08",37,"0,01",60,"19,1",15,4,29,"4,46","0,21",14,"9,8",14,"0,2",14,"0,19",14,"0,19",18,"0,06",43,0,56,"0,41","0,37",26,"21,66",12
BUFFALO CREEK VAQUERO 1626,IA-351,1988,,V,IMP,,,36,859,"0,42","0,84",71,"4,67","0,86",23,"-1,43","0,69",81,848,"0,15",20,"0,16",22,"0,19",12,"0,11",26,"0,03",69,"16,2",20,30,586,"5,99","0,7",6,"10,66",11,"0,24",9,"0,26",6,"0,3",5,"0,12",23,"0,01",60,"-0,04","0,76",68,"21,65",12
SAV 5175 BANDO 1024,IA-860,2001,,P,IMP,,,6,108,"1,29","0,68",97,"6,29","0,67",13,"0,14","0,25",39,64,"0,13",27,"0,1",36,"0,11",32,"0,14",19,"-0,07",18,"19,22",15,5,74,"4,7","0,38",12,"10,99",10,"0,15",25,"0,13",27,"0,13",32,"0,2",11,"-0,11",11,"0,62","0,55",14,"21,6",12
RUBETA 3910 WIDESPREAD TE GRINGO,IA-1005,2003,,P,IMP,,,13,286,"1,17","0,75",96,"4,05","0,75",28,"-1,49","0,42",83,221,"0,14",25,"0,19",14,"0,15",23,"0,23",6,"-0,08",17,"14,06",26,12,220,"7,45","0,5",2,"11,5",9,"0,14",29,"0,14",24,"0,18",22,"0,24",7,"-0,13",8,"0,21","0,7",43,"21,46",12
JUQUIRY BLACK J07 TEIC8,O171405,2012,,P,PO,18553,,2,71,"0,67","0,42",84,"6,37","0,56",12,"-1,84","0,06",87,3,"0,19",12,"0,27",6,"0,17",17,"0,1",31,"-0,12",9,"21,99",10,2,62,"3,13","0,3",24,"9,5",15,"0,21",13,"0,28",5,"0,22",13,"0,07",38,"-0,13",9,"0,43","0,48",24,"21,39",12
SAV BRILLIANCE 8077 BRILLIANCE,IA-1222,2008,,P,IMP,,A,44,469,"-0,41","0,81",16,"5,9","0,82",14,"2,74","0,41",3,155,"0,17",18,"0,16",21,"0,19",14,"0,12",25,"-0,1",12,"19,71",13,37,330,"3,41","0,55",22,"9,31",16,"0,17",20,"0,04",54,"0,17",24,"0,08",35,"-0,09",17,"0,74","0,77",9,"20,84",13
SAV BRAND NAME 9115,IA-1235,2009,,P,IMP,,,24,137,"0,72","0,67",86,"6,26","0,71",13,"-0,15","0,34",59,159,"0,28",4,"0,35",2,"0,35",2,"0,14",18,"0,02",64,"24,88",7,21,106,"-0,61","0,46",73,"5,65",34,"0,29",5,"0,29",4,"0,38",2,"0,12",23,"0,01",58,"0,87","0,67",5,"20,75",13
ROY ROGERS 5604 ROY ROGERS,IA-1000,2005,,V,IMP,,,11,66,"0,41","0,47",70,"7,03","0,57",9,"0,39","0,11",32,25,"0,17",16,"0,06",50,"0,1",38,"0,21",8,"-0,02",38,"22,86",9,10,44,"2,91","0,29",27,"9,95",13,"0,21",13,"0,06",46,"0,12",35,"0,22",8,"-0,01",42,"0,17","0,42",46,"20,7",13
C105 DA VISTA ALEGRE,C185352,2002,,V,PC,14692,,4,169,"-0,27","0,73",21,"6,74","0,72",11,"-1,84","0,25",87,46,"0,24",6,"0,23",10,"0,2",11,"0,2",9,"-0,02",40,"24,74",7,2,67,"2,37","0,31",33,"9,11",17,"0,2",15,"0,13",24,"0,21",15,"0,2",10,"-0,07",24,"0,11","0,42",51,"20,64",13
TERRA COSTA TE18 BARBA ZORZAL 1501,O149545,2011,,P,PO,16872,,2,50,"-0,51","0,49",13,"6,78","0,47",10,"0,76","0,06",24,2,"0,12",30,"0,22",11,"0,11",33,"-0,04",78,"-0,07",18,"20,09",13,2,37,"3,68","0,22",19,"10,46",12,"0,12",33,"0,25",7,"0,12",35,"-0,03",74,"-0,09",18,"0,83","0,31",6,"20,64",13
BC MATRIX 4132 MATRIX,IA-867,2002,,P,IMP,,,25,225,"0,03","0,71",43,"6,32","0,74",13,"2,61","0,44",4,276,"0,15",21,"0,15",24,"0,04",57,"0,18",12,"-0,29",1,"20,11",13,22,167,"4,61","0,46",12,"10,93",10,"0,13",30,"0,2",13,"0,04",60,"0,28",4,"-0,27",1,"0,28","0,67",37,"20,56",13
S2 BAR EXT 9083 BLACK WATCH,O133478,2009,,P,PO,6667,,2,43,"-0,24","0,31",23,"4,97","0,48",20,"0,31","0,15",34,1,"0,22",9,"0,25",8,"0,19",14,"0,21",9,"-0,13",7,"19,33",14,2,18,"3,32","0,27",23,"8,29",20,"0,19",16,"0,18",15,"0,19",18,"0,15",18,"-0,1",14,"0,56","0,46",16,"20,54",13
WT BUTIÁ 123 LAS LILAS 1385 - BUTIÁ 027,O155546,2012,,P,PO,17087,,1,32,"0,61","0,44",81,"7,41","0,43",7,"-1,23","0,13",78,12,"0,08",44,"0,16",20,"0,12",29,"0,16",15,"-0,15",5,"20,22",13,1,32,"3,91","0,27",17,"11,32",9,"0,12",34,"0,16",19,"0,15",28,"0,21",9,"-0,14",8,"0,73","0,36",9,"20,51",13
LEACHMAN MAJOR LEAGUE A502M,IA-762,2002,,V,IMP,,,32,367,"-0,28","0,77",21,"6,1","0,79",14,"-1,87","0,45",88,211,"0,09",41,"0,07",47,"0,05",53,"0,1",29,"0,01",60,"17,31",18,25,273,"6,06","0,55",5,"12,16",7,"0,15",24,"0,03",57,"0,08",48,"0,16",16,0,48,"-0,02","0,69",65,"20,51",14
QUIRI R065,C389313,2013,,V,PC,92,,3,42,"0,06","0,57",46,"6,17","0,54",13,"-1,77","0,15",86,4,"0,32",2,"0,26",6,"0,25",6,"0,17",14,"-0,02",37,"26,05",6,2,12,"1,07","0,26",49,"7,24",25,"0,32",3,"0,24",8,"0,28",6,"0,14",19,"-0,01",45,"-0,41","0,45",91,"20,49",14
COCKBURN RIBEYE 308U,IA-1304,2008,,V,IMP,,,7,60,"0,45","0,44",73,"6,13","0,54",13,"0,15","0,07",38,13,"0,13",28,"-0,33",99,"0,07",46,"0,37",1,"0,25",99,"18,77",16,7,48,"3,48","0,27",21,"9,61",15,"0,15",26,"-0,33",99,"0,14",30,"0,35",2,"0,25",99,"0,85","0,4",6,"20,29",14
QUIRI R0118,C390085,2013,,V,PC,92,,2,50,"0,18","0,59",56,"6,56","0,57",11,"0,47","0,09",30,1,"0,22",8,"0,33",3,"0,19",13,"0,15",16,"-0,13",7,"23,56",9,1,26,"2,89","0,32",27,"9,45",15,"0,22",10,"0,3",4,"0,16",25,"0,11",26,"-0,11",12,"-0,22","0,46",82,"20,23",14
ANDRAS NEW DIRECTION R240 NEW DIRECTION,IA-1503,2011,,V,IMP,,G,47,622,"-0,96","0,81",5,"2,76","0,83",40,"1,74","0,3",9,91,"0,07",48,"0,12",31,0,70,"0,06",44,"0,04",72,"8,37",41,35,341,"6,15","0,52",5,"8,91",17,"0,24",9,"0,28",5,"0,24",11,"0,11",26,"0,03",70,"0,76","0,76",8,"20,18",14
WHITESTONE ARMANDO A074,IA-1380,2011,,P,IMP,,,4,29,1,"0,29",93,"5,38","0,41",17,"-0,38","0,09",64,4,"0,19",12,"0,2",14,"0,13",29,"0,05",48,"-0,12",8,"19,49",14,4,23,"1,32","0,22",45,"6,7",28,"0,22",11,"0,18",16,"0,17",25,"0,04",47,"-0,14",8,"1,17","0,34",2,"20,09",14
UMBU 2776 REDEMPTION,O191304,2015,,V,PO,99,,1,20,"0,69","0,48",84,"1,81","0,45",51,,,,,"0,24",7,"0,15",22,"0,16",20,"0,02",58,"0,1",93,"12,32",31,,0,"3,47","0,2",21,"5,28",36,"0,34",2,"0,21",11,"0,23",12,"0,04",46,"0,13",95,"0,48","0,34",21,"20,03",14
SAV REAL PERFORMANCE 4876,IA-1726,2014,,P,IMP,,,12,121,"0,75","0,65",87,"2,05","0,66",48,,,,,"0,18",15,"-0,02",75,"-0,02",78,"0,05",46,"0,12",95,"10,66",35,9,75,"6,12","0,34",5,"8,17",21,"0,23",10,"0,07",43,"0,05",55,"0,06",40,"0,11",93,"0,3","0,56",34,"20,02",14
BAR EXT TRAVELER 205,IA-522,1995,,P,IMP,,,22,451,"-0,53","0,79",12,"4,5","0,81",24,"5,13","0,59",1,586,"0,12",29,"0,09",40,"-0,01",76,"0,24",5,"-0,2",2,"14,56",24,18,304,"6,26","0,59",5,"10,76",11,"0,15",25,"0,12",29,"-0,02",76,"0,19",11,"-0,19",3,"0,15","0,74",49,"20,01",14
HOOVER DAM,IA-1514,2008,,P,IMP,,,3,27,"-0,27","0,38",21,"2,99","0,35",38,"-0,44","0,01",65,1,"-0,01",76,"0,05",53,"-0,02",77,"-0,17",97,"-0,1",13,"5,84",51,3,17,"9,25","0,16",1,"12,24",7,"0,05",55,"0,08",40,"0,04",60,"-0,1",90,"-0,1",16,"0,91","0,24",5,"19,94",14
CARUMBÉ RED CHEYENNE 1211,O136651,2009,,V,PO,269,,2,36,"0,09","0,53",49,"8,42","0,54",5,"0,18","0,18",37,10,"0,15",21,"0,06",48,"-0,08",92,"0,04",51,"0,08",88,"25,39",6,1,23,2,"0,34",37,"10,43",12,"0,12",33,0,70,"-0,16",98,"0,04",49,"0,09",89,"0,51","0,41",19,"19,9",15
JUQUIRY RED BRIGADIER 8038,C327754,2010,,V,PC,77,,3,145,,,,"5,65","0,65",16,"-1,79","0,25",87,35,"0,12",30,"0,16",21,"0,19",14,"0,12",25,"0,03",70,"17,38",18,3,124,"3,56","0,42",20,"9,21",16,"0,15",27,"0,15",21,"0,19",18,"0,11",27,"0,01",59,"0,93","0,5",4,"19,85",15
DAMERON C-5 AMERICAN CLASSIC CLASSIC,IA-1612,2012,,P,IMP,,,12,62,"-0,09","0,51",34,"4,6","0,55",23,"0,34","0,02",33,3,"0,16",19,"0,18",17,"0,18",16,"0,13",20,"0,05",76,"16,18",21,11,46,"4,06","0,24",16,"8,67",19,"0,25",7,"0,22",10,"0,32",4,"0,21",9,"0,04",74,"0,17","0,46",46,"19,83",15
GAP 3673-2937,O135439,2009,,P,PO,2555,,1,41,"0,29","0,56",63,"5,6","0,54",16,"0,21","0,17",37,19,"0,19",13,"0,17",19,"0,1",36,,,"0,01",56,"19,82",13,1,29,"1,83","0,34",39,"7,43",24,"0,16",21,"0,12",28,"0,12",35,,,"-0,07",22,"1,12","0,38",2,"19,74",15
SAF FAME,IA-636,1993,,P,IMP,,,5,40,"0,47","0,44",74,"5,19","0,5",18,"0,84","0,18",21,59,"0,19",13,"0,08",43,"0,06",51,"0,32",2,"0,04",74,"18,78",16,3,32,"3,06","0,23",25,"8,24",21,"0,2",15,"0,1",33,"0,09",44,"0,29",4,,,"0,52","0,28",19,"19,73",15
B P F SPECIAL FOCUS 504,IA-1180,2005,,P,IMP,,,1,22,"0,48","0,34",74,"5,88","0,32",14,"0,96","0,09",19,3,"0,16",18,"0,15",24,"0,01",69,"0,14",20,"-0,15",5,"19,53",14,1,19,"3,24","0,17",23,"9,12",17,"0,17",19,"0,17",18,"-0,05",84,"0,15",18,"-0,18",4,"0,45","0,24",23,"19,61",15
MOHNEN SOUTH DAKOTA 402 DAKOTA,IA-1519,2012,,P,IMP,,,22,274,"0,79","0,68",88,"6,88","0,72",10,"-0,9","0,08",73,28,"0,21",10,"0,16",21,"0,17",17,"0,27",4,"0,04",74,"23,94",8,14,184,"1,76","0,44",40,"8,64",19,"0,21",12,"0,15",20,"0,23",11,"0,23",8,"0,05",78,"0,11","0,66",52,"19,6",15
SÃO XAVIER 1389 FOGON TE,O155596,2011,,P,PO,508,,1,67,"-0,54","0,44",12,"6,79","0,55",10,"-4,25","0,18",99,16,"0,04",59,"0,03",59,"0,09",40,"0,1",31,"0,08",89,"17,22",18,1,45,"5,89","0,31",6,"12,69",6,"0,11",38,"0,08",39,"0,13",32,"0,19",12,"0,09",89,"0,13","0,44",50,"19,59",15
BIGUÁ 6463 DENSITY TE DOBLE CHAPA,O184691,2014,,P,PO,18474,Y,1,152,"-0,25","0,39",22,"5,34","0,37",18,,,,,"0,13",26,"0,27",6,"0,25",5,"0,11",27,"-0,06",20,17,18,1,125,"3,8","0,22",18,"9,14",16,"0,19",16,"0,29",4,"0,32",4,"0,14",18,"-0,06",26,"0,51","0,26",19,"19,58",15
CONNEALY FINAL SOLUTION,IA-1610,2009,,P,IMP,,,2,32,,,,"5,53","0,33",16,,,,,"0,13",27,"0,03",58,"0,12",31,"0,14",20,"-0,06",23,"17,37",18,1,19,"3,86","0,18",17,"9,39",16,"0,15",25,"0,05",51,"0,08",47,"0,2",11,,,"0,65","0,28",13,"19,54",16
REDBAR MAJOR LEAGUE C154 ALQUEIRE,O174100,2013,,V,PO,9271,,1,27,"-0,27","0,49",21,"7,08","0,47",9,"-0,77","0,12",71,2,"0,06",49,0,68,"-0,01",74,"0,34",2,"0,12",95,"18,83",15,1,23,"5,23","0,28",9,"12,3",7,"0,09",41,"0,01",66,"0,01",69,"0,37",1,"0,12",94,"0,21","0,43",42,"19,53",16
SANTO ANTÃO PENDLETON 692,O156957,2012,,P,PO,14982,,2,38,,,,"5,7","0,53",15,"0,3","0,12",34,1,"0,3",3,"0,2",14,"0,42",1,"0,17",13,"0,07",86,"24,3",7,2,32,"0,65","0,33",55,"6,35",30,"0,25",8,"0,03",57,"0,42",1,"0,11",27,"0,03",70,"0,24","0,48",40,"19,53",16
DOS TAPES BW306,O182595,2014,,P,PO,5949,,1,44,"-0,06","0,28",37,"4,16","0,44",27,,,,,"0,2",11,"0,1",35,"0,18",15,"0,03",54,"-0,05",26,"16,7",19,1,29,"4,29","0,2",14,"8,45",20,"0,23",10,"0,09",37,"0,19",18,"0,03",51,"-0,05",27,"-0,04","0,4",68,"19,46",16
CAPANE 23 CHUMBO B.NAME TE195 CAPANE 23 CHUMBO,O160536,2012,,P,PO,17732,L,6,72,"1,48","0,51",99,"4,9","0,56",21,"-0,34","0,14",63,5,"0,35",2,"0,52",1,"0,44",1,"0,05",46,"-0,14",5,"24,08",8,6,37,"0,18","0,31",62,"5,08",37,"0,32",3,"0,49",1,"0,46",1,"0,02",55,"-0,16",6,"-0,03","0,42",67,"19,36",16
GAP FIV4611,O185552,2013,,P,PO,2555,,3,35,"-0,04","0,53",38,"2,37","0,51",44,,,,,"0,25",6,"0,09",39,"0,09",40,,,"-0,22",2,"14,07",26,1,9,"3,27","0,22",23,"5,64",34,"0,27",6,"0,04",54,"0,11",38,,,"-0,24",2,"0,53","0,4",18,"19,3",16
