nome_touro,registro,ano_nasc,var_mocha,pelagem,categoria,criador_codigo,fornecedor_semen_cod,reb_desm,nf_desm,pn_dep,pn_acuracia,pn_percentil,gnd_direto_dep,gnd_direto_acuracia,gnd_direto_percentil,gnd_materno_dep,gnd_materno_acuracia,gnd_materno_percentil,netos,conformacao_desm_dep,conformacao_desm_percentil,precocidade_desm_dep,precocidade_desm_percentil,musculatura_desm_dep,musculatura_desm_percentil,tamanho_desm_dep,tamanho_desm_percentil,pelame_desm_dep,pelame_desm_percentil,indice_desmama,indice_desmama_percentil,reb_sobreano,nf_sobreano,gds_dep,gds_acuracia,gds_percentil,gns_dep,gns_percentil,conformacao_sobr_dep,conformacao_sobr_percentil,precocidade_sobr_dep,precocidade_sobr_percentil,musculatura_sobr_dep,musculatura_sobr_percentil,tamanho_sobr_dep,tamanho_sobr_percentil,pelame_sobr_dep,pelame_sobr_percentil,perimetro_escrotal_dep,perimetro_escrotal_acuracia,perimetro_escrotal_percentil,indice_final,indice_final_percentil
CIA.AZUL 3090 RESOURCE TRAVELER 004,O188317,2015,,P,PO,8538,,1,31,"-0,2","0,51",26,"2,97","0,48",38,,,,,"0,08",44,"0,14",25,"0,14",26,0,64,"0,01",56,"9,29",38,1,10,"6,79","0,26",3,"9,76",14,"0,13",30,"0,18",16,"0,21",15,0,62,"0,01",57,"0,2","0,38",44,"17,7",19
CIA.AZUL TE3068 MAXI WINDSPREAD,O190097,2015,,P,PO,8538,,1,24,"0,61","0,46",81,"3,1","0,47",36,,,,,"0,2",11,"0,21",12,"0,17",17,"0,09",32,"0,07",86,"14,02",26,1,14,"3,85","0,25",17,"6,95",26,"0,18",18,"0,23",9,"0,23",11,"0,08",34,"0,04",74,"0,37","0,4",28,"17,7",20
CV 2000 LEACHMAN HEAVENLY,O126467,2007,,V,PO,1949,,2,34,"0,09","0,38",49,"6,68","0,35",11,"-1,05","0,13",76,29,"0,01",70,"-0,09",91,0,71,"0,08",36,"-0,05",27,"15,86",21,1,11,"4,55","0,12",13,"11,23",10,"0,05",56,"-0,07",89,"-0,01",75,"0,1",28,,,,,,"17,64",20
BENJAMIN 1547 ZORZAL LIDER CONDOR,IA-1106,2005,,P,IMP,,,5,85,"0,48","0,54",74,"4,66","0,62",23,"-2,4","0,32",93,102,"0,2",11,"0,19",15,"0,19",14,"0,13",22,"0,09",92,"17,92",17,5,66,"1,4","0,38",44,"6,06",32,"0,18",18,"0,2",13,"0,18",21,"0,1",30,"0,08",85,"0,86","0,51",5,"17,59",20
SAV 707 RITO 9969,IA-1249,2009,,P,IMP,,,13,64,"1,19","0,6",96,"3,71","0,58",31,"1,89","0,13",7,55,"0,18",15,"0,19",15,"0,22",9,"0,1",30,"-0,07",18,"14,79",24,12,48,"4,22","0,27",15,"7,93",22,"0,16",23,"0,14",24,"0,24",11,"0,02",55,"-0,08",19,"0,19","0,45",44,"17,56",20
SANTA JOANA DAKOTA 68,O193402,2015,,P,PO,15398,,1,38,"1,48","0,31",99,"6,53","0,37",11,,,,,"0,2",12,"0,31",4,"0,22",9,,,"0,09",91,"22,39",10,1,13,"1,76","0,2",40,"8,29",20,"0,17",21,"0,29",5,"0,28",7,,,"0,11",92,"0,02","0,31",62,"17,51",20
QUIRI N18,C73396,1994,,V,PC,92,,2,196,"1,54","0,75",99,"1,2","0,74",58,"-0,24","0,41",61,126,"0,09",39,"0,09",39,"0,15",21,"0,07",40,"0,06",81,"5,4",52,2,128,"7,4","0,52",2,"8,61",19,"0,17",21,"0,23",9,"0,27",8,"0,1",29,"0,08",87,"0,21","0,59",42,"17,42",20
INHANDUÍ 453 IMPACTO L. SOVEREIGN 1930 E,O137246,2009,,V,PO,8386,,8,87,"0,65","0,57",83,"4,19","0,63",26,"1,65","0,16",9,12,"0,12",30,"0,17",20,"0,06",49,"0,2",9,"-0,13",8,"13,73",27,8,74,"3,98","0,38",16,"8,18",21,"0,14",29,"0,19",14,"0,11",39,"0,22",8,"-0,14",8,"0,59","0,57",15,"17,36",20
JR SUPREMO PROSPERITY 139 DA SANTA THERE,O157333,2012,,P,PO,3108,,2,49,"-0,64","0,55",9,"7,25","0,53",8,"-0,62","0,05",69,4,"0,04",58,"0,13",28,"0,18",15,"0,05",48,"-0,02",37,"18,44",16,2,30,"2,17","0,24",35,"9,42",15,"0,07",48,"0,08",39,"0,16",26,"0,06",41,0,48,"1,14","0,35",2,"17,34",20
RITO SAV 2282 TELLECHEA,O171138,2013,,P,PO,18551,,2,41,"1,34","0,54",98,"5,58","0,52",16,,,,,"0,18",15,"0,28",5,"0,18",15,"0,25",5,"-0,12",8,"19,46",14,2,21,"3,13","0,25",24,"8,7",18,"0,16",24,"0,24",8,"0,18",21,"0,18",13,"-0,13",9,"-0,12","0,4",75,"17,33",20
WHITESTONE WIDESPREAD MB,IA-603,1995,,P,IMP,,,26,358,"0,34","0,72",67,"2,2","0,79",46,"2,26","0,58",5,740,"0,06",51,"0,07",47,"0,07",45,"0,02",56,"-0,01",45,"6,68",47,22,264,"8,63","0,57",1,"10,83",11,"0,08",45,"0,1",35,"0,1",42,"0,08",34,"-0,08",19,"-0,08","0,74",71,"17,16",21
CONNEALY FINAL PRODUCT,IA-1220,2007,,P,IMP,,,7,108,"0,57","0,62",79,"5,59","0,65",16,"1,46","0,06",11,11,"0,17",16,"0,12",31,"0,13",29,"0,22",7,"0,06",81,"19,31",14,6,88,"1,93","0,38",38,"7,53",24,"0,25",8,"0,12",29,"0,13",33,"0,19",12,"0,04",71,"-0,19","0,61",81,"17,11",21
SÃO XAVIER 1976 LIBRES,O192383,2015,,P,PO,508,,1,22,"1,59","0,38",99,"5,94","0,42",14,,,,,"0,2",12,"0,27",6,"0,26",5,"0,31",2,"0,05",78,"20,96",12,1,7,"2,1","0,19",36,"8,04",22,"0,19",16,"0,22",10,"0,24",10,"0,28",4,"0,03",68,"-0,17","0,26",79,"17,1",21
SAV INTERNATIONAL 2020,IA-1669,2012,,P,IMP,,,15,134,"1,29","0,63",97,"1,79","0,66",51,"-1,53","0,06",84,24,"0,11",34,"-0,11",93,"0,08",43,"0,06",41,"0,17",99,"7,42",44,15,107,"6,81","0,34",3,"8,6",19,"0,12",34,"-0,06",86,"0,09",43,"0,07",39,"0,17",98,"0,34","0,63",31,"17,09",21
UMBU 2516 TRAVELER,O181257,2014,,P,PO,99,,1,61,"-0,24","0,61",23,"1,05","0,58",60,,,,,"0,13",25,"0,1",37,"0,09",42,"0,03",55,"-0,01",43,"6,56",47,1,26,"5,31","0,27",9,"6,36",30,"0,2",14,"0,12",28,"0,14",30,"0,06",43,"-0,03",34,"0,58","0,45",15,"17,02",21
GAP 3587-2937 GENERATOR,O135357,2009,,P,PO,2555,,2,25,"-0,27","0,48",21,"5,16","0,45",19,"-0,59","0,13",68,5,"0,13",26,"0,05",54,"0,1",38,,,"0,02",64,"16,56",20,2,13,"2,46","0,25",32,"7,62",23,"0,15",26,"0,06",45,"0,16",25,,,"0,03",68,"0,63","0,36",14,"16,93",21
BROWN JYJ REDEMPTION Y1334,IA-1420,2011,,V,IMP,,,29,349,"-1,28","0,76",3,"1,83","0,77",50,"-1,31","0,17",80,55,"0,02",66,"0,1",36,"0,06",50,"-0,04",79,"0,02",65,"4,28",55,21,240,"7,62","0,43",2,"9,45",15,"0,17",21,"0,22",10,"0,17",24,"0,03",53,"0,04",73,"0,19","0,7",44,"16,91",21
ALIANÇA EDE YH768,C339306,2012,,V,PC,16258,,1,22,"0,08","0,33",47,"6,31","0,4",13,,,,,"0,09",42,"0,07",46,"0,15",22,"0,12",24,0,49,"17,76",17,1,9,"4,41","0,19",14,"10,71",11,"0,08",47,"0,04",53,"0,15",28,"0,06",42,"-0,01",45,0,"0,25",64,"16,83",21
TÓLIO TE422 FARAÓ FARAÓ,O192097,2015,,P,PO,14838,"P, T",1,29,"-0,85","0,51",5,"1,66","0,48",53,,,,,"0,19",14,"0,17",18,"0,14",25,"0,17",14,"-0,13",8,"10,03",36,1,21,"3,6","0,25",19,"5,26",36,"0,2",14,"0,13",26,"0,16",27,"0,17",15,"-0,15",6,"0,69","0,42",11,"16,77",21
GAP 3867,O144521,2010,,P,PO,2555,,2,41,"0,12","0,55",51,"1,3","0,55",57,"-0,08","0,24",58,50,"0,11",34,"0,13",29,"0,12",31,,,"-0,03",32,"6,21",49,2,27,"4,95","0,32",10,"6,26",31,"0,16",22,"0,13",26,"0,2",17,,,"-0,11",12,"0,97","0,37",4,"16,63",22
BASCO NET WORTH 529,O175845,2012,,P,PO,4074,,4,39,"0,17","0,54",55,"5,04","0,53",20,"-0,47","0,18",66,4,"0,01",71,"0,17",19,"0,26",5,"0,11",28,"0,03",67,"11,67",32,4,22,"4,53","0,3",13,"9,57",15,"0,01",69,"0,15",22,"0,3",5,"0,1",30,"-0,01",43,"1,32","0,3",1,"16,54",22
SÃO XAVIER 1826 JACARTA TE,O184891,2014,,P,IMP,,,1,42,"0,7","0,44",85,"3,43","0,49",33,"0,29","0,13",35,2,"0,2",11,"0,13",29,"0,25",5,"0,15",18,"-0,04",29,"14,98",24,1,32,"2,16","0,26",35,"5,58",34,"0,2",14,"0,11",31,"0,29",6,"0,18",13,"-0,04",30,"0,47","0,45",22,"16,51",22
SAV PEACE OF MIND 5070,IA-917,2005,,P,IMP,,,4,40,"1,38","0,54",98,"3,92","0,52",29,"1,25","0,14",14,58,"0,21",10,"0,06",49,"0,04",57,"0,23",6,"-0,05",27,"16,61",20,3,29,"1,79","0,27",40,"5,71",33,"0,18",16,"-0,01",74,"0,01",67,"0,24",7,"-0,11",14,"0,46","0,39",22,"16,44",22
GUE-GLEN NORTE REGALON,IA-1008,2002,,P,IMP,,,8,48,"0,38","0,48",68,"6,53","0,54",11,"-1,6","0,25",84,54,"0,14",24,"0,33",3,"0,3",3,"0,02",57,"0,04",73,"20,33",12,6,35,"0,73","0,31",53,"7,27",25,"0,22",11,"0,43",1,"0,42",1,"0,04",49,"0,04",74,"0,23","0,43",40,"16,43",22
LEACHMAN CHEYENNE B221L,IA-781,2001,,V,IMP,,,38,652,"-0,16","0,76",28,"3,97","0,83",28,"-1,42","0,52",81,323,"0,11",34,"0,05",53,"-0,06",88,"0,11",26,"-0,05",25,"12,79",29,33,401,"4,9","0,62",11,"8,87",18,"0,08",46,"0,02",61,"-0,06",86,"0,09",33,"-0,06",25,"0,39","0,74",27,"16,4",22
CONNEALY RIGHT ANSWER 746,IA-1239,2007,,P,IMP,,,13,149,"-0,9","0,48",5,"1,05","0,6",60,"1,58","0,15",10,11,"0,1",36,"-0,03",80,"0,03",63,"0,15",17,"-0,01",43,"5,43",52,8,35,"5,12","0,3",10,"6,17",31,"0,24",9,"0,04",53,"0,11",39,"0,27",5,"-0,07",23,"0,38","0,46",27,"16,13",23
CIA.AZUL 1118 F.ANSWER ZORZAL WOLF,O138031,2009,,P,PO,8538,"P, T",8,329,"-0,7","0,76",8,"3,62","0,78",31,"1,23","0,23",15,26,"0,16",19,"0,15",22,"0,17",18,"0,05",47,"-0,12",8,"13,8",27,5,245,"1,59","0,53",42,"5,21",36,"0,1",39,"0,11",31,"0,15",29,"-0,03",72,"-0,16",6,"1,47","0,7",1,"16,1",23
TRADIÇÃO 2013,C372374,2013,,P,PC,3638,,1,80,"0,28","0,56",63,"5,18","0,58",19,,,,,"0,1",38,"0,23",9,"0,24",7,"0,09",33,"-0,01",43,"15,36",22,1,42,"4,6","0,32",13,"9,78",14,"0,08",44,"0,22",10,"0,27",7,"0,01",57,0,48,0,"0,4",64,"16,03",23
TRADIÇÃO 2028,C372896,2013,,P,PC,3638,,15,220,"0,7","0,73",85,"0,35","0,74",67,"-0,67","0,23",70,14,"0,04",61,0,70,"0,08",44,"-0,01",67,"-0,05",26,"1,15",66,12,144,"7,3","0,51",2,"7,65",23,"0,14",27,"0,15",21,"0,15",27,"-0,01",65,"-0,05",28,"0,66","0,67",13,"15,9",23
GAP 0E203,C294423,2008,,P,PC,2555,,1,135,"0,53","0,72",77,"7,2","0,71",8,"-0,62","0,3",69,73,"0,16",20,"0,07",45,"0,06",52,,,"0,09",90,"22,55",10,1,83,"1,36","0,46",45,"8,57",19,"0,11",36,"0,04",53,"0,01",68,,,"0,04",74,"0,02","0,6",62,"15,81",23
EF AUTHENTIC 0829,IA-1368,2010,,P,IMP,,,4,33,"-0,27","0,34",21,"4,99","0,44",20,"1,78","0,04",8,2,"-0,04",84,0,70,"0,01",70,"0,12",23,"-0,03",32,"9,7",37,2,24,"6,32","0,21",5,"11,31",9,"0,03",62,"0,05",49,"0,09",44,"0,17",14,"-0,04",31,"0,47","0,27",22,"15,72",24
CIA. AZUL TE1066 QUEBRACHO GRAND CANYON,O136388,2009,,V,PO,8538,,1,28,,,,"5,46","0,48",17,"-1,19","0,2",78,16,"0,11",34,"0,14",25,"0,1",36,"0,1",31,"0,09",90,"16,45",20,1,24,"1,69","0,32",41,"7,15",26,"0,13",31,"0,17",18,"0,16",27,"0,13",21,"0,11",93,"0,71","0,26",10,"15,59",24
TARRA TE121 CAMBIACO PERFORMA HAYMOUNT,O153329,2012,,P,PO,14838,,2,52,"1,1","0,52",95,"10,17","0,52",2,"-1,49","0,09",83,5,"-0,01",77,"0,01",65,0,72,"0,05",45,0,53,"23,53",9,2,44,"1,74","0,3",40,"11,92",8,"-0,05",85,"-0,02",77,"-0,04",82,"0,01",59,"-0,01",44,"0,79","0,5",7,"15,53",24
TRADIÇÃO 2060,C372484,2013,,P,PC,3638,,1,52,,,,"3,42","0,55",33,"-2,15","0,1",91,1,"0,31",3,"-0,06",87,"0,28",4,,,"0,08",,"19,02",15,1,50,"0,97","0,37",50,"4,39",41,"0,28",6,"-0,09",92,"0,22",13,,,,,"-0,52","0,54",94,"15,47",25
WT BUTIÁ 210 MOMENTUM X BUTIÁ 002,O170497,2014,,V,PO,17087,,1,29,"-0,01","0,46",40,"5,09","0,45",19,"0,34","0,09",33,4,"0,13",27,"-0,01",73,"0,04",57,"0,06",42,"0,02",63,"16,3",20,1,27,"2,52","0,27",31,"7,62",23,"0,08",46,"-0,05",83,"0,01",68,"0,01",59,"0,03",66,"0,6","0,47",15,"15,44",25
RINCON TE2625 COMPADRON DEL SARANDY,O196229,2014,,V,PO,7287,,1,37,"0,74","0,51",86,"6,62","0,51",11,,,,,"0,21",10,"0,18",16,"0,19",14,"0,12",23,"0,12",95,"23,09",9,1,25,"0,25","0,27",61,"6,88",27,"0,25",7,"0,16",19,"0,25",10,"0,09",31,"0,13",95,"-0,6","0,4",96,"15,43",25
SANTA AMÁBILE TE121,O125263,2008,,V,PO,14702,,3,34,"0,09","0,12",48,"4,05","0,36",28,"0,79","0,05",23,1,"0,14",24,"0,04",56,"-0,05",85,"0,15",18,0,54,"14,19",26,3,20,"2,53","0,14",31,"6,58",29,"0,15",25,"0,07",43,"-0,05",85,"0,13",22,0,55,"0,45","0,37",22,"15,36",25
CIA.AZUL TE3574 MAXI P.MIND,O191937,2015,,P,PO,8538,,1,31,"0,25","0,51",61,"4,88","0,49",21,,,,,"0,19",14,"0,18",16,"0,28",4,"0,13",21,"0,08",89,"18,01",16,1,7,"1,23","0,24",47,"6,11",31,"0,16",23,"0,18",16,"0,34",3,"0,09",31,"0,07",83,"0,33","0,35",32,"15,3",25
BASCO LUCKY 822,O184723,2014,,P,PO,4074,,2,26,"0,7","0,37",85,"3,8","0,37",30,,,,,"0,14",23,"0,11",32,"0,13",28,"0,02",56,"0,03",67,"13,68",27,1,10,"2,64","0,22",30,"6,44",30,"0,16",21,"0,09",38,"0,15",28,"-0,02",71,"0,02",64,"0,37","0,34",28,"15,28",25
ANGUS VALLEY TE 2354 TELLECHEA,O181086,2014,,P,PO,18551,,1,54,"-0,47","0,59",14,"2,31","0,55",45,,,,,"0,04",58,"-0,01",73,"0,02",66,"0,09",33,"-0,1",12,"6,24",49,1,48,"3,53","0,29",20,"5,84",32,"0,13",31,"0,06",46,"0,12",36,"0,12",23,"-0,11",13,"1,45","0,47",1,"15,16",25
SANTA AMÉLIA 6944 TRADIÇÃO 2028,C407532,2016,,P,PC,33,,1,20,"1,11","0,29",95,"4,69","0,4",22,,,,,"0,01",69,"-0,03",79,"0,01",69,"0,1",30,0,53,"10,98",34,,0,"5,42","0,2",8,"10,11",13,"0,07",50,"0,09",37,"0,02",66,"0,08",34,0,55,"0,2","0,28",43,"15,12",25
LC TOTEM TET206,O149091,2010,,P,PO,4602,,1,21,"0,09","0,41",48,"4,43","0,4",25,"-0,84","0,15",72,5,"0,19",13,"-0,04",82,"0,07",48,"0,3",2,"0,04",74,"16,99",19,1,19,"2,27","0,23",34,"6,7",28,"0,2",14,"-0,02",76,"0,08",48,"0,3",3,"0,04",73,"-0,33","0,34",88,"15,12",25
RINCON TE1892 ZORZAL DEL SARANDY,O156852,2011,,P,PO,7287,,1,22,"0,79","0,36",88,"6,16","0,34",13,,,,,"0,14",23,"0,05",53,"0,12",29,"0,08",36,"0,05",79,"19,46",14,1,13,"1,01","0,21",50,"7,18",26,"0,12",33,"0,04",55,"0,13",33,"0,06",41,"0,03",70,"0,37","0,27",28,15,26
LA LEGUA CANYON 8279 TE CANONAZO,IA-1267,2002,,V,IMP,,,3,60,"0,84","0,55",90,"6,68","0,53",11,"-0,22","0,09",60,17,"0,18",16,"0,09",40,"0,17",17,"0,22",8,"-0,01",45,"22,06",10,3,58,"-0,16","0,29",67,"6,52",29,"0,23",10,"0,04",52,"0,19",18,"0,18",14,0,49,"-0,23","0,5",83,"14,96",26
SAV CLARK 8374,IA-1090,2008,,P,IMP,,,9,32,"0,57","0,42",79,"1,28","0,48",57,"-0,05","0,17",57,9,"0,11",32,"-0,03",78,"0,04",60,"0,09",32,"0,05",78,"6,4",48,7,23,"5,53","0,27",8,"6,82",27,"0,15",25,"-0,01",71,"0,07",49,"0,09",31,"0,05",75,"0,21","0,37",42,"14,93",26
BARRAGEM 1163 REC.CANDOMBE 224,O138699,2008,,P,PO,2251,,2,141,"0,07","0,64",47,"2,87","0,64",39,"-1,94","0,22",88,36,"0,03",61,"-0,06",85,"0,1",38,"0,12",25,"0,06",80,"7,32",45,2,77,"5,61","0,33",7,"8,48",19,"0,09",43,"0,06",47,"0,19",19,"0,15",17,,,"0,5","0,49",20,"14,92",26
TRES MARIAS 8795 TITAN TE TITAN,IA-1407,2010,,P,IMP,,K,16,92,"-0,38","0,63",16,"4,8","0,64",22,"-2,03","0,17",90,20,"0,1",38,"0,02",63,"0,09",42,"0,1",30,"0,17",99,"14,4",25,9,50,"2,92","0,31",27,"7,72",23,"0,07",51,"-0,05",82,"0,04",60,"0,11",25,"0,25",99,"0,68","0,51",12,"14,9",26
SÃO XAVIER 1957 JOHNNIE RED TE,O193509,2014,,V,PO,508,,1,20,"0,5","0,39",75,"5,14","0,41",19,,,,,"0,19",12,"0,11",32,"0,14",26,"0,16",15,"-0,03",33,"18,81",15,1,10,"0,7","0,18",54,"5,84",32,"0,2",14,"0,09",37,"0,15",27,"0,13",22,"-0,04",31,"0,03","0,35",61,"14,85",26
SANTA SERGIA LUQUE PAGARE 3248,O183517,2013,,V,IMP,,,1,32,"0,11","0,46",51,"4,26","0,45",26,,,,,"0,12",30,"0,09",39,"0,16",19,"0,01",60,"-0,07",19,"13,94",26,1,25,"2,81","0,24",28,"7,07",26,"0,13",30,"0,1",35,"0,19",19,"0,04",49,"-0,07",21,"0,28","0,32",36,"14,69",26
GAP 3681-2995 BROTHER,O135447,2009,,P,PO,2555,,1,73,"0,05","0,61",45,"4,74","0,61",22,"-0,56","0,17",67,27,"0,03",63,"-0,1",93,0,72,,,"-0,09",15,"11,77",32,1,45,"4,33","0,32",14,"9,07",17,"0,11",37,"-0,04",82,"0,07",50,,,"-0,11",12,"0,16","0,38",47,"14,64",26
CIA.AZUL 0474-C0134 PANHANDLE,O110164,2005,,V,PO,8538,,4,214,"1,02","0,75",94,"2,99","0,75",37,"-3,93","0,37",99,146,"0,09",39,"0,27",6,"0,38",1,"-0,01",69,"-0,02",40,"9,9",36,3,149,"5,44","0,51",8,"8,43",20,"0,13",30,"0,35",2,"0,52",1,"0,03",52,"-0,05",30,"-0,26","0,66",85,"14,59",27
LA CORNÉLIA REAL DENSITY A175,O151318,2011,,P,PO,16262,,1,28,"0,95","0,41",93,"3,93","0,4",29,"-1,06","0,16",76,2,"0,09",40,"0,09",39,"0,06",50,"0,04",49,"-0,16",4,"12,08",31,1,20,"3,57","0,25",19,"7,5",24,"0,11",37,"0,13",25,"0,09",45,"0,1",28,"-0,17",5,"0,38","0,4",28,"14,59",27
REDBAR GRID MAKER D213,C398577,2014,,P,PC,9271,,1,25,"1,25","0,46",97,"3,36","0,45",34,,,,,"0,26",5,"0,18",16,"0,26",5,"0,18",12,"-0,02",39,"17,11",18,1,25,"-0,3","0,27",69,"3,07",50,"0,29",5,"0,19",15,"0,29",5,"0,14",18,"-0,01",43,"0,03","0,45",61,"14,5",27
SAV RECORD HARVEST 2186,IA-1426,2012,,P,IMP,,,17,72,"1,98","0,57",99,"4,41","0,58",25,"-1,57","0,08",84,14,"0,16",19,"-0,07",88,"0,19",13,"0,17",13,"0,14",97,"15,82",21,16,52,"1,51","0,29",43,"5,92",32,"0,1",39,"-0,05",83,"0,18",21,"0,14",18,"0,15",97,"0,66","0,52",12,"14,45",27
BLACK PRINCE/CAMBÁ-PYTÁ 8706 ARGENTINO 2,O164830,2010,,P,PO,17491,,2,66,"1,22","0,59",96,"2,64","0,56",41,"1,16","0,07",16,5,"0,15",20,"0,02",62,"-0,01",74,"0,11",25,0,49,"11,23",33,2,20,"2,71","0,23",29,"5,35",35,"0,16",22,"-0,03",78,"-0,01",75,"0,11",26,0,56,"0,43","0,22",24,"14,32",27
SANTA EULÁLIA NEW DESIGN 456,O116489,2006,,P,PO,95,,2,23,"0,26","0,27",61,"2,06","0,43",47,"3,23","0,17",2,12,"0,15",22,"0,23",9,"0,01",68,"0,31",2,"-0,04",28,"9,52",38,1,18,"3,82","0,22",17,"5,88",32,"0,15",26,"0,21",12,"0,01",68,"0,36",1,"-0,08",19,,,,"14,21",27
AAR TEN X 7008 SA TEN X,IA-1561,2007,,P,IMP,,,6,65,"-0,04","0,58",37,"5,85","0,58",15,,,,,"0,12",28,"-0,07",87,"0,02",65,"0,1",31,"0,03",67,"18,05",16,5,38,1,"0,34",50,"6,85",27,"0,15",25,"-0,02",76,"0,01",69,"0,11",26,0,53,"0,17","0,5",46,"14,16",27
SANTA JOANA 1759,C371004,2011,,P,PC,15398,,1,25,"1,53","0,48",99,"0,56","0,48",64,"0,7","0,21",25,6,"0,19",12,"0,04",57,"0,16",21,"0,21",9,"0,05",77,"7,55",44,1,16,"3,63","0,33",19,"4,19",42,"0,21",13,"0,08",41,"0,22",13,,,"0,05",77,"0,22","0,33",42,"14,15",27
SAV BEST INTEREST 0136,IA-1538,2010,,P,IMP,,,12,70,"0,89","0,53",91,"3,22","0,57",35,"0,86","0,14",21,13,"0,18",15,"0,09",40,"0,21",11,"0,17",13,"0,02",63,"13,54",27,12,51,"1,64","0,29",42,"4,87",39,"0,15",27,"0,05",47,"0,24",11,"0,12",23,"0,02",65,"0,57","0,46",16,"14,12",27
CASTELO TE08,O152617,2010,,P,PO,16656,,2,150,"-1,02","0,54",4,"6,38","0,66",12,"-4,48","0,23",99,42,"0,14",22,"0,11",34,"0,18",16,"0,2",9,"0,01",57,"20,1",13,1,93,"1,3","0,39",46,"7,68",23,"0,11",36,"0,07",42,"0,11",37,"0,16",15,"-0,01",48,"-0,09","0,58",72,"14,09",28
ROYAL ON TIME DRCC 6059S,IA-997,2006,,P,IMP,,,3,21,"1,04","0,35",94,"5,96","0,39",14,"0,15","0,06",38,10,"0,1",37,"0,11",34,"0,02",64,"0,16",15,"-0,09",13,"17,43",17,3,19,"1,16","0,19",47,"7,12",26,"0,07",50,"0,05",51,"0,01",70,"0,14",19,"-0,1",15,"0,72","0,27",10,"14,05",28
TÓLIO TE402 BRAND NAME TRAVELER ECLIPSE,O181338,2014,,P,PO,14838,,2,25,"-0,12","0,47",31,"0,31","0,48",67,,,,,"0,17",17,"0,21",13,"0,19",13,"0,18",12,"0,06",80,"6,15",49,1,21,"3,45","0,28",21,"3,76",45,"0,18",17,"0,18",15,"0,21",15,"0,18",13,"0,02",64,"0,68","0,45",12,"14,03",28
QUIRI A164,C164858,2000,,V,PC,92,,2,63,"0,56","0,31",79,"2,17","0,57",46,"0,54","0,21",28,34,"0,13",26,"0,14",26,"0,1",37,"0,13",22,"0,01",61,"9,16",38,2,32,"4,21","0,27",15,"6,38",30,"0,11",38,"0,14",23,"0,14",31,"0,1",28,,,"0,35","0,31",31,"14,01",28
GAR PROPHET,IA-1778,2008,,P,IMP,,M,3,23,"0,6","0,28",81,"4,65","0,35",23,"1,15","0,07",16,5,"0,09",39,"-0,03",77,"-0,07",90,"0,08",35,"-0,05",24,"13,92",26,1,15,2,"0,16",37,"6,65",29,"0,11",37,"-0,04",81,"-0,08",90,"0,08",34,"-0,1",15,"0,63","0,24",14,"13,99",28
CRA BEXTOR 872-5205-608,IA-727,1998,,P,IMP,,,11,137,"0,51","0,69",76,"3,64","0,69",31,"2,2","0,3",6,111,"0,1",36,"0,03",58,"0,03",62,"0,13",21,"-0,06",23,"11,78",32,10,107,"2,06","0,41",36,"5,7",33,"0,16",22,"0,05",48,"0,01",67,"0,17",15,"-0,17",5,"0,56","0,61",17,"13,88",28
SAV PRIORITY 7283 PRIORITY,IA-1352,2007,,P,IMP,,,61,799,"0,52","0,83",76,"5,04","0,84",20,"-0,3","0,42",62,161,"0,16",19,"0,1",36,"0,09",42,"0,15",16,"-0,13",8,"17,38",18,51,466,"-0,86","0,59",77,"4,18",42,"0,22",11,"0,06",46,"0,09",43,"0,14",18,"-0,16",5,"0,58","0,79",16,"13,87",28
CONNEALY EARNAN 076E,IA-1341,2010,,P,IMP,,,15,72,"0,72","0,39",86,"6,75","0,56",10,"-3,41","0,1",98,25,"0,1",37,"0,14",26,"0,11",33,"0,11",28,"-0,03",36,"19,31",14,10,37,"1,82","0,24",39,"8,56",19,"0,1",40,"0,04",53,"0,03",61,"0,09",33,"-0,02",39,"-0,13","0,42",76,"13,85",29
BASCO BRAND NAME ONIX 525TE,O161627,2012,,P,PO,4074,,2,40,"0,16","0,51",54,"4,41","0,51",25,"-2,31","0,14",93,2,"0,18",15,"0,07",44,"0,14",24,"0,06",42,"0,12",95,"16,5",20,2,25,"-0,71","0,29",75,"3,7",45,"0,18",17,"0,02",61,"0,14",29,"0,01",57,"0,14",96,"0,87","0,41",5,"13,81",29
HUACA CURU 7210 ZORZAL 5795TE CURU,IA-1855,2013,,P,IMP,,T,7,43,"0,45","0,45",73,"4,92","0,47",21,,,,,"0,15",21,"0,15",22,"0,17",17,"0,06",43,"0,05",78,"16,68",19,2,5,"2,18","0,22",35,"7,1",26,"0,12",33,"0,11",31,"0,17",24,"0,02",54,"0,03",66,"-0,12","0,21",75,"13,77",29
EARLEY DATELINE 2M,IA-812,2002,,P,IMP,,,7,77,"0,79","0,62",88,"4,23","0,63",26,"0,56","0,23",28,52,0,73,"-0,13",95,"0,01",68,"0,19",11,"-0,04",30,"9,42",38,7,63,"4,83","0,39",11,"9,06",17,"0,12",32,"-0,09",91,"0,07",51,"0,17",15,"-0,06",26,"-0,04","0,57",68,"13,75",29
CIA.AZUL 1282 NET WORTH WIDESPREAD,O149256,2010,,P,PO,8538,T,2,60,"0,29","0,59",64,"2,38","0,6",44,"-0,06","0,26",57,41,"0,11",31,"-0,1",92,"0,04",60,"0,18",12,"0,02",62,"9,13",38,2,44,"3,12","0,38",24,"5,5",34,"0,18",18,"-0,07",89,"0,05",55,"0,24",7,"-0,04",32,"0,27","0,49",37,"13,48",29
